Predictor variable,Categorical,Sample average
alt,false,1377.357142857143
alt,false,1377.357142857143
bio1,false,35.357142857142854
bio1,false,35.357142857142854
bio10,false,137.5
bio10,false,137.5
bio11,false,-64.14285714285714
bio11,false,-64.14285714285714
bio12,false,708.7142857142857
bio12,false,708.7142857142857
bio13,false,89.78571428571429
bio13,false,89.78571428571429
bio14,false,31.214285714285715
bio14,false,31.214285714285715
bio15,false,30.428571428571427
bio15,false,30.428571428571427
bio16,false,251.85714285714286
bio16,false,251.85714285714286
bio17,false,112.07142857142857
bio17,false,112.07142857142857
bio18,false,134.78571428571428
bio18,false,134.78571428571428
bio19,false,232.78571428571428
bio19,false,232.78571428571428
bio2,false,131.35714285714286
bio2,false,131.35714285714286
bio3,false,35.07142857142857
bio3,false,35.07142857142857
bio4,false,7904.357142857143
bio4,false,7904.357142857143
bio5,false,243.35714285714286
bio5,false,243.35714285714286
bio6,false,-125.92857142857143
bio6,false,-125.92857142857143
bio7,false,369.2857142857143
bio7,false,369.2857142857143
bio8,false,-17.357142857142858
bio8,false,-17.357142857142858
bio9,false,109.71428571428571
bio9,false,109.71428571428571
mask,true,50.0
