Predictor variable,Categorical,Sample average
alt,false,2137.684210526316
alt,false,2137.684210526316
bio1,false,158.93421052631578
bio1,false,158.93421052631578
bio10,false,183.02631578947367
bio10,false,183.02631578947367
bio11,false,129.03947368421052
bio11,false,129.03947368421052
bio12,false,1009.7763157894736
bio12,false,1009.7763157894736
bio13,false,214.73684210526315
bio13,false,214.73684210526315
bio14,false,12.947368421052632
bio14,false,12.947368421052632
bio15,false,88.11842105263158
bio15,false,88.11842105263158
bio16,false,563.3421052631579
bio16,false,563.3421052631579
bio17,false,46.96052631578947
bio17,false,46.96052631578947
bio18,false,309.9078947368421
bio18,false,309.9078947368421
bio19,false,68.82894736842105
bio19,false,68.82894736842105
bio2,false,145.8421052631579
bio2,false,145.8421052631579
bio3,false,65.57894736842105
bio3,false,65.57894736842105
bio4,false,2135.5263157894738
bio4,false,2135.5263157894738
bio5,false,266.7894736842105
bio5,false,266.7894736842105
bio6,false,45.61842105263158
bio6,false,45.61842105263158
bio7,false,221.17105263157896
bio7,false,221.17105263157896
bio8,false,173.92105263157896
bio8,false,173.92105263157896
bio9,false,141.73684210526315
bio9,false,141.73684210526315
mask,true,50.0
