Predictor variable,Categorical,Sample average
alt,false,496.8
alt,false,496.8
bio1,false,128.4
bio1,false,128.4
bio10,false,222.8
bio10,false,222.8
bio11,false,28.6
bio11,false,28.6
bio12,false,1260.8
bio12,false,1260.8
bio13,false,121.8
bio13,false,121.8
bio14,false,89.4
bio14,false,89.4
bio15,false,9.4
bio15,false,9.4
bio16,false,345.4
bio16,false,345.4
bio17,false,277.2
bio17,false,277.2
bio18,false,337.6
bio18,false,337.6
bio19,false,282.8
bio19,false,282.8
bio2,false,133.6
bio2,false,133.6
bio3,false,39.0
bio3,false,39.0
bio4,false,7497.8
bio4,false,7497.8
bio5,false,295.6
bio5,false,295.6
bio6,false,-42.4
bio6,false,-42.4
bio7,false,338.0
bio7,false,338.0
bio8,false,205.0
bio8,false,205.0
bio9,false,44.2
bio9,false,44.2
mask,true,50.0
