Predictor variable,Categorical,Sample average
alt,false,2571.468085106383
alt,false,2571.468085106383
bio1,false,37.1063829787234
bio1,false,37.1063829787234
bio10,false,139.29787234042553
bio10,false,139.29787234042553
bio11,false,-60.38297872340426
bio11,false,-60.38297872340426
bio12,false,507.6170212765957
bio12,false,507.6170212765957
bio13,false,72.8936170212766
bio13,false,72.8936170212766
bio14,false,21.0
bio14,false,21.0
bio15,false,40.46808510638298
bio15,false,40.46808510638298
bio16,false,192.38297872340425
bio16,false,192.38297872340425
bio17,false,73.65957446808511
bio17,false,73.65957446808511
bio18,false,174.46808510638297
bio18,false,174.46808510638297
bio19,false,89.12765957446808
bio19,false,89.12765957446808
bio2,false,158.9787234042553
bio2,false,158.9787234042553
bio3,false,40.765957446808514
bio3,false,40.765957446808514
bio4,false,7812.170212765957
bio4,false,7812.170212765957
bio5,false,238.27659574468086
bio5,false,238.27659574468086
bio6,false,-146.2340425531915
bio6,false,-146.2340425531915
bio7,false,384.51063829787233
bio7,false,384.51063829787233
bio8,false,110.7872340425532
bio8,false,110.7872340425532
bio9,false,-29.76595744680851
bio9,false,-29.76595744680851
mask,true,50.0
