Predictor variable,Categorical,Sample average
BIOCLIM_1,false,91.85
BIOCLIM_12,false,1084.35
BIOCLIM_17,false,224.35
BIOCLIM_7,false,349.3
GTOPO30_ELEVATION,false,755.0
GTOPO30_SLOPE_reduced,false,5.05
ISRICSOILGRIDS_new_average_coarsefragmentpercent_reduced,false,18.3
ISRICSOILGRIDS_new_average_phx10percent_reduced,false,49.1
ISRICSOILGRIDS_new_average_sandpercent_reduced,false,37.0
ISRICSOILGRIDS_new_average_soilorganiccarboncontent_reduced,false,55.9
LandCover_1_Needleleaf,false,5.7
LandCover_6_Herbaceous,false,1.0
mask,true,50.0
