Predictor variable,Categorical,Sample average
alt,false,1471.8
alt,false,1471.8
bio1,false,114.6
bio1,false,114.6
bio10,false,192.8
bio10,false,192.8
bio11,false,48.6
bio11,false,48.6
bio12,false,642.7
bio12,false,642.7
bio13,false,118.1
bio13,false,118.1
bio14,false,3.8
bio14,false,3.8
bio15,false,78.8
bio15,false,78.8
bio16,false,333.1
bio16,false,333.1
bio17,false,22.9
bio17,false,22.9
bio18,false,34.9
bio18,false,34.9
bio19,false,323.6
bio19,false,323.6
bio2,false,141.1
bio2,false,141.1
bio3,false,46.9
bio3,false,46.9
bio4,false,5767.0
bio4,false,5767.0
bio5,false,284.2
bio5,false,284.2
bio6,false,-17.1
bio6,false,-17.1
bio7,false,301.3
bio7,false,301.3
bio8,false,52.8
bio8,false,52.8
bio9,false,184.9
bio9,false,184.9
mask,true,50.0
