Predictor variable,Categorical,Sample average
BIOCLIM_1,false,105.8
BIOCLIM_12,false,583.7
BIOCLIM_17,false,11.8
BIOCLIM_7,false,274.6
GTOPO30_ELEVATION,false,1613.7
GTOPO30_SLOPE_reduced,false,6.3
ISRICSOILGRIDS_new_average_coarsefragmentpercent_reduced,false,17.4
ISRICSOILGRIDS_new_average_phx10percent_reduced,false,66.4
ISRICSOILGRIDS_new_average_sandpercent_reduced,false,51.1
ISRICSOILGRIDS_new_average_soilorganiccarboncontent_reduced,false,31.7
LandCover_1_Needleleaf,false,34.1
LandCover_6_Herbaceous,false,12.2
mask,true,50.0
