X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
-76.862194,40.80622,train,0.0034703114280468707,62.9124602904977,0.7214331938368231
-79.144582,38.471219,train,0.0033642245037487635,60.18542550797286,0.7103338181164482
-79.878088,36.999585,train,0.005584928259117916,87.03210017748681,0.8721502560562345
-80.473889,36.344444,train,0.0026364442039525614,45.108145969527534,0.6212914910412828
-78.068633,39.974409,train,0.005276684506327501,85.39299725426847,0.8567802383926255
-79.179033,39.384752,train,0.0010721415513509681,8.913556341883464,0.3262283816404866
-80.327481,36.720756,train,0.0036146061528013456,67.50513012041664,0.735850581001122
-77.254896,38.997065,train,0.007800152500335381,94.27616258597321,0.9434570621761242
-79.890702,37.008486,train,0.0028815367184740516,50.67931455044821,0.6539786338876681
-78.792797,39.692864,train,0.0037399174539294953,71.55699178397575,0.7477644347166579
-79.388265,39.839212,train,0.0014200373580668607,15.835989415483228,0.40725575246710677
-78.915681,38.662367,train,0.0040842559149531785,75.13998188706837,0.7778072169323154
-77.9631,38.4419,train,0.0016900426226665528,22.402888909541506,0.4633632044383663
-79.959861,37.543744,train,0.0024525021444766273,41.05993358783023,0.5947469476919647
-78.430842,39.406764,train,0.004905916615212242,81.8351853505217,0.8358251364292798
-77.739821,39.361351,train,0.006513723489309843,90.68013186605687,0.9091885552408248
-78.32112,39.592459,train,0.007882571541812686,95.06440120442699,0.9451476070273643
-77.022335,40.375086,train,0.003970058232886422,73.52628743845749,0.7682628395355939
-80.349722,36.811389,train,0.016201482497060056,99.99999621296985,0.9974378804981681
-77.874718,39.614293,train,0.008713481565499967,98.37985208871999,0.9596082304491582
-78.089924,39.670107,train,0.007684881908166703,93.49613633528531,0.9410049311684902
-77.7111,38.8242,train,0.00467919376962867,80.393372610917,0.8215277855732052
-76.977526,40.356658,train,0.004010726232397815,73.92735543128913,0.7717078904997676
-80.268995,37.218742,train,0.0028949597311765506,51.835015858456586,0.6556850123312418
-77.125812,38.943722,train,0.003507469004141246,65.00669700253128,0.7252193975201578
-78.064198,40.36492,train,0.002619188633560663,44.84425289585069,0.6188770833578463
-77.595828,40.656713,train,0.0024214100672258912,40.570327704075765,0.5900797041910297
-78.749742,39.973118,train,0.002034301808761849,29.35324394849739,0.5272660922276875
-77.7064,38.8664,train,0.004191360272496156,76.39006672845507,0.786401213040259
-80.266996,36.386527,train,0.003054704923794564,55.40641489726099,0.6753578205406204
-76.799267,40.882959,train,0.0030284445034781714,54.187555015280424,0.6722027871686334
