Predictor variable,Categorical,Sample average
alt,false,2606.38
alt,false,2606.38
bio1,false,32.32
bio1,false,32.32
bio10,false,133.8
bio10,false,133.8
bio11,false,-61.04
bio11,false,-61.04
bio12,false,507.22
bio12,false,507.22
bio13,false,65.48
bio13,false,65.48
bio14,false,23.6
bio14,false,23.6
bio15,false,34.86
bio15,false,34.86
bio16,false,178.54
bio16,false,178.54
bio17,false,79.76
bio17,false,79.76
bio18,false,166.42
bio18,false,166.42
bio19,false,84.16
bio19,false,84.16
bio2,false,152.78
bio2,false,152.78
bio3,false,40.52
bio3,false,40.52
bio4,false,7665.24
bio4,false,7665.24
bio5,false,233.8
bio5,false,233.8
bio6,false,-138.36
bio6,false,-138.36
bio7,false,372.16
bio7,false,372.16
bio8,false,90.5
bio8,false,90.5
bio9,false,-34.18
bio9,false,-34.18
mask,true,50.0
