Predictor variable,Categorical,Sample average
alt,false,2018.8
alt,false,2018.8
bio1,false,108.9
bio1,false,108.9
bio10,false,201.6
bio10,false,201.6
bio11,false,19.3
bio11,false,19.3
bio12,false,353.5
bio12,false,353.5
bio13,false,76.2
bio13,false,76.2
bio14,false,8.7
bio14,false,8.7
bio15,false,75.3
bio15,false,75.3
bio16,false,198.4
bio16,false,198.4
bio17,false,34.7
bio17,false,34.7
bio18,false,167.4
bio18,false,167.4
bio19,false,51.8
bio19,false,51.8
bio2,false,178.5
bio2,false,178.5
bio3,false,48.0
bio3,false,48.0
bio4,false,7103.2
bio4,false,7103.2
bio5,false,296.9
bio5,false,296.9
bio6,false,-72.7
bio6,false,-72.7
bio7,false,369.6
bio7,false,369.6
bio8,false,192.4
bio8,false,192.4
bio9,false,89.1
bio9,false,89.1
mask,true,50.0
