Predictor variable,Categorical,Sample average
alt,false,720.28
alt,false,720.28
bio1,false,96.14
bio1,false,96.14
bio10,false,159.6
bio10,false,159.6
bio11,false,40.94
bio11,false,40.94
bio12,false,1403.38
bio12,false,1403.38
bio13,false,243.7
bio13,false,243.7
bio14,false,9.32
bio14,false,9.32
bio15,false,72.7
bio15,false,72.7
bio16,false,696.9
bio16,false,696.9
bio17,false,57.98
bio17,false,57.98
bio18,false,67.86
bio18,false,67.86
bio19,false,650.62
bio19,false,650.62
bio2,false,129.34
bio2,false,129.34
bio3,false,49.4
bio3,false,49.4
bio4,false,4745.02
bio4,false,4745.02
bio5,false,252.7
bio5,false,252.7
bio6,false,-9.62
bio6,false,-9.62
bio7,false,262.32
bio7,false,262.32
bio8,false,45.06
bio8,false,45.06
bio9,false,157.98
bio9,false,157.98
mask,true,50.0
