Predictor variable,Categorical,Sample average
alt,false,1198.0
alt,false,1198.0
bio1,false,135.5
bio1,false,135.5
bio10,false,216.0
bio10,false,216.0
bio11,false,69.5
bio11,false,69.5
bio12,false,549.5
bio12,false,549.5
bio13,false,100.5
bio13,false,100.5
bio14,false,2.5
bio14,false,2.5
bio15,false,76.0
bio15,false,76.0
bio16,false,286.0
bio16,false,286.0
bio17,false,28.5
bio17,false,28.5
bio18,false,46.5
bio18,false,46.5
bio19,false,261.5
bio19,false,261.5
bio2,false,151.0
bio2,false,151.0
bio3,false,48.0
bio3,false,48.0
bio4,false,5826.5
bio4,false,5826.5
bio5,false,313.0
bio5,false,313.0
bio6,false,3.0
bio6,false,3.0
bio7,false,310.0
bio7,false,310.0
bio8,false,75.0
bio8,false,75.0
bio9,false,185.5
bio9,false,185.5
mask,true,50.0
