Predictor variable,Categorical,Sample average
alt,false,1800.0353982300885
alt,false,1800.0353982300885
bio1,false,124.52212389380531
bio1,false,124.52212389380531
bio10,false,210.7787610619469
bio10,false,210.7787610619469
bio11,false,42.06194690265487
bio11,false,42.06194690265487
bio12,false,502.9734513274336
bio12,false,502.9734513274336
bio13,false,94.79646017699115
bio13,false,94.79646017699115
bio14,false,9.769911504424778
bio14,false,9.769911504424778
bio15,false,57.78761061946903
bio15,false,57.78761061946903
bio16,false,234.27433628318585
bio16,false,234.27433628318585
bio17,false,43.78761061946903
bio17,false,43.78761061946903
bio18,false,199.10619469026548
bio18,false,199.10619469026548
bio19,false,111.61946902654867
bio19,false,111.61946902654867
bio2,false,163.81415929203538
bio2,false,163.81415929203538
bio3,false,47.256637168141594
bio3,false,47.256637168141594
bio4,false,6632.345132743363
bio4,false,6632.345132743363
bio5,false,306.0353982300885
bio5,false,306.0353982300885
bio6,false,-39.92035398230089
bio6,false,-39.92035398230089
bio7,false,345.95575221238937
bio7,false,345.95575221238937
bio8,false,190.141592920354
bio8,false,190.141592920354
bio9,false,139.56637168141592
bio9,false,139.56637168141592
mask,true,50.0
