Predictor variable,Categorical,Sample average
alt,false,2130.8307692307694
alt,false,2130.8307692307694
bio1,false,80.27692307692308
bio1,false,80.27692307692308
bio10,false,165.4923076923077
bio10,false,165.4923076923077
bio11,false,7.769230769230769
bio11,false,7.769230769230769
bio12,false,503.95384615384614
bio12,false,503.95384615384614
bio13,false,85.27692307692308
bio13,false,85.27692307692308
bio14,false,9.538461538461538
bio14,false,9.538461538461538
bio15,false,59.89230769230769
bio15,false,59.89230769230769
bio16,false,229.52307692307693
bio16,false,229.52307692307693
bio17,false,38.44615384615385
bio17,false,38.44615384615385
bio18,false,56.87692307692308
bio18,false,56.87692307692308
bio19,false,221.98461538461538
bio19,false,221.98461538461538
bio2,false,137.73846153846154
bio2,false,137.73846153846154
bio3,false,43.38461538461539
bio3,false,43.38461538461539
bio4,false,6305.076923076923
bio4,false,6305.076923076923
bio5,false,258.73846153846154
bio5,false,258.73846153846154
bio6,false,-56.753846153846155
bio6,false,-56.753846153846155
bio7,false,315.4923076923077
bio7,false,315.4923076923077
bio8,false,19.323076923076922
bio8,false,19.323076923076922
bio9,false,136.16923076923078
bio9,false,136.16923076923078
mask,true,50.0
