Predictor variable,Categorical,Sample average
alt,false,806.25
alt,false,806.25
bio1,false,89.625
bio1,false,89.625
bio10,false,152.5
bio10,false,152.5
bio11,false,37.875
bio11,false,37.875
bio12,false,1487.25
bio12,false,1487.25
bio13,false,261.625
bio13,false,261.625
bio14,false,8.625
bio14,false,8.625
bio15,false,73.875
bio15,false,73.875
bio16,false,748.5
bio16,false,748.5
bio17,false,56.375
bio17,false,56.375
bio18,false,72.0
bio18,false,72.0
bio19,false,691.75
bio19,false,691.75
bio2,false,127.0
bio2,false,127.0
bio3,false,49.0
bio3,false,49.0
bio4,false,4593.375
bio4,false,4593.375
bio5,false,245.0
bio5,false,245.0
bio6,false,-10.25
bio6,false,-10.25
bio7,false,255.25
bio7,false,255.25
bio8,false,41.5
bio8,false,41.5
bio9,false,150.25
bio9,false,150.25
mask,true,50.0
