X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
-116.49047,32.90852,train,4.920040410422054E-4,32.652351173841026,0.5584532122765358
-119.25144,37.93342,train,0.0020359279951710748,80.17651840267625,0.9660450819961439
-120.1016,38.8329,train,0.0013826177572619752,60.057974716592696,0.8994638468295864
-117.089,36.18,train,0.0012778999314268951,57.26304700860261,0.8803575797392148
-118.6208,36.8626,train,0.0021737296770762914,85.02549726832369,0.9729935866998142
-117.96583,37.09106,train,1.273441041239054E-4,16.46539562058058,0.19069864729026775
-122.38417,41.22417,train,6.289832686477804E-4,37.50472029454667,0.6483307260048383
-118.7704,37.4148,train,0.0017737884299863797,70.84498753020605,0.9475121300196627
-116.85,34.16667,train,6.377903110546343E-4,38.01173952858222,0.6534392414014137
-120.1193901,38.94459564,train,0.0012474460553063488,55.87373846636582,0.8741479531952948
-119.7429039,38.38203985,train,0.0015237765599406938,62.085007309168766,0.9204822586392021
-118.705966,37.27401156,train,0.0017929880253599174,72.09637627563423,0.9491600882449026
-119.1883044,37.86556496,train,0.0020609556037733635,81.20225649987644,0.9674280985656487
-118.2592,36.5713,train,0.0016621208271369277,66.29420810120102,0.9368116903885093
-116.9055,34.0791,train,8.371037666678157E-4,44.673672750645224,0.7511385832442273
-123.4621488,41.06636985,train,6.531568889930927E-4,38.529185567373695,0.6621755512632993
-118.2243,36.4992,train,0.002150154126872585,84.15931840752691,0.9719147238328182
-118.31703,36.77642,train,0.0018254418947014697,73.00145459753574,0.9518289040109137
-119.2948294,38.06735986,train,0.0020103886457589447,79.00296949507522,0.9645732326545879
-119.9875,38.69389,train,0.002047577319223576,80.58498352965263,0.9666959771464564
-119.5332,37.7866,train,0.002279693806834553,88.36974817097986,0.9773533135059648
-118.8666934,37.5838735,train,7.187768876366535E-4,40.73741240640423,0.6970711760898399
-120.32685,39.31867682,train,0.0015014994470853584,61.76150942651612,0.9174838625811547
-118.6038,36.4433,train,0.0016660083988980325,66.39097953854568,0.93721852429564
-118.8612,37.5411,train,0.001829509360527676,73.20606970739408,0.9521533538720157
-119.0849,42.5703,train,2.6323277422394636E-5,5.3898896419215285,0.042793830169834624
-115.5153,34.948,train,0.002295291503746123,89.28341170863607,0.9779326802957977
-117.6514,34.287,train,0.0018399658975824422,73.55147438040176,0.9529774465148565
-120.03965,38.66371,train,0.0032209770915926934,98.93858824646844,0.9952598973519357
-120.39808,39.35639,train,0.001051095752456469,50.29004550613456,0.825601024364718
-117.3433,42.4433,train,1.0918844033479507E-5,1.9414985171505188,0.017978233404975064
-118.68777,37.36158,train,0.001990442143803683,78.36114410207823,0.9633794684766454
-113.857222,39.992499,train,2.485810982427169E-5,5.080484860888419,0.04046077309271068
-119.0367,43.4804,train,1.329774163300018E-4,16.735922308555157,0.1982382255246814
-115.59306,35.51333,train,0.0011361125314419556,52.787565135541655,0.8485752013406597
-118.16667,35.9125,train,3.2728289261087034E-4,25.897447145597024,0.4194532229019018
-118.63563,37.17562,train,0.001874595481818201,74.29701086356744,0.9556066434518754
-118.96111,37.28306,train,0.0019193882576803052,75.81533221045913,0.9587906144438185
-118.37333,36.8,train,0.0020270499162321977,79.56742439981042,0.9655404989967272
-113.918889,39.828333,train,1.35865046429563E-4,16.94761906066422,0.20207573380476274
-116.066667,31.233333,train,1.1780737967406058E-5,2.1214948409890395,0.019383529531337707
-118.86667,37.55,train,0.0015718269872198915,63.301282794260324,0.9265838652174143
-119.409,37.74,train,0.0017100439269551598,68.75025578316938,0.9416479530494682
-118.6946,37.1672,train,0.00205281839804751,80.79025264903153,0.9669847335698483
-118.44978,37.10673,train,0.002345165153570305,91.13918589205373,0.9796875899471751
-123.71094,41.61147,train,6.467752598900326E-4,38.26912872974084,0.6585744862896296
-122.9438,41.2957,train,7.180492680715963E-4,40.701766993078834,0.6967047289360938
-116.6064,32.9467,train,6.423302586603499E-4,38.141792490152056,0.6560435779976254
-115.5103,34.9636,train,0.0019201176494580436,76.0067760013839,0.9588405256090076
-115.32639,35.25639,train,0.002116804730616525,83.08849264389397,0.9703145826530266
-120.3489511,39.36549576,train,0.001032975872050538,50.05034894378077,0.8202706584361737
-111.67194,40.53111,train,0.0012075095562334372,55.01668857679361,0.8655137434178908
-116.82389,34.09889,train,0.003488373662174383,99.61095752537179,0.9969602483583365
-123.6550069,41.92047526,train,5.153977191831379E-4,33.47324438358241,0.57528639126086
-115.2975,35.2464,train,0.002171827713394137,84.80799058816237,0.9729081077132116
-115.911,35.7511,train,2.1859155591413197E-4,21.56745044140152,0.3045476568983636
-120.22704,39.25687,train,6.772476009843674E-4,39.439459077100494,0.6754306138278843
-118.5346361,35.88081577,train,2.9834270309422346E-4,24.986459140698614,0.39085587980573755
-122.6353,41.3341,train,2.3247932339916499E-4,22.17122524406154,0.32041129068310215
-119.8333,42.5,train,1.592283201465472E-5,3.0768005211370517,0.026109104164278696
-119.2985,37.9624,train,0.0023836927623855555,91.61607145787451,0.980947127170091
-122.33139,41.93778,train,2.1144323864343376E-5,4.251089774272638,0.03452162656432456
-118.1393,37.4976,train,8.494215621984335E-4,45.032873604651265,0.7561800604017199
-117.6972,43.1318,train,1.2951531137360727E-5,2.3835297026967455,0.02128925727831954
-120.4473523,39.28062655,train,0.0013737200581328364,59.881441245611306,0.8979665151886764
-118.99789,37.62572,train,4.6749533014401614E-4,31.357822960266436,0.5401016257107549
-111.512735,37.805236,train,2.239846735101296E-5,4.5211040083519975,0.03653137272932061
-118.57083,36.10833,train,0.002192210154855001,86.11685548347306,0.9738102318306405
