Predictor variable,Categorical,Sample average
BIOCLIM_1,false,122.64
BIOCLIM_12,false,1320.96
BIOCLIM_17,false,285.72
BIOCLIM_7,false,348.52
GTOPO30_ELEVATION,false,451.36
GTOPO30_SLOPE_reduced,false,2.48
ISRICSOILGRIDS_new_average_coarsefragmentpercent_reduced,false,12.16
ISRICSOILGRIDS_new_average_phx10percent_reduced,false,50.84
ISRICSOILGRIDS_new_average_sandpercent_reduced,false,35.4
ISRICSOILGRIDS_new_average_soilorganiccarboncontent_reduced,false,37.96
LandCover_1_Needleleaf,false,3.84
LandCover_6_Herbaceous,false,0.68
mask,true,50.0
