associatedsequences,barcodeValue,basisOfRecord,bed,canonicalName,catalogNumber,class,collectionCode,collectionID,collectionName,recordedBy,vernacularName,commonnames,continent,coordinateUncertaintyInMeters,country,isoCountryCode,county,datasetID,eventDate,dateModified,dataQualityScore,earliestAgeOrLowestStage,earliestEonOrLowestEonothem,earliestEpochOrLowestSeries,earliestEraOrLowestErathem,earliestPeriodOrLowestSystem,etag,family,fieldNumber,flags,formation,genus,geologicalContextID,geoPoint,group,hasImage,hasMedia,higherClassification,highestBiostratigraphicZone,individualCount,infraspecificEpithet,institutionCode,institutionID,institutionName,kingdom,latestAgeOrHighestStage,latestEonOrHighestEonothem,latestEpochOrHighestSeries,latestEraOrHighestErathem,latestPeriodOrHighestSystem,lithostratigraphicTerms,locality,lowestBiostratigraphicZone,maximumDepthInMeters,maximumElevationInMeters,mediarecords,member,minimumDepthInMeters,minimumElevationInMeters,municipality,occurrenceID,order,phylum,recordIds,recordNumber,recordset,scientificName,specificEpithet,startDayOfYear,stateProvince,taxonID,taxonomicStatus,taxonRank,typeStatus,uuid,verbatimEventDate,verbatimLocality,version,waterBody,species_name,x,y
,,PRESERVED_SPECIMEN,,,00168901,Magnoliopsida,TEX,400,,Hinton; et al.,,,,10.0,,,ITURBIDE,64ffa430f780655bbfb88808f7764b6c,1991-10-25T00:00:00,,,,,,,,,Saxifragaceae,21693,,,Heuchera,,,,,,Plantae; Tracheophyta; Equisetopsida; Saxifragales; Saxifragaceae; Heuchera,,1,,CNS-UT,147,,Plantae,,,,,,,Above La Purísima,,,,,,,,,urn:catalog:CNS-UT:TEX:00168901:64ffa430f780655bbfb88808f7764b6c,Saxifragales,Tracheophyta,,,,Heuchera reglensis Rydb.,reglensis,298,Nuevo leon,c1ec6c60abe655d5ee6ccae68058d2e1,ACCEPTED,SPECIES,,,,,,,Heuchera reglensis,-99.83040254668805,24.53546906550831
