Predictor variable,Categorical,Sample average
alt,false,1173.8181818181818
alt,false,1173.8181818181818
bio1,false,138.72727272727272
bio1,false,138.72727272727272
bio10,false,221.9090909090909
bio10,false,221.9090909090909
bio11,false,68.18181818181819
bio11,false,68.18181818181819
bio12,false,538.4545454545455
bio12,false,538.4545454545455
bio13,false,100.9090909090909
bio13,false,100.9090909090909
bio14,false,1.8181818181818181
bio14,false,1.8181818181818181
bio15,false,81.36363636363636
bio15,false,81.36363636363636
bio16,false,291.3636363636364
bio16,false,291.3636363636364
bio17,false,14.181818181818182
bio17,false,14.181818181818182
bio18,false,27.181818181818183
bio18,false,27.181818181818183
bio19,false,277.0
bio19,false,277.0
bio2,false,146.27272727272728
bio2,false,146.27272727272728
bio3,false,45.72727272727273
bio3,false,45.72727272727273
bio4,false,6108.636363636364
bio4,false,6108.636363636364
bio5,false,315.3636363636364
bio5,false,315.3636363636364
bio6,false,-0.8181818181818182
bio6,false,-0.8181818181818182
bio7,false,316.1818181818182
bio7,false,316.1818181818182
bio8,false,74.54545454545455
bio8,false,74.54545454545455
bio9,false,210.27272727272728
bio9,false,210.27272727272728
mask,true,50.0
