Predictor variable,Categorical,Sample average
alt,false,782.5031847133758
alt,false,782.5031847133758
bio1,false,18.62420382165605
bio1,false,18.62420382165605
bio10,false,108.54140127388536
bio10,false,108.54140127388536
bio11,false,-63.98089171974522
bio11,false,-63.98089171974522
bio12,false,1330.407643312102
bio12,false,1330.407643312102
bio13,false,194.59872611464968
bio13,false,194.59872611464968
bio14,false,50.52229299363057
bio14,false,50.52229299363057
bio15,false,39.87898089171974
bio15,false,39.87898089171974
bio16,false,530.7133757961783
bio16,false,530.7133757961783
bio17,false,177.5796178343949
bio17,false,177.5796178343949
bio18,false,237.64331210191082
bio18,false,237.64331210191082
bio19,false,427.45222929936307
bio19,false,427.45222929936307
bio2,false,85.68789808917198
bio2,false,85.68789808917198
bio3,false,30.46496815286624
bio3,false,30.46496815286624
bio4,false,6835.292993630574
bio4,false,6835.292993630574
bio5,false,171.7515923566879
bio5,false,171.7515923566879
bio6,false,-108.31210191082802
bio6,false,-108.31210191082802
bio7,false,280.0636942675159
bio7,false,280.0636942675159
bio8,false,23.15286624203822
bio8,false,23.15286624203822
bio9,false,42.45859872611465
bio9,false,42.45859872611465
mask,true,50.0
