Predictor variable,Categorical,Sample average
alt,false,1882.25
alt,false,1882.25
bio1,false,157.8125
bio1,false,157.8125
bio10,false,179.0
bio10,false,179.0
bio11,false,131.5625
bio11,false,131.5625
bio12,false,1646.3125
bio12,false,1646.3125
bio13,false,327.8125
bio13,false,327.8125
bio14,false,35.1875
bio14,false,35.1875
bio15,false,75.8125
bio15,false,75.8125
bio16,false,835.0625
bio16,false,835.0625
bio17,false,114.125
bio17,false,114.125
bio18,false,406.125
bio18,false,406.125
bio19,false,151.0
bio19,false,151.0
bio2,false,125.8125
bio2,false,125.8125
bio3,false,65.0
bio3,false,65.0
bio4,false,1875.6875
bio4,false,1875.6875
bio5,false,252.1875
bio5,false,252.1875
bio6,false,60.0625
bio6,false,60.0625
bio7,false,192.125
bio7,false,192.125
bio8,false,168.375
bio8,false,168.375
bio9,false,141.1875
bio9,false,141.1875
mask,true,50.0
