Predictor variable,Categorical,Sample average
alt,false,177.92307692307693
alt,false,177.92307692307693
bio1,false,123.11538461538461
bio1,false,123.11538461538461
bio10,false,160.46153846153845
bio10,false,160.46153846153845
bio11,false,88.23076923076923
bio11,false,88.23076923076923
bio12,false,1115.1923076923076
bio12,false,1115.1923076923076
bio13,false,209.6153846153846
bio13,false,209.6153846153846
bio14,false,6.8076923076923075
bio14,false,6.8076923076923075
bio15,false,83.96153846153847
bio15,false,83.96153846153847
bio16,false,571.3076923076923
bio16,false,571.3076923076923
bio17,false,35.30769230769231
bio17,false,35.30769230769231
bio18,false,44.76923076923077
bio18,false,44.76923076923077
bio19,false,550.3846153846154
bio19,false,550.3846153846154
bio2,false,112.5
bio2,false,112.5
bio3,false,58.03846153846154
bio3,false,58.03846153846154
bio4,false,2867.730769230769
bio4,false,2867.730769230769
bio5,false,226.57692307692307
bio5,false,226.57692307692307
bio6,false,34.5
bio6,false,34.5
bio7,false,192.07692307692307
bio7,false,192.07692307692307
bio8,false,91.34615384615384
bio8,false,91.34615384615384
bio9,false,155.80769230769232
bio9,false,155.80769230769232
mask,true,50.0
