associatedsequences,barcodeValue,basisOfRecord,bed,canonicalName,catalogNumber,class,collectionCode,collectionID,collectionName,recordedBy,vernacularName,commonnames,continent,coordinateUncertaintyInMeters,country,isoCountryCode,county,datasetID,eventDate,dateModified,dataQualityScore,earliestAgeOrLowestStage,earliestEonOrLowestEonothem,earliestEpochOrLowestSeries,earliestEraOrLowestErathem,earliestPeriodOrLowestSystem,etag,family,fieldNumber,flags,formation,genus,geologicalContextID,geoPoint,group,hasImage,hasMedia,higherClassification,highestBiostratigraphicZone,individualCount,infraspecificEpithet,institutionCode,institutionID,institutionName,kingdom,latestAgeOrHighestStage,latestEonOrHighestEonothem,latestEpochOrHighestSeries,latestEraOrHighestErathem,latestPeriodOrHighestSystem,lithostratigraphicTerms,locality,lowestBiostratigraphicZone,maximumDepthInMeters,maximumElevationInMeters,mediarecords,member,minimumDepthInMeters,minimumElevationInMeters,municipality,occurrenceID,order,phylum,recordIds,recordNumber,recordset,scientificName,specificEpithet,startDayOfYear,stateProvince,taxonID,taxonomicStatus,taxonRank,typeStatus,uuid,verbatimEventDate,verbatimLocality,version,waterBody,species_name,x,y
,,preservedspecimen,,heuchera parviflora,cm452248,magnoliopsida,botany,a3883acd-bc7d-40f2-a6e4-372a3435e5d1,,"buker, w.e.",,,north america,301.0,united states,usa,powell,7ddf754f-d193-4cc9-b351-99906754a03b,1973-09-18,2021-10-28T02:04:07.731114+00:00,0.30434782608695654,,,,,,0b0db1dcac562a8ce1914868c92eae5a6eadcb25,saxifragaceae,,"['gbif_reference_added', 'dwc_taxonid_replaced', 'dwc_taxonrank_replaced', 'dwc_continent_added', 'dwc_taxonomicstatus_added', 'gbif_genericname_added', 'gbif_taxon_corrected', 'dwc_scientificnameauthorship_replaced', 'dwc_multimedia_added', 'dwc_parentnameusageid_added', 'dwc_datasetid_added', 'idigbio_isocountrycode_added', 'gbif_vernacularname_added', 'dwc_phylum_replaced', 'gbif_canonicalname_added', 'dwc_class_added']",,heuchera,,"{'lat': 37.817028, 'lon': -83.681024}",,false,false,plantae|magnoliophyta|eudicots|core eudicots|saxifragales|saxifragaceae|heuchera|heuchera parviflora,,,rugelii,cm,,,plantae,,,,,,,nada tunnel,,,,,,,,,84cf24ad-c9b1-4175-acd7-8d270833f750,saxifragales,tracheophyta,"['urn:uuid:27b56070-1438-486b-8d1f-a40c153a9379', 'db6c3db9-1e6d-4def-af29-33aa0339bfa9\\\\84cf24ad-c9b1-4175-acd7-8d270833f750', 'db6c3db9-1e6d-4def-af29-33aa0339bfa9\\\\12219218']",s.n.,db6c3db9-1e6d-4def-af29-33aa0339bfa9,heuchera parviflora var. rugelii,parviflora,261,kentucky,3032678,accepted,species,,2e65cc4b-5a46-4889-844b-1755a6eee3d3,18 sep 1973,,,,Heuchera parviflora var. rugelii,-83.681024,37.817028
,,preservedspecimen,,heuchera parviflora,cm452246,magnoliopsida,botany,a3883acd-bc7d-40f2-a6e4-372a3435e5d1,,"henry, l.k.",,,north america,1506.0,united states,usa,pope,7ddf754f-d193-4cc9-b351-99906754a03b,1965-08-14,2021-10-28T02:04:07.731114+00:00,0.30434782608695654,,,,,,20b214ddd28dac0210d8ea83c70e7002b3cbd0d5,saxifragaceae,,"['gbif_reference_added', 'dwc_taxonid_replaced', 'dwc_taxonrank_replaced', 'dwc_continent_added', 'dwc_taxonomicstatus_added', 'gbif_genericname_added', 'gbif_taxon_corrected', 'dwc_scientificnameauthorship_replaced', 'dwc_multimedia_added', 'dwc_parentnameusageid_added', 'dwc_datasetid_added', 'idigbio_isocountrycode_added', 'gbif_vernacularname_added', 'dwc_phylum_replaced', 'gbif_canonicalname_added', 'dwc_class_added']",,heuchera,,"{'lat': 37.510884, 'lon': -88.693111}",,false,false,plantae|magnoliophyta|eudicots|core eudicots|saxifragales|saxifragaceae|heuchera|heuchera parviflora,,,rugelii,cm,,,plantae,,,,,,,jackson hollow,,,,,,,,,e4ccb6d1-17d8-4e12-8e03-c4c34e7983b3,saxifragales,tracheophyta,"['db6c3db9-1e6d-4def-af29-33aa0339bfa9\\\\e4ccb6d1-17d8-4e12-8e03-c4c34e7983b3', 'db6c3db9-1e6d-4def-af29-33aa0339bfa9\\\\12219216', 'urn:uuid:e9301483-f063-4cdb-a102-da9adc7f55fe']",s.n.,db6c3db9-1e6d-4def-af29-33aa0339bfa9,heuchera parviflora var. rugelii,parviflora,226,illinois,3032678,accepted,species,,e4db78e1-d750-43e0-9aa7-8ae3895edb3f,14 aug 1965,,,,Heuchera parviflora var. rugelii,-88.693111,37.510884
,,preservedspecimen,,heuchera parviflora,ncu00226552,magnoliopsida,vascular plants,17f2d0fa-39a6-4465-8055-1d6fc12eeda2,,"gilbert, frank a.; gilbert, carter a.; green, n. bayard",,,north america,1600.0,united states,usa,wayne,7ddf754f-d193-4cc9-b351-99906754a03b,1940-09-21,2022-04-27T13:54:29.080943+00:00,0.2898550724637681,,,,,,f237575bad5aa1fc84ba3994ece825c9c7ad8f77,saxifragaceae,,"['gbif_reference_added', 'dwc_taxonid_replaced', 'dwc_taxonrank_replaced', 'gbif_genericname_added', 'gbif_taxon_corrected', 'dwc_scientificnameauthorship_replaced', 'dwc_multimedia_added', 'dwc_datasetid_added', 'idigbio_isocountrycode_added', 'gbif_vernacularname_added', 'dwc_phylum_replaced', 'gbif_canonicalname_added', 'dwc_taxonomicstatus_added', 'dwc_continent_added', 'dwc_parentnameusageid_added', 'dwc_class_added']",,heuchera,,"{'lat': 38.132034, 'lon': -82.380426}",,true,true,plantae|magnoliophyta|eudicots|core eudicots|saxifragales|saxifragaceae|heuchera|heuchera parviflora,,,rugelii,ncu,,,plantae,,,,,,,one mile from stiltner,,,,9c0fb751-4c40-4284-8288-28c8de968229,,,,,bce43f15-1511-491b-a4f7-74bfb63c012b,saxifragales,tracheophyta,"['4e3043a6-d48a-4a35-b5fb-f67d50cbc158\\\\12433842', 'urn:uuid:bce43f15-1511-491b-a4f7-74bfb63c012b', '4e3043a6-d48a-4a35-b5fb-f67d50cbc158\\\\bce43f15-1511-491b-a4f7-74bfb63c012b']",s.n.,4e3043a6-d48a-4a35-b5fb-f67d50cbc158,heuchera parviflora var. rugelii,parviflora,265,west virginia,3032678,accepted,species,,acccbeb9-82bd-464a-a1b8-2af9ce1f0fff,,,,,Heuchera parviflora var. rugelii,-82.380426,38.132034
