associatedsequences,barcodeValue,basisOfRecord,bed,canonicalName,catalogNumber,class,collectionCode,collectionID,collectionName,recordedBy,vernacularName,commonnames,continent,coordinateUncertaintyInMeters,country,isoCountryCode,county,datasetID,eventDate,dateModified,dataQualityScore,earliestAgeOrLowestStage,earliestEonOrLowestEonothem,earliestEpochOrLowestSeries,earliestEraOrLowestErathem,earliestPeriodOrLowestSystem,etag,family,fieldNumber,flags,formation,genus,geologicalContextID,geoPoint,group,hasImage,hasMedia,higherClassification,highestBiostratigraphicZone,individualCount,infraspecificEpithet,institutionCode,institutionID,institutionName,kingdom,latestAgeOrHighestStage,latestEonOrHighestEonothem,latestEpochOrHighestSeries,latestEraOrHighestErathem,latestPeriodOrHighestSystem,lithostratigraphicTerms,locality,lowestBiostratigraphicZone,maximumDepthInMeters,maximumElevationInMeters,mediarecords,member,minimumDepthInMeters,minimumElevationInMeters,municipality,occurrenceID,order,phylum,recordIds,recordNumber,recordset,scientificName,specificEpithet,startDayOfYear,stateProvince,taxonID,taxonomicStatus,taxonRank,typeStatus,uuid,verbatimEventDate,verbatimLocality,version,waterBody,species_name,x,y
,,preservedspecimen,,heuchera rubescens,424462,magnoliopsida,bot-bc,http://grscicoll.org/institutional-collection/botany,,"shevock, james r.; norris, larry l.; mcneal, dale",,,north america,,united states,usa,kern county,7ddf754f-d193-4cc9-b351-99906754a03b,1986-06-10,2022-01-11T02:47:40.264113+00:00,0.30434782608695654,,,,,,93620b60d0c6c58bc3425731f037ac82b2ad8435,saxifragaceae,,"['geopoint_datum_missing', 'dwc_taxonrank_added', 'dwc_multimedia_added', 'gbif_reference_added', 'gbif_canonicalname_added', 'dwc_taxonomicstatus_added', 'gbif_genericname_added', 'dwc_datasetid_added', 'dwc_order_replaced', 'dwc_scientificnameauthorship_replaced', 'dwc_parentnameusageid_added', 'dwc_phylum_replaced', 'dwc_taxonid_added', 'idigbio_isocountrycode_added', 'gbif_vernacularname_added', 'gbif_taxon_corrected']",,heuchera,,"{'lat': 35.7833333333, 'lon': -118.0}",,false,false,plantae; spermatophyta; magnoliopsida; rosales; saxifragaceae,,,,cas,http://grscicoll.org/institution/california-academy-sciences,,plantae,,,,,,,"kern plateau.  blm-owens peak wilderness. above the pacific crest trail, northeastern slope of spanish needle about 2.5 miles southeast of lamont meadow. eastern slope of the southern sierra nevada.",,,,,,,2225.04,,urn:catalog:cas:bot-bc:424462,saxifragales,tracheophyta,['26f7cbde-fbcb-4500-80a9-a99daa0ead9d\\\\urn:catalog:cas:bot-bc:424462'],11688,26f7cbde-fbcb-4500-80a9-a99daa0ead9d,heuchera rubescens  torr.,rubescens,161,california,3032671,accepted,species,,5a454188-f7e5-48dc-8e00-ac69665e789f,10 jun 1986,,,,Heuchera rubescens  torr.,-118.0,35.7833333333
