associatedsequences,barcodeValue,basisOfRecord,bed,canonicalName,catalogNumber,class,collectionCode,collectionID,collectionName,recordedBy,vernacularName,commonnames,continent,coordinateUncertaintyInMeters,country,isoCountryCode,county,datasetID,eventDate,dateModified,dataQualityScore,earliestAgeOrLowestStage,earliestEonOrLowestEonothem,earliestEpochOrLowestSeries,earliestEraOrLowestErathem,earliestPeriodOrLowestSystem,etag,family,fieldNumber,flags,formation,genus,geologicalContextID,geoPoint,group,hasImage,hasMedia,higherClassification,highestBiostratigraphicZone,individualCount,infraspecificEpithet,institutionCode,institutionID,institutionName,kingdom,latestAgeOrHighestStage,latestEonOrHighestEonothem,latestEpochOrHighestSeries,latestEraOrHighestErathem,latestPeriodOrHighestSystem,lithostratigraphicTerms,locality,lowestBiostratigraphicZone,maximumDepthInMeters,maximumElevationInMeters,mediarecords,member,minimumDepthInMeters,minimumElevationInMeters,municipality,occurrenceID,order,phylum,recordIds,recordNumber,recordset,scientificName,specificEpithet,startDayOfYear,stateProvince,taxonID,taxonomicStatus,taxonRank,typeStatus,uuid,verbatimEventDate,verbatimLocality,version,waterBody,species_name,x,y
,,preservedspecimen,,heuchera,,magnoliopsida,dicots,,,jim andré,,,north america,1000.0,united states,usa,inyo,7ddf754f-d193-4cc9-b351-99906754a03b,,2018-07-13T11:28:08.613961+00:00,0.2028985507246377,,,,,,7f50e813539ad4b391111548d9e898fca746e1eb,saxifragaceae,,"['geopoint_datum_missing', 'dwc_taxonrank_added', 'dwc_multimedia_added', 'dwc_phylum_added', 'dwc_scientificnameauthorship_added', 'dwc_taxonomicstatus_added', 'gbif_genericname_added', 'dwc_datasetid_added', 'gbif_vernacularname_added', 'dwc_continent_added', 'dwc_parentnameusageid_added', 'dwc_taxonid_added', 'idigbio_isocountrycode_added', 'gbif_canonicalname_added', 'gbif_taxon_corrected', 'dwc_order_added', 'dwc_class_added']",,heuchera,,"{'lat': 37.12297, 'lon': -118.49463}",,false,false,,,,,ucr,,,plantae,,,,,,,"big pine canyon, north fork watershed, north end of third lake",,,,,,,3000.0,,ucr-bps-226305,saxifragales,tracheophyta,['dd1b8c0b-280f-4cd3-979a-ad7464c5c9b5\\\\ucr-bps-226305'],15644,dd1b8c0b-280f-4cd3-979a-ad7464c5c9b5,heuchera rubescens var. rydbergiana,,209,california,3032645,accepted,genus,,df84d9db-36f5-4b86-a205-e04fb34b3277,,,,,Heuchera rubescens var. rydbergiana,-118.49463,37.12297
,,preservedspecimen,,heuchera rubescens,csla016606,magnoliopsida,,9a7f2f77-3288-4d40-8baa-2f55b8450b7f,,gary d. wallace,,,north america,800.0,united states,usa,tuolumne,7ddf754f-d193-4cc9-b351-99906754a03b,1966-06-17,2021-12-17T12:37:05.139305+00:00,0.3188405797101449,,,,,,024ad699322f3cb0cdf07cb6753ca6c431e3d484,saxifragaceae,,"['gbif_reference_added', 'dwc_taxonid_replaced', 'dwc_taxonrank_replaced', 'dwc_taxonomicstatus_added', 'gbif_genericname_added', 'gbif_taxon_corrected', 'dwc_scientificnameauthorship_replaced', 'dwc_multimedia_added', 'dwc_parentnameusageid_added', 'dwc_datasetid_added', 'idigbio_isocountrycode_added', 'gbif_vernacularname_added', 'gbif_canonicalname_added', 'dwc_continent_added']",,heuchera,,"{'lat': 38.3163, 'lon': -119.7436}",,true,true,organism|plantae|viridiplantae|streptophyta|embryophyta|tracheophyta|spermatophytina|magnoliopsida|myrothamnanae|saxifragales|saxifragaceae|heuchera|heuchera rubescens,,,rydbergiana,csla,,,plantae,,,,,,,"8 mi. w of sonora pass, toiyabe national forest.",,,,b7bb102f-ae55-4d01-a6ed-28163f2afb68,,,2926.0,,52c24302-5106-4198-9284-fbaab459b0ad,saxifragales,tracheophyta,"['7fbf76b1-6bd6-4217-a5bc-1d89e45f6a68\\\\52c24302-5106-4198-9284-fbaab459b0ad', '7fbf76b1-6bd6-4217-a5bc-1d89e45f6a68\\\\3720186', 'urn:uuid:52c24302-5106-4198-9284-fbaab459b0ad']",620,7fbf76b1-6bd6-4217-a5bc-1d89e45f6a68,heuchera rubescens var. rydbergiana,rubescens,168,california,3032671,accepted,species,,9f55354c-705d-416b-8e66-fb1e26725971,,,,,Heuchera rubescens var. rydbergiana,-119.7436,38.3163
,,preservedspecimen,,heuchera rubescens,ucr0048457,magnoliopsida,,3818c5b4-b6a4-11e8-b408-001a64db2964,,jim andré; tasha la doux,,,north america,,united states,usa,inyo,7ddf754f-d193-4cc9-b351-99906754a03b,2008-07-27,2022-03-11T04:17:45.652829+00:00,0.30434782608695654,,,,,,fbf8f4c5fd16c4a2d01f8f594fb26ef541c3c624,saxifragaceae,,"['geopoint_datum_missing', 'gbif_reference_added', 'dwc_taxonid_replaced', 'dwc_taxonrank_replaced', 'dwc_taxonomicstatus_added', 'gbif_genericname_added', 'gbif_taxon_corrected', 'dwc_scientificnameauthorship_replaced', 'dwc_multimedia_added', 'dwc_parentnameusageid_added', 'dwc_datasetid_added', 'idigbio_isocountrycode_added', 'gbif_vernacularname_added', 'gbif_canonicalname_added', 'dwc_continent_added']",,heuchera,,"{'lat': 37.12297, 'lon': -118.49463}",,true,true,organism|plantae|viridiplantae|streptophyta|embryophyta|tracheophyta|spermatophytina|magnoliopsida|myrothamnanae|saxifragales|saxifragaceae|heuchera|heuchera rubescens,,,rydbergiana,ucr,,,plantae,,,,,,,"big pine canyon, north fork watershed, north end of third lake",,,,58af24f8-91b9-49e7-99c4-8a7f3fe763e1,,,3000.0,,ucr-bps-226305,saxifragales,tracheophyta,"['ba042ffa-8175-4a47-8eb1-08b4d6319ccf\\\\1644142', 'urn:uuid:f189cf67-5637-452a-872e-348cc360e7d1', 'ba042ffa-8175-4a47-8eb1-08b4d6319ccf\\\\ucr-bps-226305']",15644,ba042ffa-8175-4a47-8eb1-08b4d6319ccf,heuchera rubescens var. rydbergiana,rubescens,209,california,3032671,accepted,species,,8b836da8-ef29-4b0b-93b5-c9f2e877801d,2008-7-27,,,,Heuchera rubescens var. rydbergiana,-118.49463,37.12297
