associatedsequences,barcodeValue,basisOfRecord,bed,canonicalName,catalogNumber,class,collectionCode,collectionID,collectionName,recordedBy,vernacularName,commonnames,continent,coordinateUncertaintyInMeters,country,isoCountryCode,county,datasetID,eventDate,dateModified,dataQualityScore,earliestAgeOrLowestStage,earliestEonOrLowestEonothem,earliestEpochOrLowestSeries,earliestEraOrLowestErathem,earliestPeriodOrLowestSystem,etag,family,fieldNumber,flags,formation,genus,geologicalContextID,geoPoint,group,hasImage,hasMedia,higherClassification,highestBiostratigraphicZone,individualCount,infraspecificEpithet,institutionCode,institutionID,institutionName,kingdom,latestAgeOrHighestStage,latestEonOrHighestEonothem,latestEpochOrHighestSeries,latestEraOrHighestErathem,latestPeriodOrHighestSystem,lithostratigraphicTerms,locality,lowestBiostratigraphicZone,maximumDepthInMeters,maximumElevationInMeters,mediarecords,member,minimumDepthInMeters,minimumElevationInMeters,municipality,occurrenceID,order,phylum,recordIds,recordNumber,recordset,scientificName,specificEpithet,startDayOfYear,stateProvince,taxonID,taxonomicStatus,taxonRank,typeStatus,uuid,verbatimEventDate,verbatimLocality,version,waterBody,species_name,x,y
,,preservedspecimen,,heuchera americana,ncu00142731,magnoliopsida,vascular plants,17f2d0fa-39a6-4465-8055-1d6fc12eeda2,,"hawkins, david l.",,,north america,1000.0,united states,usa,randolph,046bbc50-cae2-47ff-aa43-729fbf53f7c5,1974-07-15,2022-04-27T13:54:29.080943+00:00,0.2898550724637681,,,,,,1a047cd97368dbdb1394b634b59ab63b6db775ed,saxifragaceae,,"['dwc_taxonremarks_added', 'dwc_taxonid_replaced', 'dwc_taxonrank_replaced', 'gbif_genericname_added', 'gbif_taxon_corrected', 'dwc_scientificnameauthorship_replaced', 'dwc_multimedia_added', 'dwc_datasetid_added', 'idigbio_isocountrycode_added', 'gbif_vernacularname_added', 'dwc_phylum_replaced', 'gbif_canonicalname_added', 'dwc_taxonomicstatus_added', 'dwc_continent_added', 'dwc_parentnameusageid_added', 'dwc_class_added']",,heuchera,,"{'lat': 36.306896, 'lon': -91.085753}",,true,true,plantae|magnoliophyta|eudicots|core eudicots|saxifragales|saxifragaceae|heuchera|heuchera americana,,,interior,ncu,,,plantae,,,,,,,t19n-r1w-s9,,,,72a1d897-c32e-4793-b877-d0be8528c85b,,,,,0e8554fc-ca5f-4cc7-bc50-05ba867a2c39,saxifragales,tracheophyta,"['urn:uuid:0e8554fc-ca5f-4cc7-bc50-05ba867a2c39', '4e3043a6-d48a-4a35-b5fb-f67d50cbc158\\\\0e8554fc-ca5f-4cc7-bc50-05ba867a2c39', '4e3043a6-d48a-4a35-b5fb-f67d50cbc158\\\\9445539']",385,4e3043a6-d48a-4a35-b5fb-f67d50cbc158,heuchera americana var. interior,americana,196,arkansas,7412817,doubtful,species,,74ec0c47-eb6e-4f66-a352-ee1c5cdf8d96,,,,,Heuchera americana var. interior,-91.085753,36.306896
,,preservedspecimen,,heuchera americana,ind-0046433,magnoliopsida,,28be2df2-5062-4277-a5d8-fdd890b9b10b,,charles c. deam,,,north america,1200.0,united states,usa,dekalb,046bbc50-cae2-47ff-aa43-729fbf53f7c5,1931-07-02,2021-12-17T14:42:25.629739+00:00,0.30434782608695654,,,,,,eb9f3f1f9c19d1514f3cdf4709fb80ccba479ef8,saxifragaceae,,"['dwc_taxonid_replaced', 'dwc_taxonrank_replaced', 'dwc_taxonomicstatus_added', 'gbif_genericname_added', 'gbif_taxon_corrected', 'dwc_scientificnameauthorship_replaced', 'dwc_multimedia_added', 'dwc_datasetid_added', 'idigbio_isocountrycode_added', 'gbif_vernacularname_added', 'dwc_phylum_replaced', 'gbif_canonicalname_added', 'dwc_taxonremarks_added', 'dwc_continent_added', 'dwc_parentnameusageid_added', 'dwc_class_added']",,heuchera,,"{'lat': 41.407268, 'lon': -84.832585}",,true,true,plantae|magnoliophyta|eudicots|core eudicots|saxifragales|saxifragaceae|heuchera|heuchera americana,,,interior,ind,,,plantae,,,,,,,about 3 miles southeast of butler,,,,5eb13a1b-a45e-486f-b1f6-65a5fd86d235,,,,,caf012f9-83bd-48ad-8719-e076d43e7d2c,saxifragales,tracheophyta,"['urn:uuid:caf012f9-83bd-48ad-8719-e076d43e7d2c', '0dab1fc7-ca99-456b-9985-76edbac003e0\\\\10367598', '0dab1fc7-ca99-456b-9985-76edbac003e0\\\\caf012f9-83bd-48ad-8719-e076d43e7d2c']",50330,0dab1fc7-ca99-456b-9985-76edbac003e0,heuchera americana var. interior,americana,183,indiana,7412817,doubtful,species,"paratype for <i>heuchera americana</i> var. <i>interior</i> rosend., butters & lakela in minnesota stud. pl. sci. 2: 60,64. 1936.",51faf7df-99e2-412b-9f77-cd50afeb7484,july 2 1931,,,,Heuchera americana var. interior,-84.832585,41.407268
,,preservedspecimen,,heuchera americana,ind-0046458,magnoliopsida,,28be2df2-5062-4277-a5d8-fdd890b9b10b,,charles c. deam,,,north america,1476.0,united states,usa,putnam,046bbc50-cae2-47ff-aa43-729fbf53f7c5,1910-06-03,2021-12-17T14:42:25.629739+00:00,0.30434782608695654,,,,,,7288c976dddc1e65e905537e7d8be8aa76e71d5e,saxifragaceae,,"['dwc_taxonid_replaced', 'dwc_taxonrank_replaced', 'dwc_taxonomicstatus_added', 'gbif_genericname_added', 'gbif_taxon_corrected', 'dwc_scientificnameauthorship_replaced', 'dwc_multimedia_added', 'dwc_datasetid_added', 'idigbio_isocountrycode_added', 'gbif_vernacularname_added', 'dwc_phylum_replaced', 'gbif_canonicalname_added', 'dwc_taxonremarks_added', 'dwc_continent_added', 'dwc_parentnameusageid_added', 'dwc_class_added']",,heuchera,,"{'lat': 39.669318, 'lon': -86.901015}",,true,true,plantae|magnoliophyta|eudicots|core eudicots|saxifragales|saxifragaceae|heuchera|heuchera americana,,,interior,ind,,,plantae,,,,,,,about 3 miles northwest of greencastle,,,,cf7bfaa5-69d4-46eb-a511-f8eab4e58caa,,,,,aec6993f-dece-4459-9882-c39deba8f2eb,saxifragales,tracheophyta,"['0dab1fc7-ca99-456b-9985-76edbac003e0\\\\aec6993f-dece-4459-9882-c39deba8f2eb', '0dab1fc7-ca99-456b-9985-76edbac003e0\\\\10367736', 'urn:uuid:aec6993f-dece-4459-9882-c39deba8f2eb']",6507,0dab1fc7-ca99-456b-9985-76edbac003e0,heuchera americana var. interior,americana,154,indiana,7412817,doubtful,species,"paratype for <i>heuchera americana</i> var. <i>interior</i> rosend., butters & lakela in minnesota stud. pl. sci. 2: 60, 64. 1936.",e29f658a-7bbc-4fa2-80e6-c61ff71057e1,june 3 1910,,,,Heuchera americana var. interior,-86.901015,39.669318
,,preservedspecimen,,heuchera americana,ind-1000083,magnoliopsida,,28be2df2-5062-4277-a5d8-fdd890b9b10b,,stella deam,,,north america,1000.0,united states,usa,hendricks,046bbc50-cae2-47ff-aa43-729fbf53f7c5,1912-06-01,2021-12-17T14:42:25.629739+00:00,0.30434782608695654,,,,,,ae3778d0723df9e0fe608bc9594b2abfaa755e95,saxifragaceae,,"['dwc_multimedia_added', 'dwc_taxonid_replaced', 'dwc_taxonrank_replaced', 'dwc_taxonomicstatus_added', 'gbif_genericname_added', 'gbif_taxon_corrected', 'dwc_scientificnameauthorship_replaced', 'dwc_datasetid_added', 'idigbio_isocountrycode_added', 'gbif_vernacularname_added', 'dwc_phylum_replaced', 'gbif_canonicalname_added', 'dwc_taxonremarks_added', 'dwc_continent_added', 'dwc_parentnameusageid_added', 'dwc_class_added']",,heuchera,,"{'lat': 39.843076, 'lon': -86.65106}",,true,true,plantae|magnoliophyta|eudicots|core eudicots|saxifragales|saxifragaceae|heuchera|heuchera americana,,,interior,ind,,,plantae,,,,,,,little walnut creek about 1 mile south of north salem,,,,adf44728-099b-44a4-bbee-7da6e63b0779,,,,,a67e653f-4eb4-4116-8e98-eef87376e199,saxifragales,tracheophyta,"['urn:uuid:a67e653f-4eb4-4116-8e98-eef87376e199', '0dab1fc7-ca99-456b-9985-76edbac003e0\\\\17025476', '0dab1fc7-ca99-456b-9985-76edbac003e0\\\\a67e653f-4eb4-4116-8e98-eef87376e199']",10858,0dab1fc7-ca99-456b-9985-76edbac003e0,heuchera americana var. interior,americana,153,indiana,7412817,doubtful,species,"holotype for <i>heuchera americana</i> var. <i>interior</i> rosend., butters & lakela in minnesota stud. pl. sci. 2: 60, 64. 1936",49c35b17-6d57-4f55-9af2-e0c8d4fde7e2,june 1 1912,,,,Heuchera americana var. interior,-86.65106,39.843076
,,preservedspecimen,,heuchera americana,ind-0046431,magnoliopsida,,28be2df2-5062-4277-a5d8-fdd890b9b10b,,charles c. deam,,,north america,5005.0,united states,usa,clark,046bbc50-cae2-47ff-aa43-729fbf53f7c5,1910-06-30,2021-12-17T14:42:25.629739+00:00,0.30434782608695654,,,,,,80eeb39b4fcfe9a8e976e4d4dcb9873401634870,saxifragaceae,,"['dwc_taxonid_replaced', 'dwc_taxonrank_replaced', 'dwc_taxonomicstatus_added', 'gbif_genericname_added', 'gbif_taxon_corrected', 'dwc_scientificnameauthorship_replaced', 'dwc_multimedia_added', 'dwc_datasetid_added', 'idigbio_isocountrycode_added', 'gbif_vernacularname_added', 'dwc_phylum_replaced', 'gbif_canonicalname_added', 'dwc_taxonremarks_added', 'dwc_continent_added', 'dwc_parentnameusageid_added', 'dwc_class_added']",,heuchera,,"{'lat': 38.591359, 'lon': -85.784829}",,true,true,plantae|magnoliophyta|eudicots|core eudicots|saxifragales|saxifragaceae|heuchera|heuchera americana,,,interior,ind,,,plantae,,,,,,,state reservation. on north boundary.,,,,7b6665fb-8910-4538-965b-8b0c868b69a6,,,,,3b317fbc-0b5e-4205-9863-813fcb20c796,saxifragales,tracheophyta,"['0dab1fc7-ca99-456b-9985-76edbac003e0\\\\3b317fbc-0b5e-4205-9863-813fcb20c796', '0dab1fc7-ca99-456b-9985-76edbac003e0\\\\10367606', 'urn:uuid:3b317fbc-0b5e-4205-9863-813fcb20c796']",6902,0dab1fc7-ca99-456b-9985-76edbac003e0,heuchera americana var. interior,americana,181,indiana,7412817,doubtful,species,"paratype for <i>heuchera americana</i> var. <i>interior</i> rosend., butters & lakela in minnesota stud. pl. sci. 2: 60, 64. 1936.",802e88f4-e5a9-47f0-8ce1-15ac7620256b,june 30 1910,,,,Heuchera americana var. interior,-85.784829,38.591359
,,preservedspecimen,,heuchera americana,ind-0046434,magnoliopsida,,28be2df2-5062-4277-a5d8-fdd890b9b10b,,charles c. deam,,,north america,500.0,united states,usa,dekalb,046bbc50-cae2-47ff-aa43-729fbf53f7c5,1908-05-31,2021-12-17T14:42:25.629739+00:00,0.30434782608695654,,,,,,1b0b1df99130239fdbaed5388b71ac5323ed7ab6,saxifragaceae,,"['dwc_taxonid_replaced', 'dwc_taxonrank_replaced', 'dwc_taxonomicstatus_added', 'gbif_genericname_added', 'gbif_taxon_corrected', 'dwc_scientificnameauthorship_replaced', 'dwc_multimedia_added', 'dwc_datasetid_added', 'idigbio_isocountrycode_added', 'gbif_vernacularname_added', 'dwc_phylum_replaced', 'gbif_canonicalname_added', 'dwc_taxonremarks_added', 'dwc_continent_added', 'dwc_parentnameusageid_added', 'dwc_class_added']",,heuchera,,"{'lat': 41.331616, 'lon': -85.136643}",,true,true,plantae|magnoliophyta|eudicots|core eudicots|saxifragales|saxifragaceae|heuchera|heuchera americana,,,interior,ind,,,plantae,,,,,,,0.5 miles south of garrett,,,,ff3b53de-321d-4874-9dbd-74b7cb5c64d6,,,,,90e25eca-dc34-4416-9310-8242a915b1e2,saxifragales,tracheophyta,"['0dab1fc7-ca99-456b-9985-76edbac003e0\\\\90e25eca-dc34-4416-9310-8242a915b1e2', '0dab1fc7-ca99-456b-9985-76edbac003e0\\\\10367592', 'urn:uuid:90e25eca-dc34-4416-9310-8242a915b1e2']",3111,0dab1fc7-ca99-456b-9985-76edbac003e0,heuchera americana var. interior,americana,152,indiana,7412817,doubtful,species,"paratype for <i>heuchera americana</i> var. <i>interior</i> rosend., butters & lakela in minnesota stud. pl. sci. 2: 60,64. 1936.",639034be-bc0a-41de-8cf0-17b61f9d99ce,may 31 1908,,,,Heuchera americana var. interior,-85.136643,41.331616
,,preservedspecimen,,heuchera americana,ind-0046432,magnoliopsida,,28be2df2-5062-4277-a5d8-fdd890b9b10b,,charles c. deam,,,north america,9500.0,united states,usa,clark,046bbc50-cae2-47ff-aa43-729fbf53f7c5,1910-06-08,2021-12-17T14:42:25.629739+00:00,0.2898550724637681,,,,,,d5ed8bde1ae773849d82fc3602bf2094bc6aa4a1,saxifragaceae,,"['geopoint_datum_missing', 'dwc_taxonid_replaced', 'dwc_taxonrank_replaced', 'dwc_taxonomicstatus_added', 'gbif_genericname_added', 'gbif_taxon_corrected', 'dwc_scientificnameauthorship_replaced', 'dwc_multimedia_added', 'dwc_datasetid_added', 'idigbio_isocountrycode_added', 'gbif_vernacularname_added', 'dwc_phylum_replaced', 'gbif_canonicalname_added', 'dwc_taxonremarks_added', 'dwc_continent_added', 'dwc_parentnameusageid_added', 'dwc_class_added']",,heuchera,,"{'lat': 38.512664, 'lon': -85.870694}",,true,true,plantae|magnoliophyta|eudicots|core eudicots|saxifragales|saxifragaceae|heuchera|heuchera americana,,,interior,ind,,,plantae,,,,,,,state reservation. slope of the 'knobs',,,,a76f0bc4-0c6b-4532-86cd-f8d190ef64ff,,,,,d01691f4-2d28-4e77-b9c8-61387401a1b2,saxifragales,tracheophyta,"['0dab1fc7-ca99-456b-9985-76edbac003e0\\\\d01691f4-2d28-4e77-b9c8-61387401a1b2', '0dab1fc7-ca99-456b-9985-76edbac003e0\\\\10367604', 'urn:uuid:d01691f4-2d28-4e77-b9c8-61387401a1b2']",6618,0dab1fc7-ca99-456b-9985-76edbac003e0,heuchera americana var. interior,americana,159,indiana,7412817,doubtful,species,"paratype for <i>heuchera americana</i> var. <i>interior</i> rosend., butters & lakela in minnesota stud. pl. sci. 2: 60,64. 1936.",06f46876-dfa4-42e3-acb3-e2ca00151c99,june 8 1910,,,,Heuchera americana var. interior,-85.870694,38.512664
,,preservedspecimen,,heuchera americana,ind-0046445,magnoliopsida,,28be2df2-5062-4277-a5d8-fdd890b9b10b,,charles c. deam,,,north america,550.0,united states,usa,howard,046bbc50-cae2-47ff-aa43-729fbf53f7c5,1922-05-26,2021-12-17T14:42:25.629739+00:00,0.30434782608695654,,,,,,8514619ad73ca1871d0bc22dd19240ccf03ce7ea,saxifragaceae,,"['dwc_taxonid_replaced', 'dwc_taxonrank_replaced', 'dwc_taxonomicstatus_added', 'gbif_genericname_added', 'gbif_taxon_corrected', 'dwc_scientificnameauthorship_replaced', 'dwc_multimedia_added', 'dwc_datasetid_added', 'idigbio_isocountrycode_added', 'gbif_vernacularname_added', 'dwc_phylum_replaced', 'gbif_canonicalname_added', 'dwc_taxonremarks_added', 'dwc_continent_added', 'dwc_parentnameusageid_added', 'dwc_class_added']",,heuchera,,"{'lat': 40.476302, 'lon': -86.365411}",,true,true,plantae|magnoliophyta|eudicots|core eudicots|saxifragales|saxifragaceae|heuchera|heuchera americana,,,interior,ind,,,plantae,,,,,,,oyler woods along wildcat creek 1.5 miles southeast of burlington,,,,10a157ea-6d43-48d1-a16f-be4e1c3487cd,,,,,8b4c8450-62a5-4ece-b625-52c68cada01d,saxifragales,tracheophyta,"['urn:uuid:8b4c8450-62a5-4ece-b625-52c68cada01d', '0dab1fc7-ca99-456b-9985-76edbac003e0\\\\8b4c8450-62a5-4ece-b625-52c68cada01d', '0dab1fc7-ca99-456b-9985-76edbac003e0\\\\10367772']",36128,0dab1fc7-ca99-456b-9985-76edbac003e0,heuchera americana var. interior,americana,146,indiana,7412817,doubtful,species,"paratype for <i>heuchera americana</i> var. <i>interior</i> rosend., butters & lakela in minnesota stud. pl. sci. 2: 60,64. 1936.",ada40a33-4b7b-414b-a554-4367b195a2ef,may 26 1922,,,,Heuchera americana var. interior,-86.365411,40.476302
,,preservedspecimen,,heuchera americana,ind-0046461,magnoliopsida,,28be2df2-5062-4277-a5d8-fdd890b9b10b,,charles c. deam,,,north america,350.0,united states,usa,steuben,046bbc50-cae2-47ff-aa43-729fbf53f7c5,1904-06-12,2021-12-17T14:42:25.629739+00:00,0.30434782608695654,,,,,,58327ae4a95e24c1143af35d8eac2b38637f4691,saxifragaceae,,"['dwc_taxonid_replaced', 'dwc_taxonrank_replaced', 'dwc_taxonomicstatus_added', 'gbif_genericname_added', 'gbif_taxon_corrected', 'dwc_scientificnameauthorship_replaced', 'dwc_multimedia_added', 'dwc_datasetid_added', 'idigbio_isocountrycode_added', 'gbif_vernacularname_added', 'dwc_phylum_replaced', 'gbif_canonicalname_added', 'dwc_taxonremarks_added', 'dwc_continent_added', 'dwc_parentnameusageid_added', 'dwc_class_added']",,heuchera,,"{'lat': 41.74452, 'lon': -84.83242}",,true,true,plantae|magnoliophyta|eudicots|core eudicots|saxifragales|saxifragaceae|heuchera|heuchera americana,,,interior,ind,,,plantae,,,,,,,0.25 miles north of clear lake,,,,2daabbac-5caf-4c70-87db-c83f68f5a83b,,,,,fa899891-57b9-4d62-a47f-fa987c7e5723,saxifragales,tracheophyta,"['0dab1fc7-ca99-456b-9985-76edbac003e0\\\\fa899891-57b9-4d62-a47f-fa987c7e5723', 'urn:uuid:fa899891-57b9-4d62-a47f-fa987c7e5723', '0dab1fc7-ca99-456b-9985-76edbac003e0\\\\10367823']",s.n.,0dab1fc7-ca99-456b-9985-76edbac003e0,heuchera americana var. interior,americana,164,indiana,7412817,doubtful,species,"paratype for <i>heuchera americana</i> var. <i>interior</i> rosend., butters & lakela in minnesota stud. pl. sci. 2: 60,64. 1936.",070b594d-e5a0-4fd8-bda2-28c79adb5642,june 12 1904,,,,Heuchera americana var. interior,-84.83242,41.74452
,,preservedspecimen,,heuchera americana,ind-0046428,magnoliopsida,,28be2df2-5062-4277-a5d8-fdd890b9b10b,,charles c. deam,,,north america,541.0,united states,usa,allen,046bbc50-cae2-47ff-aa43-729fbf53f7c5,1906-06-03,2021-12-17T14:42:25.629739+00:00,0.2898550724637681,,,,,,e6714b67984eeaffa3d103d474780839f05fd8b7,saxifragaceae,,"['geopoint_datum_missing', 'dwc_taxonid_replaced', 'dwc_taxonrank_replaced', 'dwc_taxonomicstatus_added', 'gbif_genericname_added', 'gbif_taxon_corrected', 'dwc_scientificnameauthorship_replaced', 'dwc_multimedia_added', 'dwc_datasetid_added', 'idigbio_isocountrycode_added', 'gbif_vernacularname_added', 'dwc_phylum_replaced', 'gbif_canonicalname_added', 'dwc_taxonremarks_added', 'dwc_continent_added', 'dwc_parentnameusageid_added', 'dwc_class_added']",,heuchera,,"{'lat': 41.160912, 'lon': -85.100793}",,true,true,plantae|magnoliophyta|eudicots|core eudicots|saxifragales|saxifragaceae|heuchera|heuchera americana,,,interior,ind,,,plantae,,,,,,,ravine in robinson park [now part of fort wayne],,,,ccabacdf-24bf-48d0-9112-6c44be094599,,,,,8c1a9299-6c2e-4dcb-b8ca-aa0632a4f882,saxifragales,tracheophyta,"['0dab1fc7-ca99-456b-9985-76edbac003e0\\\\10367616', '0dab1fc7-ca99-456b-9985-76edbac003e0\\\\8c1a9299-6c2e-4dcb-b8ca-aa0632a4f882', 'urn:uuid:8c1a9299-6c2e-4dcb-b8ca-aa0632a4f882']",1033,0dab1fc7-ca99-456b-9985-76edbac003e0,heuchera americana var. interior,americana,154,indiana,7412817,doubtful,species,"paratype for <i>heuchera americana</i> var. <i>interior</i> rosend., butters & lakela in minnesota stud. pl. sci. 2: 60,64. 1936.",72641cf8-8108-42ad-a9ba-75703578cab6,june 3 1906,,,,Heuchera americana var. interior,-85.100793,41.160912
