associatedsequences,barcodeValue,basisOfRecord,bed,canonicalName,catalogNumber,class,collectionCode,collectionID,collectionName,recordedBy,vernacularName,commonnames,continent,coordinateUncertaintyInMeters,country,isoCountryCode,county,datasetID,eventDate,dateModified,dataQualityScore,earliestAgeOrLowestStage,earliestEonOrLowestEonothem,earliestEpochOrLowestSeries,earliestEraOrLowestErathem,earliestPeriodOrLowestSystem,etag,family,fieldNumber,flags,formation,genus,geologicalContextID,geoPoint,group,hasImage,hasMedia,higherClassification,highestBiostratigraphicZone,individualCount,infraspecificEpithet,institutionCode,institutionID,institutionName,kingdom,latestAgeOrHighestStage,latestEonOrHighestEonothem,latestEpochOrHighestSeries,latestEraOrHighestErathem,latestPeriodOrHighestSystem,lithostratigraphicTerms,locality,lowestBiostratigraphicZone,maximumDepthInMeters,maximumElevationInMeters,mediarecords,member,minimumDepthInMeters,minimumElevationInMeters,municipality,occurrenceID,order,phylum,recordIds,recordNumber,recordset,scientificName,specificEpithet,startDayOfYear,stateProvince,taxonID,taxonomicStatus,taxonRank,typeStatus,uuid,verbatimEventDate,verbatimLocality,version,waterBody,species_name,x,y
,,preservedspecimen,,heuchera pilosella,yu.069019,magnoliopsida,yu,,,edward palmer,angiosperms; tracheophytes; plants,angiosperms;tracheophytes;plants,north america,101440.0,united states,usa,san luis obispo county,d9a4eedb-e985-4456-ad46-3df8472e00e8,1876,2021-04-19T21:45:39.489736+00:00,0.3188405797101449,,,,,,6a0577a9868feaaafce701266f6f45abe0fe8e70,saxifragaceae,,"['dwc_country_replaced', 'gbif_vernacularname_added', 'dwc_taxonrank_replaced', 'gbif_canonicalname_added', 'gbif_genericname_added', 'gbif_taxon_corrected', 'dwc_multimedia_added', 'dwc_parentnameusageid_added', 'dwc_class_added', 'dwc_scientificnameauthorship_replaced', 'dwc_taxonomicstatus_added', 'idigbio_isocountrycode_added', 'dwc_taxonid_added', 'dwc_datasetid_replaced']",,heuchera,,"{'lat': 35.33917236, 'lon': -120.4039917}",,true,true,plantae; tracheophyta; saxifragales; saxifragaceae,,1.0,,ypm,,,plantae,,,,,,,,,,,ee9718e8-d290-4bec-81cc-a9d9921e6620,,,,san luis obispo,urn:uuid:e92a9df1-c5ab-4470-be04-54a67c7be56d,saxifragales,tracheophyta,['1527b668-b797-42be-94d3-0058e1393e94\\\\urn:uuid:e92a9df1-c5ab-4470-be04-54a67c7be56d'],124,1527b668-b797-42be-94d3-0058e1393e94,heuchera pilosella,pilosella,280,california,3754953,doubtful,species,isotype,7fdf3827-a4e3-4ae6-b2c2-7b190ca2cf8b,,,,,Heuchera pilosella,-120.4039917,35.33917236
