associatedsequences,barcodeValue,basisOfRecord,bed,canonicalName,catalogNumber,class,collectionCode,collectionID,collectionName,recordedBy,vernacularName,commonnames,continent,coordinateUncertaintyInMeters,country,isoCountryCode,county,datasetID,eventDate,dateModified,dataQualityScore,earliestAgeOrLowestStage,earliestEonOrLowestEonothem,earliestEpochOrLowestSeries,earliestEraOrLowestErathem,earliestPeriodOrLowestSystem,etag,family,fieldNumber,flags,formation,genus,geologicalContextID,geoPoint,group,hasImage,hasMedia,higherClassification,highestBiostratigraphicZone,individualCount,infraspecificEpithet,institutionCode,institutionID,institutionName,kingdom,latestAgeOrHighestStage,latestEonOrHighestEonothem,latestEpochOrHighestSeries,latestEraOrHighestErathem,latestPeriodOrHighestSystem,lithostratigraphicTerms,locality,lowestBiostratigraphicZone,maximumDepthInMeters,maximumElevationInMeters,mediarecords,member,minimumDepthInMeters,minimumElevationInMeters,municipality,occurrenceID,order,phylum,recordIds,recordNumber,recordset,scientificName,specificEpithet,startDayOfYear,stateProvince,taxonID,taxonomicStatus,taxonRank,typeStatus,uuid,verbatimEventDate,verbatimLocality,version,waterBody,species_name,x,y
,,PRESERVED_SPECIMEN,,,,Magnoliopsida,,3818ca8b-b6a4-11e8-b408-001a64db2964,,G.L. Clifton,,,,,,,Plumas,,1974-07-12T00:00:00,,,,,,,,,Saxifragaceae,,,,Heuchera,,,,,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Myrothamnanae|Saxifragales|Saxifragaceae|Heuchera|Heuchera rubescens,,,glandulosa,PUA,,,Plantae,,,,,,,Local landmark: Spanish Peak. Bucks Lake Quad.,,,,,,,,,c71be26b-1441-4959-99ec-bacc02022c51,Saxifragales,Tracheophyta,,,,Heuchera rubescens var. glandulosa Kellogg,rubescens,193,California,48460,ACCEPTED,VARIETY,,,7/12/1974,,,,Heuchera rubescens var. glandulosa kellogg,-121.128333,39.935
,,PRESERVED_SPECIMEN,,,,Magnoliopsida,,3818ca8b-b6a4-11e8-b408-001a64db2964,,G.L. Clifton,,,,,,,Nevada,,1981-07-25T00:00:00,,,,,,,,,Saxifragaceae,,,,Heuchera,,,,,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Myrothamnanae|Saxifragales|Saxifragaceae|Heuchera|Heuchera rubescens,,,glandulosa,PUA,,,Plantae,,,,,,,Local landmark: Castle Peak. Donner Pass Quad.,,,,,,,,,c573d1a3-2ac0-4b56-810e-c07d15b3ab06,Saxifragales,Tracheophyta,,,,Heuchera rubescens var. glandulosa Kellogg,rubescens,206,California,48460,ACCEPTED,VARIETY,,,7/25/1981,,,,Heuchera rubescens var. glandulosa kellogg,-120.346833,39.364306
,,PRESERVED_SPECIMEN,,,UCR0048483,Magnoliopsida,,3818c5b4-b6a4-11e8-b408-001a64db2964,,George K. Helmkamp; E.A. Helmkamp,,,,,,,Nevada,,1999-06-30T00:00:00,,,,,,,,,Saxifragaceae,,,,Heuchera,,,,,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Myrothamnanae|Saxifragales|Saxifragaceae|Heuchera|Heuchera rubescens,,,glandulosa,UCR,,,Plantae,,,,,,,"Tahoe Nat. Forest, Donner Pass Rd. (=Hwy 40), 2.2 mi. west of Lake Donner.; Northern Sierra Nevada Range",,,,,,,,,UCR-BPS-121442,Saxifragales,Tracheophyta,,5091,,Heuchera rubescens var. glandulosa Kellogg,rubescens,181,California,48460,ACCEPTED,VARIETY,,,1999-6-30,,,,Heuchera rubescens var. glandulosa kellogg,-120.31667,39.31833
,,PRESERVED_SPECIMEN,,,UCR0048484,Magnoliopsida,,3818c5b4-b6a4-11e8-b408-001a64db2964,,A.A. Heller,,,,,,,Nevada,,1927-08-16T00:00:00,,,,,,,,,Saxifragaceae,,,,Heuchera,,,,,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Myrothamnanae|Saxifragales|Saxifragaceae|Heuchera|Heuchera rubescens,,,glandulosa,UCR,,,Plantae,,,,,,,"Near Donner Pass, at the type station",,,,,,,,,UCR-BPS-46070,Saxifragales,Tracheophyta,,14450,,Heuchera rubescens var. glandulosa Kellogg,rubescens,228,California,48460,ACCEPTED,VARIETY,,,1927-8-16,,,,Heuchera rubescens var. glandulosa kellogg,-120.28853,39.32942
,,PRESERVED_SPECIMEN,,,CHSC067386,Magnoliopsida,VascularPlants,6a942843-3cb1-4643-a475-24df2d2ba49f,,J. D. Jokerst,,,,402.0,,,Plumas,,1984-06-13T00:00:00,,,,,,,,,Saxifragaceae,,,,Heuchera,,,,,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Myrothamnanae|Saxifragales|Saxifragaceae|Heuchera|Heuchera rubescens,,,glandulosa,CHSC,,,Plantae,,,,,,,Few large clumps against face of bedrock outcrop that is part of a spur ridge ca 100 meters below the top of the extremely steep drop in Yellow Creek Canyon. North of USFS rd 26n26 where it crosses over ridge line saddle at S edge of Sect. T26N R07E S31 SW1/4 of SE1/4,,,,,,,,,0c9d8c17-0a94-4d3b-9f5a-6d9c90aade30,Saxifragales,Tracheophyta,,2054,,Heuchera rubescens var. glandulosa Kellogg,rubescens,165,California,48460,ACCEPTED,VARIETY,,,06/13/1984,,,,Heuchera rubescens var. glandulosa kellogg,-121.24,40.0583329990705
,,PRESERVED_SPECIMEN,,,CHSC036937,Magnoliopsida,VascularPlants,6a942843-3cb1-4643-a475-24df2d2ba49f,,M. S. Taylor,,,,402.0,,,Plumas,,1982-08-05T00:00:00,,,,,,,,,Saxifragaceae,,,,Heuchera,,,,,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Myrothamnanae|Saxifragales|Saxifragaceae|Heuchera|Heuchera rubescens,,,glandulosa,CHSC,,,Plantae,,,,,,,"Mt Hough summit on cliff above Crystal Lake, ca 7 mi nne of Quincy. T25N R10E S08 NW1/4 of SE1/4 USGS Quadrangle: Greenville SW",,,,,,,,,686d6195-db3e-45a7-843e-de3006f36817,Saxifragales,Tracheophyta,,4933,,Heuchera rubescens var. glandulosa Kellogg,rubescens,217,California,48460,ACCEPTED,VARIETY,,,08/05/1982,,,,Heuchera rubescens var. glandulosa kellogg,-120.8875,40.04472199907058
,,PRESERVED_SPECIMEN,,,CHSC001636,Magnoliopsida,VascularPlants,6a942843-3cb1-4643-a475-24df2d2ba49f,,K. Jaekel,,,,402.0,,,Siskiyou,,1939-06-29T00:00:00,,,,,,,,,Saxifragaceae,,,,Heuchera,,,,,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Myrothamnanae|Saxifragales|Saxifragaceae|Heuchera|Heuchera rubescens,,,glandulosa,CHSC,,,Plantae,,,,,,,Castle Lake.,,,,,,,,,b56fda17-ba14-4849-bfce-2b37ce291658,Saxifragales,Tracheophyta,,,,Heuchera rubescens var. glandulosa Kellogg,rubescens,180,California,48460,ACCEPTED,VARIETY,,,06/29/1939,,,,Heuchera rubescens var. glandulosa kellogg,-122.38416700000002,41.22416699906475
,,PRESERVED_SPECIMEN,,,CHSC001637,Magnoliopsida,VascularPlants,6a942843-3cb1-4643-a475-24df2d2ba49f,,M. Yoder,,,,1609.0,,,Siskiyou,,1941-07-12T00:00:00,,,,,,,,,Saxifragaceae,,,,Heuchera,,,,,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Myrothamnanae|Saxifragales|Saxifragaceae|Heuchera|Heuchera rubescens,,,glandulosa,CHSC,,,Plantae,,,,,,,Castle Lake.,,,,,,,,,fcdb60f3-c344-4013-ae98-6abb2df253e0,Saxifragales,Tracheophyta,,,,Heuchera rubescens var. glandulosa Kellogg,rubescens,193,California,48460,ACCEPTED,VARIETY,,,07/12/1941,,,,Heuchera rubescens var. glandulosa kellogg,-122.38416700000002,41.22416699906475
