associatedsequences,barcodeValue,basisOfRecord,bed,canonicalName,catalogNumber,class,collectionCode,collectionID,collectionName,recordedBy,vernacularName,commonnames,continent,coordinateUncertaintyInMeters,country,isoCountryCode,county,datasetID,eventDate,dateModified,dataQualityScore,earliestAgeOrLowestStage,earliestEonOrLowestEonothem,earliestEpochOrLowestSeries,earliestEraOrLowestErathem,earliestPeriodOrLowestSystem,etag,family,fieldNumber,flags,formation,genus,geologicalContextID,geoPoint,group,hasImage,hasMedia,higherClassification,highestBiostratigraphicZone,individualCount,infraspecificEpithet,institutionCode,institutionID,institutionName,kingdom,latestAgeOrHighestStage,latestEonOrHighestEonothem,latestEpochOrHighestSeries,latestEraOrHighestErathem,latestPeriodOrHighestSystem,lithostratigraphicTerms,locality,lowestBiostratigraphicZone,maximumDepthInMeters,maximumElevationInMeters,mediarecords,member,minimumDepthInMeters,minimumElevationInMeters,municipality,occurrenceID,order,phylum,recordIds,recordNumber,recordset,scientificName,specificEpithet,startDayOfYear,stateProvince,taxonID,taxonomicStatus,taxonRank,typeStatus,uuid,verbatimEventDate,verbatimLocality,version,waterBody,species_name,x,y
,,preservedspecimen,,heuchera parvifolia,conn00166153,magnoliopsida,conn,,,"'palmer, d.e.'",,,north america,,united states,usa,,7ddf754f-d193-4cc9-b351-99906754a03b,1905-02-11,2014-09-12T19:59:18.109000+00:00,0.17391304347826086,,,,,,7ec3607bc820f8272c0683a073b69a776e3470dc,saxifragaceae,,"['geopoint_datum_missing', 'dwc_taxonrank_added', 'dwc_phylum_added', 'dwc_scientificnameauthorship_added', 'dwc_kingdom_replaced', 'gbif_genericname_added', 'dwc_parentnameusageid_added', 'dwc_order_replaced', 'dwc_taxonomicstatus_added', 'dwc_continent_added', 'dwc_country_replaced', 'dwc_taxonid_added', 'gbif_reference_added', 'dwc_class_added', 'idigbio_isocountrycode_added', 'gbif_canonicalname_added', 'gbif_vernacularname_added', 'gbif_taxon_corrected', 'dwc_multimedia_added', 'dwc_datasetid_replaced']",,heuchera,,"{'lat': 34.50027, 'lon': -111.50111}",,true,true,plantae; dicotyledonae; rosales; saxifragaceae,,,,uconn,,,plantae,,,,,,,arizona,,,,03cb90df-7d0f-44e7-af8f-fd311c0c0a88,,,,,urn:catalog:uconn:conn:conn00166153,saxifragales,tracheophyta,['e70af26a-fb9e-43ab-96a0-d62a2df37e6d\\\\urn:catalog:uconn:conn:conn00166153'],,e70af26a-fb9e-43ab-96a0-d62a2df37e6d,heuchera parvifolia nutt. ex torr. & gray,parvifolia,42,arizona,3032666,accepted,species,,4c9ddfc2-c942-47ad-8bc4-bde0957e3aaf,1869,,,,Heuchera parvifolia nutt. ex torr. & gray,-111.50111,34.50027
,,preservedspecimen,,heuchera parvifolia,conn00178229,magnoliopsida,conn,,,"'slack, mari j.'",,,north america,5000.0,united states,usa,boulder county,7ddf754f-d193-4cc9-b351-99906754a03b,1973-08-24,2014-09-09T03:52:41.594000+00:00,0.21739130434782608,,,,,,aaaf3f095b4f7ec3820d05e782384083f0ee1a09,saxifragaceae,,"['geopoint_datum_missing', 'dwc_taxonrank_added', 'dwc_phylum_added', 'dwc_scientificnameauthorship_added', 'dwc_kingdom_replaced', 'gbif_genericname_added', 'dwc_parentnameusageid_added', 'dwc_order_replaced', 'dwc_taxonomicstatus_added', 'dwc_continent_added', 'dwc_country_replaced', 'dwc_taxonid_added', 'gbif_reference_added', 'dwc_class_added', 'idigbio_isocountrycode_added', 'gbif_canonicalname_added', 'gbif_vernacularname_added', 'gbif_taxon_corrected', 'dwc_multimedia_added', 'dwc_datasetid_replaced']",,heuchera,,"{'lat': 40.05972, 'lon': -105.61694}",,true,true,plantae; dicotyledonae; rosales; saxifragaceae,,,,uconn,,,plantae,,,,,,,niwot ridge. lake isabel area.,,,,2ee1b08c-bff4-4791-b8d3-ea54296145c7,,,,,urn:catalog:uconn:conn:conn00178229,saxifragales,tracheophyta,['e70af26a-fb9e-43ab-96a0-d62a2df37e6d\\\\urn:catalog:uconn:conn:conn00178229'],39,e70af26a-fb9e-43ab-96a0-d62a2df37e6d,heuchera parvifolia nutt. ex torr. & gray,parvifolia,236,colorado,3032666,accepted,species,,5d70c86d-06cc-4a6b-9314-eb8340eec8cf,24-aug-73,,,,Heuchera parvifolia nutt. ex torr. & gray,-105.61694,40.05972
,,preservedspecimen,,heuchera parvifolia,conn00178292,magnoliopsida,conn,,,"'slack, mari j.'",,,north america,5000.0,united states,usa,boulder county,7ddf754f-d193-4cc9-b351-99906754a03b,1973-07-26,2014-09-09T03:50:42.347000+00:00,0.21739130434782608,,,,,,accf5dd3a6aa624dbe0bf01a7aa572b57d4501b6,saxifragaceae,,"['geopoint_datum_missing', 'dwc_taxonrank_added', 'dwc_phylum_added', 'dwc_scientificnameauthorship_added', 'dwc_kingdom_replaced', 'gbif_genericname_added', 'dwc_parentnameusageid_added', 'dwc_order_replaced', 'dwc_taxonomicstatus_added', 'dwc_continent_added', 'dwc_country_replaced', 'dwc_taxonid_added', 'gbif_reference_added', 'dwc_class_added', 'idigbio_isocountrycode_added', 'gbif_canonicalname_added', 'gbif_vernacularname_added', 'gbif_taxon_corrected', 'dwc_multimedia_added', 'dwc_datasetid_replaced']",,heuchera,,"{'lat': 40.05972, 'lon': -105.61694}",,true,true,plantae; dicotyledonae; rosales; saxifragaceae,,,,uconn,,,plantae,,,,,,,niwot ridge. near top of knoll east of saddle,,,,9d3665f1-6114-4084-98a3-04b4b67df937,,,,,urn:catalog:uconn:conn:conn00178292,saxifragales,tracheophyta,['e70af26a-fb9e-43ab-96a0-d62a2df37e6d\\\\urn:catalog:uconn:conn:conn00178292'],340,e70af26a-fb9e-43ab-96a0-d62a2df37e6d,heuchera parvifolia nutt. ex torr. & gray,parvifolia,207,colorado,3032666,accepted,species,,7c04261e-c381-40f0-bed2-5b2a79ccd239,26-jul-73,,,,Heuchera parvifolia nutt. ex torr. & gray,-105.61694,40.05972
,,preservedspecimen,,heuchera parvifolia,conn00166155,magnoliopsida,conn,,,,,,north america,,united states,usa,,7ddf754f-d193-4cc9-b351-99906754a03b,2011-06-30,2014-09-12T19:17:50.046000+00:00,0.15942028985507245,,,,,,6d3632423724e6761a3ebb470195b49af1696007,saxifragaceae,,"['geopoint_datum_missing', 'dwc_taxonrank_added', 'dwc_phylum_added', 'dwc_scientificnameauthorship_added', 'dwc_kingdom_replaced', 'gbif_genericname_added', 'dwc_parentnameusageid_added', 'dwc_order_replaced', 'dwc_taxonomicstatus_added', 'dwc_continent_added', 'dwc_country_replaced', 'dwc_taxonid_added', 'gbif_reference_added', 'dwc_class_added', 'idigbio_isocountrycode_added', 'gbif_canonicalname_added', 'gbif_vernacularname_added', 'gbif_taxon_corrected', 'dwc_multimedia_added', 'dwc_datasetid_replaced']",,heuchera,,"{'lat': 39.54611, 'lon': -105.77694}",,true,true,plantae; dicotyledonae; rosales; saxifragaceae,,,,uconn,,,plantae,,,,,,,"(probably) colorado, c.c. r.r.'",,,,13bd7979-0ae4-4e2a-b442-e0fd4d39ee56,,,,,urn:catalog:uconn:conn:conn00166155,saxifragales,tracheophyta,['e70af26a-fb9e-43ab-96a0-d62a2df37e6d\\\\urn:catalog:uconn:conn:conn00166155'],,e70af26a-fb9e-43ab-96a0-d62a2df37e6d,heuchera parvifolia nutt. ex torr. & gray,parvifolia,181,colorado,3032666,accepted,species,,1a5c81d5-58e7-45bd-b5f8-4d3332437bde,30-jun-11,,,,Heuchera parvifolia nutt. ex torr. & gray,-105.77694,39.54611
