associatedsequences,barcodeValue,basisOfRecord,bed,canonicalName,catalogNumber,class,collectionCode,collectionID,collectionName,recordedBy,vernacularName,commonnames,continent,coordinateUncertaintyInMeters,country,isoCountryCode,county,datasetID,eventDate,dateModified,dataQualityScore,earliestAgeOrLowestStage,earliestEonOrLowestEonothem,earliestEpochOrLowestSeries,earliestEraOrLowestErathem,earliestPeriodOrLowestSystem,etag,family,fieldNumber,flags,formation,genus,geologicalContextID,geoPoint,group,hasImage,hasMedia,higherClassification,highestBiostratigraphicZone,individualCount,infraspecificEpithet,institutionCode,institutionID,institutionName,kingdom,latestAgeOrHighestStage,latestEonOrHighestEonothem,latestEpochOrHighestSeries,latestEraOrHighestErathem,latestPeriodOrHighestSystem,lithostratigraphicTerms,locality,lowestBiostratigraphicZone,maximumDepthInMeters,maximumElevationInMeters,mediarecords,member,minimumDepthInMeters,minimumElevationInMeters,municipality,occurrenceID,order,phylum,recordIds,recordNumber,recordset,scientificName,specificEpithet,startDayOfYear,stateProvince,taxonID,taxonomicStatus,taxonRank,typeStatus,uuid,verbatimEventDate,verbatimLocality,version,waterBody,species_name,x,y
,,preservedspecimen,,heuchera villosa arkansana,185999,magnoliopsida,ny,http://biocol.org/urn:lsid:biocol.org:col:15556,,j. w. blankinship,,,north america,,united states,usa,benton co.,7ddf754f-d193-4cc9-b351-99906754a03b,1895-08-16,2021-08-21T02:58:27.774336+00:00,0.2463768115942029,,,,,,0584ffe9b83ea574b61bb183323a1cc3c499a855,saxifragaceae,,"['geopoint_datum_missing', 'dwc_country_replaced', 'gbif_reference_added', 'dwc_taxonrank_replaced', 'dwc_specificepithet_replaced', 'dwc_taxonomicstatus_added', 'gbif_genericname_added', 'dwc_datasetid_added', 'gbif_taxon_corrected', 'dwc_scientificnameauthorship_replaced', 'dwc_multimedia_added', 'dwc_parentnameusageid_added', 'dwc_phylum_replaced', 'dwc_infraspecificepithet_added', 'dwc_taxonid_added', 'idigbio_isocountrycode_added', 'gbif_vernacularname_added', 'gbif_canonicalname_added', 'dwc_originalnameusageid_added', 'dwc_class_added']",,heuchera,,"{'lat': 36.186744, 'lon': -94.128814}",,true,true,,,,arkansana,ny,http://biocol.org/urn:lsid:biocol.org:col:15556,,plantae,,,,,,,springdale,,,,25e691a5-e799-4126-9e66-7878e03771a4;282c305d-0e83-42c5-9396-df30198960c3,,,,,f9928853-92a0-4c4f-b8c9-23010d7a9f4b,saxifragales,tracheophyta,['36d35b23-113e-4633-90ec-19d265a3b5f6\\\\f9928853-92a0-4c4f-b8c9-23010d7a9f4b'],s.n.,36d35b23-113e-4633-90ec-19d265a3b5f6,heuchera arkansana rydb.,villosa,228,arkansas,3754221,accepted,variety,isotype,3f1cb0fa-b427-4a9d-9c9d-807da3feb8c0,16 aug 1895,,,,Heuchera arkansana rydb.,-94.128814,36.186744
