associatedsequences,barcodeValue,basisOfRecord,bed,canonicalName,catalogNumber,class,collectionCode,collectionID,collectionName,recordedBy,vernacularName,commonnames,continent,coordinateUncertaintyInMeters,country,isoCountryCode,county,datasetID,eventDate,dateModified,dataQualityScore,earliestAgeOrLowestStage,earliestEonOrLowestEonothem,earliestEpochOrLowestSeries,earliestEraOrLowestErathem,earliestPeriodOrLowestSystem,etag,family,fieldNumber,flags,formation,genus,geologicalContextID,geoPoint,group,hasImage,hasMedia,higherClassification,highestBiostratigraphicZone,individualCount,infraspecificEpithet,institutionCode,institutionID,institutionName,kingdom,latestAgeOrHighestStage,latestEonOrHighestEonothem,latestEpochOrHighestSeries,latestEraOrHighestErathem,latestPeriodOrHighestSystem,lithostratigraphicTerms,locality,lowestBiostratigraphicZone,maximumDepthInMeters,maximumElevationInMeters,mediarecords,member,minimumDepthInMeters,minimumElevationInMeters,municipality,occurrenceID,order,phylum,recordIds,recordNumber,recordset,scientificName,specificEpithet,startDayOfYear,stateProvince,taxonID,taxonomicStatus,taxonRank,typeStatus,uuid,verbatimEventDate,verbatimLocality,version,waterBody,species_name,x,y
,,preservedspecimen,,heuchera,can 524099,magnoliopsida,can,http://grbio.org/cool/4w1m-4a6d,,"schueler, frederick w. iv",,,,,united states,usa,sanders co.,7ddf754f-d193-4cc9-b351-99906754a03b,1986-06-13,2022-03-11T03:14:50.049242+00:00,0.2608695652173913,,,,,,426e603d4b13565404d9e509655cc032b88c487f,saxifragaceae,,"['geopoint_datum_missing', 'geopoint_low_precision', 'dwc_order_replaced', 'dwc_multimedia_added', 'dwc_taxonrank_replaced', 'dwc_taxonomicstatus_added', 'gbif_genericname_added', 'gbif_taxon_corrected', 'dwc_phylum_replaced', 'dwc_taxonid_added', 'idigbio_isocountrycode_added', 'gbif_vernacularname_added', 'gbif_canonicalname_added', 'dwc_scientificnameauthorship_replaced', 'dwc_parentnameusageid_added', 'dwc_datasetid_replaced']",,heuchera,,"{'lat': 47.6167, 'lon': -115.35}",,false,false,plantae; magnoliophyta; magnoliopsida; rosidae; rosales; saxifragaceae; heuchera;,,1.0,,cmn,http://biocol.org/urn:lsid:biocol.org:col:34935,,plantae,,,,,,,flatiron ridge  5 km nw of thompson falls settlement along hwy 200.,,,,,,,,,2e179ba2-9777-7774-b99c-641ee3eab918,saxifragales,tracheophyta,['8057906f-17c9-4e25-b173-4e7fb938078b\\\\2e179ba2-9777-7774-b99c-641ee3eab918'],16342,8057906f-17c9-4e25-b173-4e7fb938078b,heuchera cylindrica dougl. ex hook.,,164,montana (state),3032645,accepted,genus,,7815a089-c5cb-491f-a7d0-cde4444bb280,1986-06-13,,,,Heuchera cylindrica dougl. ex hook.,-115.35,47.6167
