associatedsequences,barcodeValue,basisOfRecord,bed,canonicalName,catalogNumber,class,collectionCode,collectionID,collectionName,recordedBy,vernacularName,commonnames,continent,coordinateUncertaintyInMeters,country,isoCountryCode,county,datasetID,eventDate,dateModified,dataQualityScore,earliestAgeOrLowestStage,earliestEonOrLowestEonothem,earliestEpochOrLowestSeries,earliestEraOrLowestErathem,earliestPeriodOrLowestSystem,etag,family,fieldNumber,flags,formation,genus,geologicalContextID,geoPoint,group,hasImage,hasMedia,higherClassification,highestBiostratigraphicZone,individualCount,infraspecificEpithet,institutionCode,institutionID,institutionName,kingdom,latestAgeOrHighestStage,latestEonOrHighestEonothem,latestEpochOrHighestSeries,latestEraOrHighestErathem,latestPeriodOrHighestSystem,lithostratigraphicTerms,locality,lowestBiostratigraphicZone,maximumDepthInMeters,maximumElevationInMeters,mediarecords,member,minimumDepthInMeters,minimumElevationInMeters,municipality,occurrenceID,order,phylum,recordIds,recordNumber,recordset,scientificName,specificEpithet,startDayOfYear,stateProvince,taxonID,taxonomicStatus,taxonRank,typeStatus,uuid,verbatimEventDate,verbatimLocality,version,waterBody,species_name,x,y
,,preservedspecimen,,heuchera duranii,bm000602935,magnoliopsida,bot,,,v duran,,,north america,,united states,usa,,7ddf754f-d193-4cc9-b351-99906754a03b,,2022-02-07T13:10:31.725582+00:00,0.2028985507246377,,,,,,b6bd226db56ec8c94c27395622e1898d03b2aa8d,saxifragaceae,2817,"['geopoint_datum_missing', 'dwc_taxonrank_added', 'dwc_specificepithet_replaced', 'gbif_reference_added', 'gbif_canonicalname_added', 'dwc_taxonomicstatus_added', 'gbif_genericname_added', 'dwc_datasetid_added', 'dwc_scientificnameauthorship_replaced', 'dwc_parentnameusageid_added', 'dwc_taxonid_added', 'idigbio_isocountrycode_added', 'dwc_multimedia_added', 'gbif_vernacularname_added', 'gbif_taxon_corrected', 'dwc_phylum_replaced', 'dwc_class_added', 'dwc_kingdom_added']",,heuchera,,"{'lat': 36.7781, 'lon': -119.4178}",,true,true,magnoliophyta; saxifragales; saxifragaceae,,,,nhmuk,,,plantae,,,,,,,,,,,3118cea6-4edb-45bd-b013-8cc3cc2bc1d7;b2c39ac6-7856-4659-bb57-b2f5d5b5d450,,,,,a70aff5c-1a3b-44c2-8157-e661a6212645,saxifragales,tracheophyta,"['3c9420c9-c4a8-47dc-88b7-b5638ca5e716\\\\4982819', '3c9420c9-c4a8-47dc-88b7-b5638ca5e716\\\\2420601', '3c9420c9-c4a8-47dc-88b7-b5638ca5e716\\\\a70aff5c-1a3b-44c2-8157-e661a6212645']",2817,3c9420c9-c4a8-47dc-88b7-b5638ca5e716,heuchera duranni bacig.,duranii,207,california,3032652,accepted,species,isotype,eba622b6-360a-4a9a-8633-ddfba65e4107,,,,,Heuchera duranni bacig.,-119.4178,36.7781
