associatedsequences,barcodeValue,basisOfRecord,bed,canonicalName,catalogNumber,class,collectionCode,collectionID,collectionName,recordedBy,vernacularName,commonnames,continent,coordinateUncertaintyInMeters,country,isoCountryCode,county,datasetID,eventDate,dateModified,dataQualityScore,earliestAgeOrLowestStage,earliestEonOrLowestEonothem,earliestEpochOrLowestSeries,earliestEraOrLowestErathem,earliestPeriodOrLowestSystem,etag,family,fieldNumber,flags,formation,genus,geologicalContextID,geoPoint,group,hasImage,hasMedia,higherClassification,highestBiostratigraphicZone,individualCount,infraspecificEpithet,institutionCode,institutionID,institutionName,kingdom,latestAgeOrHighestStage,latestEonOrHighestEonothem,latestEpochOrHighestSeries,latestEraOrHighestErathem,latestPeriodOrHighestSystem,lithostratigraphicTerms,locality,lowestBiostratigraphicZone,maximumDepthInMeters,maximumElevationInMeters,mediarecords,member,minimumDepthInMeters,minimumElevationInMeters,municipality,occurrenceID,order,phylum,recordIds,recordNumber,recordset,scientificName,specificEpithet,startDayOfYear,stateProvince,taxonID,taxonomicStatus,taxonRank,typeStatus,uuid,verbatimEventDate,verbatimLocality,version,waterBody,species_name,x,y
,,preservedspecimen,,heuchera richardsonii,ind-1000082,magnoliopsida,,28be2df2-5062-4277-a5d8-fdd890b9b10b,,charles c. deam,,,north america,1200.0,united states,usa,marshall,7ddf754f-d193-4cc9-b351-99906754a03b,1911-07-02,2021-12-17T14:42:25.629739+00:00,0.30434782608695654,,,,,,a377daa98d3ca2e40825c0d7e9ef0d1d712d51a0,saxifragaceae,,"['gbif_reference_added', 'dwc_taxonid_replaced', 'dwc_taxonrank_replaced', 'dwc_taxonomicstatus_added', 'gbif_genericname_added', 'gbif_taxon_corrected', 'dwc_scientificnameauthorship_replaced', 'dwc_multimedia_added', 'dwc_datasetid_added', 'idigbio_isocountrycode_added', 'gbif_vernacularname_added', 'dwc_phylum_replaced', 'gbif_canonicalname_added', 'dwc_continent_added', 'dwc_parentnameusageid_added', 'dwc_class_added']",,heuchera,,"{'lat': 41.191201, 'lon': -86.428814}",,true,true,plantae|magnoliophyta|eudicots|core eudicots|saxifragales|saxifragaceae|heuchera|heuchera richardsonii,,,affinis,ind,,,plantae,,,,,,,about 1 mile south of culver,,,,bb6e96f1-ce56-49a4-b1a5-3b81535e98f3,,,,,0ab790a2-c6d3-42c3-93a4-052f906d9f87,saxifragales,tracheophyta,"['0dab1fc7-ca99-456b-9985-76edbac003e0\\\\0ab790a2-c6d3-42c3-93a4-052f906d9f87', '0dab1fc7-ca99-456b-9985-76edbac003e0\\\\17025431', 'urn:uuid:0ab790a2-c6d3-42c3-93a4-052f906d9f87']",9058,0dab1fc7-ca99-456b-9985-76edbac003e0,heuchera richardsonii var. affinis,richardsonii,183,indiana,3032681,accepted,species,"holotype for <i>heuchera richardsonii</i> var. <i>affinis</i> rosend., butters & lakela in minnesota stud. pl. sci. 2: 124-126, 129. 1936",913d66f8-c21b-4f58-b4b1-13860598a820,july 2 1911,,,,Heuchera richardsonii var. affinis,-86.428814,41.191201
,,preservedspecimen,,heuchera richardsonii,ind-0046550,magnoliopsida,,28be2df2-5062-4277-a5d8-fdd890b9b10b,,willis s. blatchley,,,north america,1500.0,united states,usa,vigo,7ddf754f-d193-4cc9-b351-99906754a03b,1889-06-08,2021-12-17T14:42:25.629739+00:00,0.30434782608695654,,,,,,280f765f2813e8e8d401ba8e63cf36b93e0035ea,saxifragaceae,,"['dwc_multimedia_added', 'gbif_reference_added', 'dwc_taxonid_replaced', 'dwc_taxonrank_replaced', 'dwc_taxonomicstatus_added', 'gbif_genericname_added', 'gbif_taxon_corrected', 'dwc_scientificnameauthorship_replaced', 'dwc_datasetid_added', 'idigbio_isocountrycode_added', 'gbif_vernacularname_added', 'dwc_phylum_replaced', 'gbif_canonicalname_added', 'dwc_continent_added', 'dwc_parentnameusageid_added', 'dwc_class_added']",,heuchera,,"{'lat': 39.59643, 'lon': -87.29582}",,true,true,plantae|magnoliophyta|eudicots|core eudicots|saxifragales|saxifragaceae|heuchera|heuchera richardsonii,,,affinis,ind,,,plantae,,,,,,,heckland,,,,0066c443-501c-4567-89cd-04e562136510,,,,,8a3341b8-8b9f-4561-81be-bb0c9699c63e,saxifragales,tracheophyta,"['urn:uuid:8a3341b8-8b9f-4561-81be-bb0c9699c63e', '0dab1fc7-ca99-456b-9985-76edbac003e0\\\\8a3341b8-8b9f-4561-81be-bb0c9699c63e', '0dab1fc7-ca99-456b-9985-76edbac003e0\\\\10372267']",s.n.,0dab1fc7-ca99-456b-9985-76edbac003e0,heuchera richardsonii var. affinis,richardsonii,159,indiana,3032681,accepted,species,"paratype for <i>heuchera richardsonii</i> var. <i>affinis</i> rosend., butters & lakela in minnesota stud. pl. sci. 2: 124-126, 129. 1936",3353bbb4-0fcd-4618-abd7-555dfb4a756f,june 8 1889,,,,Heuchera richardsonii var. affinis,-87.29582,39.59643
,,preservedspecimen,,heuchera richardsonii,ind-0046526,magnoliopsida,,28be2df2-5062-4277-a5d8-fdd890b9b10b,,charles c. deam,,,north america,525.0,united states,usa,cass,7ddf754f-d193-4cc9-b351-99906754a03b,1916-06-07,2021-12-17T14:42:25.629739+00:00,0.2898550724637681,,,,,,c5e9ef0c79e60220a1e0e23d44c726a52d63f114,saxifragaceae,,"['geopoint_datum_missing', 'gbif_reference_added', 'dwc_taxonid_replaced', 'dwc_taxonrank_replaced', 'dwc_taxonomicstatus_added', 'gbif_genericname_added', 'gbif_taxon_corrected', 'dwc_scientificnameauthorship_replaced', 'dwc_multimedia_added', 'dwc_datasetid_added', 'idigbio_isocountrycode_added', 'gbif_vernacularname_added', 'dwc_phylum_replaced', 'gbif_canonicalname_added', 'dwc_continent_added', 'dwc_parentnameusageid_added', 'dwc_class_added']",,heuchera,,"{'lat': 40.765506, 'lon': -86.533364}",,true,true,plantae|magnoliophyta|eudicots|core eudicots|saxifragales|saxifragaceae|heuchera|heuchera richardsonii,,,affinis,ind,,,plantae,,,,,,,south side of lake cicott,,,,34a95428-ef63-4793-9a98-ff8d540e3c86,,,,,82041ee8-2a5d-4058-a8a9-a1a96437991f,saxifragales,tracheophyta,"['0dab1fc7-ca99-456b-9985-76edbac003e0\\\\10372497', '0dab1fc7-ca99-456b-9985-76edbac003e0\\\\82041ee8-2a5d-4058-a8a9-a1a96437991f', 'urn:uuid:82041ee8-2a5d-4058-a8a9-a1a96437991f']",20154,0dab1fc7-ca99-456b-9985-76edbac003e0,heuchera richardsonii var. affinis,richardsonii,159,indiana,3032681,accepted,species,"paratype for <i>heuchera richardsonii</i> var. <i>affinis</i> rosend., butters & lakela in minnesota stud. pl. sci. 2: 124-126, 129. 1936",3369b7a1-1665-4219-badc-4bc412203de9,june 7 1916,,,,Heuchera richardsonii var. affinis,-86.533364,40.765506
,,preservedspecimen,,heuchera richardsonii,ind-0046541,magnoliopsida,,28be2df2-5062-4277-a5d8-fdd890b9b10b,,charles c. deam,,,north america,600.0,united states,usa,noble,7ddf754f-d193-4cc9-b351-99906754a03b,1910-06-21,2021-12-17T14:42:25.629739+00:00,0.2898550724637681,,,,,,a967157696dc57df1a10833e1e07f23e3779e252,saxifragaceae,,"['geopoint_datum_missing', 'gbif_reference_added', 'dwc_taxonid_replaced', 'dwc_taxonrank_replaced', 'dwc_taxonomicstatus_added', 'gbif_genericname_added', 'gbif_taxon_corrected', 'dwc_scientificnameauthorship_replaced', 'dwc_multimedia_added', 'dwc_datasetid_added', 'idigbio_isocountrycode_added', 'gbif_vernacularname_added', 'dwc_phylum_replaced', 'gbif_canonicalname_added', 'dwc_continent_added', 'dwc_parentnameusageid_added', 'dwc_class_added']",,heuchera,,"{'lat': 41.492336, 'lon': -85.386043}",,true,true,plantae|magnoliophyta|eudicots|core eudicots|saxifragales|saxifragaceae|heuchera|heuchera richardsonii,,,affinis,ind,,,plantae,,,,,,,just west of rome city,,,,75a3214f-fe04-4871-a86e-d3b84015292a,,,,,78a8b8d3-54ec-4260-9ed6-0d73bf540c10,saxifragales,tracheophyta,"['0dab1fc7-ca99-456b-9985-76edbac003e0\\\\78a8b8d3-54ec-4260-9ed6-0d73bf540c10', 'urn:uuid:78a8b8d3-54ec-4260-9ed6-0d73bf540c10', '0dab1fc7-ca99-456b-9985-76edbac003e0\\\\10372456']",6689,0dab1fc7-ca99-456b-9985-76edbac003e0,heuchera richardsonii var. affinis,richardsonii,172,indiana,3032681,accepted,species,"paratype for <i>heuchera richardsonii</i> var. <i>affinis</i> rosend., butters & lakela in minnesota stud. pl. sci. 2: 124-126, 129. 1936",0f908698-902e-467d-ace9-948add32a692,june 21 1910,,,,Heuchera richardsonii var. affinis,-85.386043,41.492336
,,preservedspecimen,,heuchera richardsonii,ind-0046538,magnoliopsida,,28be2df2-5062-4277-a5d8-fdd890b9b10b,,charles c. deam,,,north america,1500.0,united states,usa,la porte,7ddf754f-d193-4cc9-b351-99906754a03b,1922-06-09,2021-12-17T14:42:25.629739+00:00,0.2898550724637681,,,,,,0f71b22cf82dcc96a0bc73db42a2ab998582190b,saxifragaceae,,"['geopoint_datum_missing', 'gbif_reference_added', 'dwc_taxonid_replaced', 'dwc_taxonrank_replaced', 'dwc_taxonomicstatus_added', 'gbif_genericname_added', 'gbif_taxon_corrected', 'dwc_scientificnameauthorship_replaced', 'dwc_multimedia_added', 'dwc_datasetid_added', 'idigbio_isocountrycode_added', 'gbif_vernacularname_added', 'dwc_phylum_replaced', 'gbif_canonicalname_added', 'dwc_continent_added', 'dwc_parentnameusageid_added', 'dwc_class_added']",,heuchera,,"{'lat': 41.641457, 'lon': -86.767325}",,true,true,plantae|magnoliophyta|eudicots|core eudicots|saxifragales|saxifragaceae|heuchera|heuchera richardsonii,,,affinis,ind,,,plantae,,,,,,,bordering marsh about 3 miles northwest of laporte,,,,70908332-e478-4383-ab3c-181936521e13,,,,,095080dc-e60e-43b2-b42c-ca3938c4eb4e,saxifragales,tracheophyta,"['0dab1fc7-ca99-456b-9985-76edbac003e0\\\\095080dc-e60e-43b2-b42c-ca3938c4eb4e', 'urn:uuid:095080dc-e60e-43b2-b42c-ca3938c4eb4e', '0dab1fc7-ca99-456b-9985-76edbac003e0\\\\10372463']",36396,0dab1fc7-ca99-456b-9985-76edbac003e0,heuchera richardsonii var. affinis,richardsonii,160,indiana,3032681,accepted,species,"paratype for <i>heuchera richardsonii</i> var. <i>affinis</i> rosend., butters & lakela in minnesota stud. pl. sci. 2: 124-126, 129. 1936",54b2320c-a24f-4565-986c-056c621d327f,june 9 1922,,,,Heuchera richardsonii var. affinis,-86.767325,41.641457
,,preservedspecimen,,heuchera richardsonii,ind-0046546,magnoliopsida,,28be2df2-5062-4277-a5d8-fdd890b9b10b,,charles c. deam,,,north america,500.0,united states,usa,st. joseph,7ddf754f-d193-4cc9-b351-99906754a03b,1914-05-29,2021-12-17T14:42:25.629739+00:00,0.30434782608695654,,,,,,3226cc14b8a80f14285d997412ac9273bfdb041f,saxifragaceae,,"['dwc_multimedia_added', 'gbif_reference_added', 'dwc_taxonid_replaced', 'dwc_taxonrank_replaced', 'dwc_taxonomicstatus_added', 'gbif_genericname_added', 'gbif_taxon_corrected', 'dwc_scientificnameauthorship_replaced', 'dwc_datasetid_added', 'idigbio_isocountrycode_added', 'gbif_vernacularname_added', 'dwc_phylum_replaced', 'gbif_canonicalname_added', 'dwc_continent_added', 'dwc_parentnameusageid_added', 'dwc_class_added']",,heuchera,,"{'lat': 41.71224, 'lon': -86.27504}",,true,true,plantae|magnoliophyta|eudicots|core eudicots|saxifragales|saxifragaceae|heuchera|heuchera richardsonii,,,affinis,ind,,,plantae,,,,,,,st. joseph river at the back of the south bend cemetery,,,,03c475a3-a87f-4aad-981d-a431cda8fc78,,,,,1ef90afe-ff14-4be7-9c3f-294810af4be4,saxifragales,tracheophyta,"['urn:uuid:1ef90afe-ff14-4be7-9c3f-294810af4be4', '0dab1fc7-ca99-456b-9985-76edbac003e0\\\\10372309', '0dab1fc7-ca99-456b-9985-76edbac003e0\\\\1ef90afe-ff14-4be7-9c3f-294810af4be4']",14200,0dab1fc7-ca99-456b-9985-76edbac003e0,heuchera richardsonii var. affinis,richardsonii,149,indiana,3032681,accepted,species,"paratype for <i>heuchera richardsonii</i> var. <i>affinis</i> rosend., butters & lakela in minnesota stud. pl. sci. 2: 124-126, 129. 1936",74daf16c-bc5c-472a-902b-06f88323dde3,may 29 1914,,,,Heuchera richardsonii var. affinis,-86.27504,41.71224
,,preservedspecimen,,heuchera richardsonii,ind-0046548,magnoliopsida,,28be2df2-5062-4277-a5d8-fdd890b9b10b,,charles c. deam,,,north america,3430.0,united states,usa,steuben,7ddf754f-d193-4cc9-b351-99906754a03b,1903-06-16,2021-12-17T14:42:25.629739+00:00,0.30434782608695654,,,,,,8a06a559e9e85b40965e100fd4374bcad9c7c9d8,saxifragaceae,,"['gbif_reference_added', 'dwc_taxonid_replaced', 'dwc_taxonrank_replaced', 'dwc_taxonomicstatus_added', 'gbif_genericname_added', 'gbif_taxon_corrected', 'dwc_scientificnameauthorship_replaced', 'dwc_multimedia_added', 'dwc_datasetid_added', 'idigbio_isocountrycode_added', 'gbif_vernacularname_added', 'dwc_phylum_replaced', 'gbif_canonicalname_added', 'dwc_continent_added', 'dwc_parentnameusageid_added', 'dwc_class_added']",,heuchera,,"{'lat': 41.699194, 'lon': -85.120479}",,true,true,plantae|magnoliophyta|eudicots|core eudicots|saxifragales|saxifragaceae|heuchera|heuchera richardsonii,,,affinis,ind,,,plantae,,,,,,,near lake gage,,,,6a709191-06aa-4511-a648-3a71344a5090,,,,,228ad127-fac6-469e-89fb-ce44eaca6d4e,saxifragales,tracheophyta,"['0dab1fc7-ca99-456b-9985-76edbac003e0\\\\228ad127-fac6-469e-89fb-ce44eaca6d4e', 'urn:uuid:228ad127-fac6-469e-89fb-ce44eaca6d4e', '0dab1fc7-ca99-456b-9985-76edbac003e0\\\\10372278']",s.n.,0dab1fc7-ca99-456b-9985-76edbac003e0,heuchera richardsonii var. affinis,richardsonii,167,indiana,3032681,accepted,species,"paratype for <i>heuchera richardsonii</i> var. <i>affinis</i> rosend., butters & lakela in minnesota stud. pl. sci. 2: 124-126, 129. 1936",a564bd82-5662-4300-b754-6ca12913ddee,june 16 1903,,,,Heuchera richardsonii var. affinis,-85.120479,41.699194
,,preservedspecimen,,heuchera richardsonii,ind-0046528,magnoliopsida,,28be2df2-5062-4277-a5d8-fdd890b9b10b,,charles c. deam,,,north america,600.0,united states,usa,fulton,7ddf754f-d193-4cc9-b351-99906754a03b,1920-06-07,2021-12-17T14:42:25.629739+00:00,0.2898550724637681,,,,,,ee5f976675d96957576e0ad568773b0d4ccbd761,saxifragaceae,,"['geopoint_datum_missing', 'dwc_multimedia_added', 'gbif_reference_added', 'dwc_taxonid_replaced', 'dwc_taxonrank_replaced', 'dwc_taxonomicstatus_added', 'gbif_genericname_added', 'gbif_taxon_corrected', 'dwc_scientificnameauthorship_replaced', 'dwc_datasetid_added', 'idigbio_isocountrycode_added', 'gbif_vernacularname_added', 'dwc_phylum_replaced', 'gbif_canonicalname_added', 'dwc_continent_added', 'dwc_parentnameusageid_added', 'dwc_class_added']",,heuchera,,"{'lat': 41.085805, 'lon': -86.237392}",,true,true,plantae|magnoliophyta|eudicots|core eudicots|saxifragales|saxifragaceae|heuchera|heuchera richardsonii,,,affinis,ind,,,plantae,,,,,,,2 miles northwest of rochester,,,,d50767ae-a01d-4d69-bd1d-eef81f001e7e,,,,,606dcf41-f58b-4ba4-ad00-54dae49fd23c,saxifragales,tracheophyta,"['0dab1fc7-ca99-456b-9985-76edbac003e0\\\\606dcf41-f58b-4ba4-ad00-54dae49fd23c', 'urn:uuid:606dcf41-f58b-4ba4-ad00-54dae49fd23c', '0dab1fc7-ca99-456b-9985-76edbac003e0\\\\10372490']",31010,0dab1fc7-ca99-456b-9985-76edbac003e0,heuchera richardsonii var. affinis,richardsonii,159,indiana,3032681,accepted,species,"paratype for <i>heuchera richardsonii</i> var. <i>affinis</i> rosend., butters & lakela in minnesota stud. pl. sci. 2: 124-126, 129. 1936",29af9611-67eb-4a63-95d0-fbc09105eb7d,june 7 1920,,,,Heuchera richardsonii var. affinis,-86.237392,41.085805
,,preservedspecimen,,heuchera richardsonii,ind-0046547,magnoliopsida,,28be2df2-5062-4277-a5d8-fdd890b9b10b,,charles c. deam,,,north america,1945.0,united states,usa,starke,7ddf754f-d193-4cc9-b351-99906754a03b,1916-06-01,2021-12-17T14:42:25.629739+00:00,0.30434782608695654,,,,,,a15a131abab56885fb8f68c5f5f2c4751034b1ac,saxifragaceae,,"['gbif_reference_added', 'dwc_taxonid_replaced', 'dwc_taxonrank_replaced', 'dwc_taxonomicstatus_added', 'gbif_genericname_added', 'gbif_taxon_corrected', 'dwc_scientificnameauthorship_replaced', 'dwc_multimedia_added', 'dwc_datasetid_added', 'idigbio_isocountrycode_added', 'gbif_vernacularname_added', 'dwc_phylum_replaced', 'gbif_canonicalname_added', 'dwc_continent_added', 'dwc_parentnameusageid_added', 'dwc_class_added']",,heuchera,,"{'lat': 41.346592, 'lon': -86.625014}",,true,true,plantae|magnoliophyta|eudicots|core eudicots|saxifragales|saxifragaceae|heuchera|heuchera richardsonii,,,affinis,ind,,,plantae,,,,,,,3.5 miles north of knox,,,,661bdee1-3097-42aa-8d53-cdac84e05017,,,,,4eb13a49-ce13-4492-b0b7-5e6db1098b5d,saxifragales,tracheophyta,"['urn:uuid:4eb13a49-ce13-4492-b0b7-5e6db1098b5d', '0dab1fc7-ca99-456b-9985-76edbac003e0\\\\10372282', '0dab1fc7-ca99-456b-9985-76edbac003e0\\\\4eb13a49-ce13-4492-b0b7-5e6db1098b5d']",19974,0dab1fc7-ca99-456b-9985-76edbac003e0,heuchera richardsonii var. affinis,richardsonii,153,indiana,3032681,accepted,species,"paratype for <i>heuchera richardsonii</i> var. <i>affinis</i> rosend., butters & lakela in minnesota stud. pl. sci. 2: 124-126, 129. 1936",4c5534f1-5f41-460d-915e-3deeded8e7b7,june 1 1916,,,,Heuchera richardsonii var. affinis,-86.625014,41.346592
,,preservedspecimen,,heuchera richardsonii,ind-0046542,magnoliopsida,,28be2df2-5062-4277-a5d8-fdd890b9b10b,,charles c. deam,,,north america,550.0,united states,usa,noble,7ddf754f-d193-4cc9-b351-99906754a03b,1924-07-02,2021-12-17T14:42:25.629739+00:00,0.30434782608695654,,,,,,2355cb10b7dc1120969cb9280fee798bb8defbc8,saxifragaceae,,"['gbif_reference_added', 'dwc_taxonid_replaced', 'dwc_taxonrank_replaced', 'dwc_taxonomicstatus_added', 'gbif_genericname_added', 'gbif_taxon_corrected', 'dwc_scientificnameauthorship_replaced', 'dwc_multimedia_added', 'dwc_datasetid_added', 'idigbio_isocountrycode_added', 'gbif_vernacularname_added', 'dwc_phylum_replaced', 'gbif_canonicalname_added', 'dwc_continent_added', 'dwc_parentnameusageid_added', 'dwc_class_added']",,heuchera,,"{'lat': 41.43868, 'lon': -85.523519}",,true,true,plantae|magnoliophyta|eudicots|core eudicots|saxifragales|saxifragaceae|heuchera|heuchera richardsonii,,,affinis,ind,,,plantae,,,,,,,"northeast side of diamond lake, southeast of ligonier",,,,6924a83c-119a-4b02-b3aa-c68720bc3a54,,,,,98d8f40e-a877-4f25-b05c-62b14b725873,saxifragales,tracheophyta,"['0dab1fc7-ca99-456b-9985-76edbac003e0\\\\98d8f40e-a877-4f25-b05c-62b14b725873', 'urn:uuid:98d8f40e-a877-4f25-b05c-62b14b725873', '0dab1fc7-ca99-456b-9985-76edbac003e0\\\\10372454']",40821,0dab1fc7-ca99-456b-9985-76edbac003e0,heuchera richardsonii var. affinis,richardsonii,184,indiana,3032681,accepted,species,"paratype for <i>heuchera richardsonii</i> var. <i>affinis</i> rosend., butters & lakela in minnesota stud. pl. sci. 2: 124-126, 129. 1936",689434bd-8cd7-4a6d-a067-ac242397c8fc,july 2 1924,,,,Heuchera richardsonii var. affinis,-85.523519,41.43868
