associatedsequences,barcodeValue,basisOfRecord,bed,canonicalName,catalogNumber,class,collectionCode,collectionID,collectionName,recordedBy,vernacularName,commonnames,continent,coordinateUncertaintyInMeters,country,isoCountryCode,county,datasetID,eventDate,dateModified,dataQualityScore,earliestAgeOrLowestStage,earliestEonOrLowestEonothem,earliestEpochOrLowestSeries,earliestEraOrLowestErathem,earliestPeriodOrLowestSystem,etag,family,fieldNumber,flags,formation,genus,geologicalContextID,geoPoint,group,hasImage,hasMedia,higherClassification,highestBiostratigraphicZone,individualCount,infraspecificEpithet,institutionCode,institutionID,institutionName,kingdom,latestAgeOrHighestStage,latestEonOrHighestEonothem,latestEpochOrHighestSeries,latestEraOrHighestErathem,latestPeriodOrHighestSystem,lithostratigraphicTerms,locality,lowestBiostratigraphicZone,maximumDepthInMeters,maximumElevationInMeters,mediarecords,member,minimumDepthInMeters,minimumElevationInMeters,municipality,occurrenceID,order,phylum,recordIds,recordNumber,recordset,scientificName,specificEpithet,startDayOfYear,stateProvince,taxonID,taxonomicStatus,taxonRank,typeStatus,uuid,verbatimEventDate,verbatimLocality,version,waterBody,species_name,x,y
,,preservedspecimen,,heuchera villosa,ncu00053804,magnoliopsida,vascular plants,17f2d0fa-39a6-4465-8055-1d6fc12eeda2,,"culwell, donald edward; culwell, deborah mcbroom",,,north america,1000.0,united states,usa,faulkner,7ddf754f-d193-4cc9-b351-99906754a03b,1976-10-06,2022-04-27T13:54:29.080943+00:00,0.2898550724637681,,,,,,4950fa4930ceb57374b3ce0f71728b269ed8b9d8,saxifragaceae,,"['gbif_reference_added', 'dwc_taxonid_replaced', 'dwc_taxonrank_replaced', 'gbif_genericname_added', 'gbif_taxon_corrected', 'dwc_scientificnameauthorship_replaced', 'dwc_multimedia_added', 'dwc_datasetid_added', 'idigbio_isocountrycode_added', 'gbif_vernacularname_added', 'dwc_phylum_replaced', 'gbif_canonicalname_added', 'dwc_taxonomicstatus_added', 'dwc_continent_added', 'dwc_parentnameusageid_added', 'dwc_class_added']",,heuchera,,"{'lat': 35.288701, 'lon': -92.476506}",,true,true,plantae|magnoliophyta|eudicots|core eudicots|saxifragales|saxifragaceae|heuchera|heuchera villosa,,,arkansana,ncu,,,plantae,,,,,,,on cove creek at kiwanis camp approx. 2 mi. s of martinville on ark. 285.,,,,b998a028-91dc-4b2a-a6e3-537f2b080228,,,,,b343d5eb-41a0-43b1-a61f-353170f115c2,saxifragales,tracheophyta,"['urn:uuid:b343d5eb-41a0-43b1-a61f-353170f115c2', '4e3043a6-d48a-4a35-b5fb-f67d50cbc158\\\\9591958', '4e3043a6-d48a-4a35-b5fb-f67d50cbc158\\\\b343d5eb-41a0-43b1-a61f-353170f115c2']",4509,4e3043a6-d48a-4a35-b5fb-f67d50cbc158,heuchera villosa var. arkansana,villosa,280,arkansas,3032655,accepted,species,,7c40fe0c-5d0d-4aa5-acd6-2bbeee543e21,,,,,Heuchera villosa var. arkansana,-92.476506,35.288701
,,preservedspecimen,,heuchera villosa,anhc011599,magnoliopsida,,895c5098-80b9-43fd-a77b-85daedae48cc,,theo witsell,,,north america,,united states,usa,madison,7ddf754f-d193-4cc9-b351-99906754a03b,2009-07-22,2021-12-17T13:36:22.998215+00:00,0.2608695652173913,,,,,,66c052f9a87f282aff592671252f4d99cda8bd5b,saxifragaceae,,"['geopoint_datum_missing', 'dwc_multimedia_added', 'gbif_reference_added', 'dwc_taxonid_replaced', 'dwc_taxonrank_replaced', 'dwc_taxonomicstatus_added', 'gbif_genericname_added', 'gbif_taxon_corrected', 'dwc_scientificnameauthorship_replaced', 'dwc_datasetid_added', 'idigbio_isocountrycode_added', 'gbif_vernacularname_added', 'dwc_phylum_replaced', 'gbif_canonicalname_added', 'dwc_continent_added', 'dwc_parentnameusageid_added', 'dwc_class_added']",,heuchera,,"{'lat': 35.8893, 'lon': -93.5769}",,true,true,plantae|magnoliophyta|eudicots|core eudicots|saxifragales|saxifragaceae|heuchera|heuchera villosa,,,arkansana,anhc,,,plantae,,,,,,,boston mountains. upper boston mountains ecoregion. usgs weathers 7.5' quad. 3.6 mi. nne of boston. kings river natural area. along mink creek near confluence with kings river.,,,,0738ab5c-463e-4090-bc63-4df7217f1a47,,,,,1639bddc-5e01-491d-a297-923ee480e3dc,saxifragales,tracheophyta,"['9e1958fb-1dc4-4375-ae35-67ba7f9c7afe\\\\21193014', '9e1958fb-1dc4-4375-ae35-67ba7f9c7afe\\\\1639bddc-5e01-491d-a297-923ee480e3dc']",09-0287,9e1958fb-1dc4-4375-ae35-67ba7f9c7afe,heuchera villosa var. arkansana,villosa,203,arkansas,3032655,accepted,species,,19493daa-6356-40be-9ae0-79b8978671ec,2009-7-22,,,,Heuchera villosa var. arkansana,-93.5769,35.8893
,,preservedspecimen,,heuchera villosa,anhc004617,magnoliopsida,,895c5098-80b9-43fd-a77b-85daedae48cc,,brent baker,,,north america,,united states,usa,pope,7ddf754f-d193-4cc9-b351-99906754a03b,2013-08-23,2021-12-17T13:36:22.998215+00:00,0.2608695652173913,,,,,,f1cbbab009115f3a20c215733cbe6d8bd5fb441d,saxifragaceae,,"['geopoint_datum_missing', 'dwc_multimedia_added', 'dwc_taxonid_replaced', 'dwc_taxonrank_replaced', 'dwc_taxonomicstatus_added', 'gbif_genericname_added', 'gbif_taxon_corrected', 'dwc_scientificnameauthorship_replaced', 'dwc_datasetid_added', 'gbif_reference_added', 'idigbio_isocountrycode_added', 'gbif_vernacularname_added', 'dwc_phylum_replaced', 'gbif_canonicalname_added', 'dwc_continent_added', 'dwc_parentnameusageid_added', 'dwc_class_added']",,heuchera,,"{'lat': 35.62649, 'lon': -93.12199}",,true,true,plantae|magnoliophyta|eudicots|core eudicots|saxifragales|saxifragaceae|heuchera|heuchera villosa,,,arkansana,anhc,,,plantae,,,,,,,"boston mountains. lower boston mountains ecoregion. usgs sand gap 7.5' quad. ozark national forest. about 6.7 air mi. ssw of sand gap. along indian creek, just e of indian creek rd. (forest service rd. 1808) about 1.7 rd. mi. n of jct. with treat rd. trs: t11n r20w s4 sw4sw4se4",,,,f0d3d878-2f15-4c27-b962-023a90b15e62,,,,,9a537340-14a0-44b9-8aac-d23b9d949aad,saxifragales,tracheophyta,"['9e1958fb-1dc4-4375-ae35-67ba7f9c7afe\\\\21192813', '9e1958fb-1dc4-4375-ae35-67ba7f9c7afe\\\\9a537340-14a0-44b9-8aac-d23b9d949aad']",13-0128,9e1958fb-1dc4-4375-ae35-67ba7f9c7afe,heuchera villosa var. arkansana,villosa,235,arkansas,3032655,accepted,species,,2f851943-deaa-400f-b2ad-bfe8edbadf30,2013-8-23,,,,Heuchera villosa var. arkansana,-93.12199,35.62649
,,preservedspecimen,,heuchera villosa,anhc004618,magnoliopsida,,895c5098-80b9-43fd-a77b-85daedae48cc,,"theo witsell; mary alice beer, eric sundell et al.",,,north america,100.0,united states,usa,van buren,7ddf754f-d193-4cc9-b351-99906754a03b,2004-09-26,2021-12-17T13:36:22.998215+00:00,0.2753623188405797,,,,,,9342e7ca9bb1b58055dc1b160a9355ed91b3cf9e,saxifragaceae,,"['geopoint_datum_missing', 'dwc_multimedia_added', 'dwc_taxonid_replaced', 'dwc_taxonrank_replaced', 'dwc_taxonomicstatus_added', 'gbif_genericname_added', 'gbif_taxon_corrected', 'dwc_datasetid_added', 'gbif_reference_added', 'idigbio_isocountrycode_added', 'gbif_vernacularname_added', 'dwc_phylum_replaced', 'gbif_canonicalname_added', 'dwc_scientificnameauthorship_replaced', 'dwc_continent_added', 'dwc_parentnameusageid_added', 'dwc_class_added']",,heuchera,,"{'lat': 35.64628, 'lon': -92.24347}",,true,true,plantae|magnoliophyta|eudicots|core eudicots|saxifragales|saxifragaceae|heuchera|heuchera villosa,,,arkansana,anhc,,,plantae,,,,,,,boston mountains. lower boston mountains ecoregion. usgs parma 7.5' quad. at mouth of deadland hollow above sandiff road and arm of greers ferry lake (north fork of the little red river). trs: t12n r12w s27 ne4se4,,,,0f851059-6a9f-454e-8351-f3078265a6d5,,,,,29160edb-96ef-4d15-8e7d-977148500da8,saxifragales,tracheophyta,"['9e1958fb-1dc4-4375-ae35-67ba7f9c7afe\\\\29160edb-96ef-4d15-8e7d-977148500da8', '9e1958fb-1dc4-4375-ae35-67ba7f9c7afe\\\\21192814']",04-1352,9e1958fb-1dc4-4375-ae35-67ba7f9c7afe,heuchera villosa var. arkansana,villosa,270,arkansas,3032655,accepted,species,,19e83538-edeb-4939-b44d-d7665ddc6b11,2004-9-26,,,,Heuchera villosa var. arkansana,-92.24347,35.64628
,,preservedspecimen,,heuchera villosa,anhc004615,magnoliopsida,,895c5098-80b9-43fd-a77b-85daedae48cc,,brent baker,,,north america,,united states,usa,pope,7ddf754f-d193-4cc9-b351-99906754a03b,2012-08-30,2021-12-17T13:36:22.998215+00:00,0.2608695652173913,,,,,,c30cbe13eafd3db6836c0debcfa9e80c34d9e78a,saxifragaceae,,"['geopoint_datum_missing', 'dwc_multimedia_added', 'dwc_taxonid_replaced', 'dwc_taxonrank_replaced', 'dwc_taxonomicstatus_added', 'gbif_genericname_added', 'gbif_taxon_corrected', 'dwc_scientificnameauthorship_replaced', 'dwc_datasetid_added', 'gbif_reference_added', 'idigbio_isocountrycode_added', 'gbif_vernacularname_added', 'dwc_phylum_replaced', 'gbif_canonicalname_added', 'dwc_continent_added', 'dwc_parentnameusageid_added', 'dwc_class_added']",,heuchera,,"{'lat': 35.65082, 'lon': -93.00591}",,true,true,plantae|magnoliophyta|eudicots|core eudicots|saxifragales|saxifragaceae|heuchera|heuchera villosa,,,arkansana,anhc,,,plantae,,,,,,,"boston mountains. lower boston mountains ecoregion. usgs sand gap 7.5' quad. ozark national forest. west bank of north fork illinois bayou, immediately upstream of victor rd. (forest service rd. 1000) crossing near the old community of victor, about 4.6 mi. e of jct. with ar hwy 7, s of sand gap. trs: t12n r19w s34 nw4nw4",,,,8c04e76b-166b-403f-bbb6-561f0cea5902,,,,,61a3bd78-53a6-4b5b-904e-a989bd6cb473,saxifragales,tracheophyta,"['9e1958fb-1dc4-4375-ae35-67ba7f9c7afe\\\\21192811', '9e1958fb-1dc4-4375-ae35-67ba7f9c7afe\\\\61a3bd78-53a6-4b5b-904e-a989bd6cb473']",12-0216,9e1958fb-1dc4-4375-ae35-67ba7f9c7afe,heuchera villosa var. arkansana,villosa,243,arkansas,3032655,accepted,species,,8bebf7ec-3176-4ddd-9827-14fb28414e78,2012-8-30,,,,Heuchera villosa var. arkansana,-93.00591,35.65082
,,preservedspecimen,,heuchera villosa,anhc004612,magnoliopsida,,895c5098-80b9-43fd-a77b-85daedae48cc,,brent baker,,,north america,,united states,usa,madison,7ddf754f-d193-4cc9-b351-99906754a03b,2013-07-31,2021-12-17T13:36:22.998215+00:00,0.2608695652173913,,,,,,ece80f015bf736f0f76a049690d79887be99e9ab,saxifragaceae,,"['geopoint_datum_missing', 'dwc_multimedia_added', 'dwc_taxonid_replaced', 'dwc_taxonrank_replaced', 'dwc_taxonomicstatus_added', 'gbif_genericname_added', 'gbif_taxon_corrected', 'dwc_scientificnameauthorship_replaced', 'dwc_datasetid_added', 'gbif_reference_added', 'idigbio_isocountrycode_added', 'gbif_vernacularname_added', 'dwc_phylum_replaced', 'gbif_canonicalname_added', 'dwc_continent_added', 'dwc_parentnameusageid_added', 'dwc_class_added']",,heuchera,,"{'lat': 35.90711, 'lon': -93.57109}",,true,true,plantae|magnoliophyta|eudicots|core eudicots|saxifragales|saxifragaceae|heuchera|heuchera villosa,,,arkansana,anhc,,,plantae,,,,,,,"boston mountains. upper boston mountains ecoregion. usgs weathers 7.5' quad. kings river falls natural area. along kings river about 0.5 stream mi. downstream of the falls, or about 1.3 stream mi. downstream of madison co. rd. 3500 crossing. n of boston and se of venus. trs: t14n r24w s6 nw4",,,,0e86f52d-e8be-4794-8129-d56ce053ad98,,,,,5aaabc63-fbab-4064-abcb-f8c8060cb351,saxifragales,tracheophyta,"['9e1958fb-1dc4-4375-ae35-67ba7f9c7afe\\\\5aaabc63-fbab-4064-abcb-f8c8060cb351', '9e1958fb-1dc4-4375-ae35-67ba7f9c7afe\\\\21192808']",13-0112,9e1958fb-1dc4-4375-ae35-67ba7f9c7afe,heuchera villosa var. arkansana,villosa,212,arkansas,3032655,accepted,species,,20938615-485f-4139-8267-f1865906f4da,2013-7-31,,,,Heuchera villosa var. arkansana,-93.57109,35.90711
,,preservedspecimen,,heuchera villosa,anhc008093,magnoliopsida,,895c5098-80b9-43fd-a77b-85daedae48cc,,theo witsell; dwayne estes,,,north america,100.0,united states,usa,pope,7ddf754f-d193-4cc9-b351-99906754a03b,2013-06-26,2021-12-17T13:36:22.998215+00:00,0.2753623188405797,,,,,,c4c29a20b177fb5ef47aa50acd52bca64984c74c,saxifragaceae,,"['geopoint_datum_missing', 'dwc_multimedia_added', 'dwc_taxonid_replaced', 'dwc_taxonrank_replaced', 'dwc_taxonomicstatus_added', 'gbif_genericname_added', 'gbif_taxon_corrected', 'dwc_datasetid_added', 'gbif_reference_added', 'idigbio_isocountrycode_added', 'gbif_vernacularname_added', 'dwc_phylum_replaced', 'gbif_canonicalname_added', 'dwc_scientificnameauthorship_replaced', 'dwc_continent_added', 'dwc_parentnameusageid_added', 'dwc_class_added']",,heuchera,,"{'lat': 35.54991, 'lon': -93.15599}",,true,true,plantae|magnoliophyta|eudicots|core eudicots|saxifragales|saxifragaceae|heuchera|heuchera villosa,,,arkansana,anhc,,,plantae,,,,,,,"boston mountains. lower boston mountains ecoregion. usgs treat 7.5' quad. ozark national forest. long pool recreation area. s side of big piney river, e of campgrounds.",,,,7f3a4a87-caed-4682-9b7f-42690dba4b75,,,,,ecf064fc-0bb0-43a7-a819-f7b90e71ffcb,saxifragales,tracheophyta,"['9e1958fb-1dc4-4375-ae35-67ba7f9c7afe\\\\21192890', '9e1958fb-1dc4-4375-ae35-67ba7f9c7afe\\\\ecf064fc-0bb0-43a7-a819-f7b90e71ffcb']",13-0114,9e1958fb-1dc4-4375-ae35-67ba7f9c7afe,heuchera villosa var. arkansana,villosa,177,arkansas,3032655,accepted,species,,5a24de5d-4bed-484e-a525-44ceae8a15f6,2013-6-26,,,,Heuchera villosa var. arkansana,-93.15599,35.54991
,,preservedspecimen,,heuchera villosa,anhc009496,magnoliopsida,,895c5098-80b9-43fd-a77b-85daedae48cc,,theo witsell,,,north america,,united states,usa,faulkner,7ddf754f-d193-4cc9-b351-99906754a03b,2009-08-27,2021-12-17T13:36:22.998215+00:00,0.2608695652173913,,,,,,421fc394f64ffd12968bd83e3ce021a13ae53507,saxifragaceae,,"['geopoint_datum_missing', 'dwc_multimedia_added', 'gbif_reference_added', 'dwc_taxonid_replaced', 'dwc_taxonrank_replaced', 'dwc_taxonomicstatus_added', 'gbif_genericname_added', 'gbif_taxon_corrected', 'dwc_scientificnameauthorship_replaced', 'dwc_datasetid_added', 'idigbio_isocountrycode_added', 'gbif_vernacularname_added', 'dwc_phylum_replaced', 'gbif_canonicalname_added', 'dwc_continent_added', 'dwc_parentnameusageid_added', 'dwc_class_added']",,heuchera,,"{'lat': 35.29131, 'lon': -92.47818}",,true,true,plantae|magnoliophyta|eudicots|core eudicots|saxifragales|saxifragaceae|heuchera|heuchera villosa,,,arkansana,anhc,,,plantae,,,,,,,arkansas valley. arkansas valley hills ecoregion. usgs damascus 7.5' quad. cove creek natural area. w of cove creek.,,,,9aa56f1e-961e-4074-8279-155d3fe8b5e9,,,,,8ab9d1d2-eda6-40a6-8144-21df00b65644,saxifragales,tracheophyta,"['9e1958fb-1dc4-4375-ae35-67ba7f9c7afe\\\\21192929', '9e1958fb-1dc4-4375-ae35-67ba7f9c7afe\\\\8ab9d1d2-eda6-40a6-8144-21df00b65644']",09-0502,9e1958fb-1dc4-4375-ae35-67ba7f9c7afe,heuchera villosa var. arkansana,villosa,239,arkansas,3032655,accepted,species,,e3d8e1a4-969c-41f8-b439-611bc78c388a,2009-8-27,,,,Heuchera villosa var. arkansana,-92.47818,35.29131
,,preservedspecimen,,heuchera villosa,anhc008410,magnoliopsida,,895c5098-80b9-43fd-a77b-85daedae48cc,,theo witsell,,,north america,100.0,united states,usa,independence,7ddf754f-d193-4cc9-b351-99906754a03b,2013-09-24,2021-12-17T13:36:22.998215+00:00,0.2753623188405797,,,,,,373c289613d718550df83a590c748bf31447df0a,saxifragaceae,,"['geopoint_datum_missing', 'dwc_multimedia_added', 'dwc_taxonid_replaced', 'dwc_taxonrank_replaced', 'dwc_taxonomicstatus_added', 'gbif_genericname_added', 'gbif_taxon_corrected', 'dwc_datasetid_added', 'gbif_reference_added', 'idigbio_isocountrycode_added', 'gbif_vernacularname_added', 'dwc_phylum_replaced', 'gbif_canonicalname_added', 'dwc_scientificnameauthorship_replaced', 'dwc_continent_added', 'dwc_parentnameusageid_added', 'dwc_class_added']",,heuchera,,"{'lat': 35.72449, 'lon': -91.82301}",,true,true,plantae|magnoliophyta|eudicots|core eudicots|saxifragales|saxifragaceae|heuchera|heuchera villosa,,,arkansana,anhc,,,plantae,,,,,,,boston mountains. lower boston mountains ecoregion. usgs concord 7.5' quad. 4.5 mi. w of locust grove & 0.65 mi. ssse of top of round mountain. hall property.,,,,453e8a35-e079-4207-8194-b67d36daa36b,,,,,87b828d3-3a82-49cc-bde7-1cf6c3029517,saxifragales,tracheophyta,"['9e1958fb-1dc4-4375-ae35-67ba7f9c7afe\\\\87b828d3-3a82-49cc-bde7-1cf6c3029517', '9e1958fb-1dc4-4375-ae35-67ba7f9c7afe\\\\21192905']",13-0369,9e1958fb-1dc4-4375-ae35-67ba7f9c7afe,heuchera villosa var. arkansana,villosa,267,arkansas,3032655,accepted,species,,0e4a08f4-2340-4cc5-967a-0b554d0ddbe7,2013-9-24,,,,Heuchera villosa var. arkansana,-91.82301,35.72449
,,preservedspecimen,,heuchera villosa,anhc011393,magnoliopsida,,895c5098-80b9-43fd-a77b-85daedae48cc,,theo witsell; bill baltosser,,,north america,100.0,united states,usa,newton,7ddf754f-d193-4cc9-b351-99906754a03b,2011-07-21,2021-12-17T13:36:22.998215+00:00,0.2753623188405797,,,,,,91ebd67e3e1f27f05b701d8b5e0dbcdb2d72c203,saxifragaceae,,"['geopoint_datum_missing', 'dwc_multimedia_added', 'dwc_taxonid_replaced', 'dwc_taxonrank_replaced', 'dwc_taxonomicstatus_added', 'gbif_genericname_added', 'gbif_taxon_corrected', 'dwc_datasetid_added', 'gbif_reference_added', 'idigbio_isocountrycode_added', 'gbif_vernacularname_added', 'dwc_phylum_replaced', 'gbif_canonicalname_added', 'dwc_scientificnameauthorship_replaced', 'dwc_continent_added', 'dwc_parentnameusageid_added', 'dwc_class_added']",,heuchera,,"{'lat': 35.96686, 'lon': -92.95874}",,true,true,plantae|magnoliophyta|eudicots|core eudicots|saxifragales|saxifragaceae|heuchera|heuchera villosa,,,arkansana,anhc,,,plantae,,,,,,,"ozark highlands. dissected springfield plateau-elk river hills ecoregion. usgs eula 7.5' quad. gene rush wildlife management area. s side of cave creek, e of linear, streamside field n of cr 252, 0.3 mi. e of low water bridge. this is on the outside of a bend where the creek turns northward.",,,,78491320-9873-4b8e-a2d9-5d840ce2d5de,,,,,05900825-99cd-4374-be7a-8edea7225251,saxifragales,tracheophyta,"['9e1958fb-1dc4-4375-ae35-67ba7f9c7afe\\\\05900825-99cd-4374-be7a-8edea7225251', '9e1958fb-1dc4-4375-ae35-67ba7f9c7afe\\\\21193004']",11-0255,9e1958fb-1dc4-4375-ae35-67ba7f9c7afe,heuchera villosa var. arkansana,villosa,202,arkansas,3032655,accepted,species,,63b61843-121d-43fa-8474-30c4e231247e,2011-7-21,,,,Heuchera villosa var. arkansana,-92.95874,35.96686
