associatedsequences,barcodeValue,basisOfRecord,bed,canonicalName,catalogNumber,class,collectionCode,collectionID,collectionName,recordedBy,vernacularName,commonnames,continent,coordinateUncertaintyInMeters,country,isoCountryCode,county,datasetID,eventDate,dateModified,dataQualityScore,earliestAgeOrLowestStage,earliestEonOrLowestEonothem,earliestEpochOrLowestSeries,earliestEraOrLowestErathem,earliestPeriodOrLowestSystem,etag,family,fieldNumber,flags,formation,genus,geologicalContextID,geoPoint,group,hasImage,hasMedia,higherClassification,highestBiostratigraphicZone,individualCount,infraspecificEpithet,institutionCode,institutionID,institutionName,kingdom,latestAgeOrHighestStage,latestEonOrHighestEonothem,latestEpochOrHighestSeries,latestEraOrHighestErathem,latestPeriodOrHighestSystem,lithostratigraphicTerms,locality,lowestBiostratigraphicZone,maximumDepthInMeters,maximumElevationInMeters,mediarecords,member,minimumDepthInMeters,minimumElevationInMeters,municipality,occurrenceID,order,phylum,recordIds,recordNumber,recordset,scientificName,specificEpithet,startDayOfYear,stateProvince,taxonID,taxonomicStatus,taxonRank,typeStatus,uuid,verbatimEventDate,verbatimLocality,version,waterBody,species_name,x,y
,,preservedspecimen,,heuchera parvifolia,553027,magnoliopsida,bot-bc,http://grscicoll.org/institutional-collection/botany,,"howald, ann",,,north america,,united states,usa,mono county,7ddf754f-d193-4cc9-b351-99906754a03b,2017-08-02,2022-01-11T02:47:40.264113+00:00,0.30434782608695654,,,,,,08a9e3837117496b82ca681231d07f9d89ff8364,saxifragaceae,,"['geopoint_datum_missing', 'dwc_taxonrank_added', 'dwc_multimedia_added', 'gbif_reference_added', 'gbif_canonicalname_added', 'dwc_taxonomicstatus_added', 'gbif_genericname_added', 'dwc_datasetid_added', 'dwc_order_replaced', 'dwc_scientificnameauthorship_replaced', 'dwc_parentnameusageid_added', 'dwc_phylum_replaced', 'dwc_taxonid_added', 'idigbio_isocountrycode_added', 'gbif_vernacularname_added', 'gbif_taxon_corrected']",,heuchera,,"{'lat': 38.2336111111, 'lon': -119.0809166667}",,false,false,plantae; spermatophyta; magnoliopsida; rosales; saxifragaceae,,,,cas,http://grscicoll.org/institution/california-academy-sciences,,plantae,,,,,,,"east of sierra nevada: bodie hills, potato peak, upper rough creek drainage, c. 0.4 miles southeast of summit",,,,,,,2923.0,,urn:catalog:cas:bot-bc:553027,saxifragales,tracheophyta,['26f7cbde-fbcb-4500-80a9-a99daa0ead9d\\\\urn:catalog:cas:bot-bc:553027'],4378,26f7cbde-fbcb-4500-80a9-a99daa0ead9d,heuchera parvifolia  nutt. ex torr. & a. gray,parvifolia,214,california,3032666,accepted,species,,5e18d129-6b9b-48aa-a9a8-36c30c63f0a1,02 aug 2017,,,,Heuchera parvifolia  nutt. ex torr. & a. gray,-119.0809166667,38.2336111111
