associatedsequences,barcodeValue,basisOfRecord,bed,canonicalName,catalogNumber,class,collectionCode,collectionID,collectionName,recordedBy,vernacularName,commonnames,continent,coordinateUncertaintyInMeters,country,isoCountryCode,county,datasetID,eventDate,dateModified,dataQualityScore,earliestAgeOrLowestStage,earliestEonOrLowestEonothem,earliestEpochOrLowestSeries,earliestEraOrLowestErathem,earliestPeriodOrLowestSystem,etag,family,fieldNumber,flags,formation,genus,geologicalContextID,geoPoint,group,hasImage,hasMedia,higherClassification,highestBiostratigraphicZone,individualCount,infraspecificEpithet,institutionCode,institutionID,institutionName,kingdom,latestAgeOrHighestStage,latestEonOrHighestEonothem,latestEpochOrHighestSeries,latestEraOrHighestErathem,latestPeriodOrHighestSystem,lithostratigraphicTerms,locality,lowestBiostratigraphicZone,maximumDepthInMeters,maximumElevationInMeters,mediarecords,member,minimumDepthInMeters,minimumElevationInMeters,municipality,occurrenceID,order,phylum,recordIds,recordNumber,recordset,scientificName,specificEpithet,startDayOfYear,stateProvince,taxonID,taxonomicStatus,taxonRank,typeStatus,uuid,verbatimEventDate,verbatimLocality,version,waterBody,species_name,x,y
,,preservedspecimen,,heuchera,can 66887,magnoliopsida,can,http://grbio.org/cool/4w1m-4a6d,,"macoun, john",,,north america,,canada,can,,7ddf754f-d193-4cc9-b351-99906754a03b,1880-08-14,2022-03-11T03:14:50.049242+00:00,0.2318840579710145,,,,,,bb07af6445785a012cba8a5f878d1af0bef54748,saxifragaceae,,"['geopoint_datum_missing', 'geopoint_low_precision', 'dwc_order_replaced', 'dwc_multimedia_added', 'dwc_taxonrank_replaced', 'dwc_taxonomicstatus_added', 'gbif_genericname_added', 'gbif_taxon_corrected', 'dwc_continent_added', 'dwc_phylum_replaced', 'dwc_taxonid_added', 'idigbio_isocountrycode_added', 'gbif_vernacularname_added', 'gbif_canonicalname_added', 'dwc_scientificnameauthorship_replaced', 'dwc_parentnameusageid_added', 'dwc_datasetid_replaced']",,heuchera,,"{'lat': 49.6667, 'lon': -109.5}",,false,false,plantae; magnoliophyta; magnoliopsida; rosidae; rosales; saxifragaceae; heuchera; variety flabellifolia;,,1.0,,cmn,http://biocol.org/urn:lsid:biocol.org:col:34935,,plantae,,,,,,,cypress hills,,,,,,,,,31f919d0-b734-7344-d894-a7ae5f6db2ed,saxifragales,tracheophyta,['8057906f-17c9-4e25-b173-4e7fb938078b\\\\31f919d0-b734-7344-d894-a7ae5f6db2ed'],,8057906f-17c9-4e25-b173-4e7fb938078b,heuchera xxheuchera flabellifolia var. flabellifolia rydb.,,227,saskatchewan (prov.),3032645,accepted,genus,,aa7adced-d925-4289-977b-3ac155965799,1880-08-14,,,,Heuchera xxheuchera flabellifolia var. flabellifolia rydb.,-109.5,49.6667
