associatedsequences,barcodeValue,basisOfRecord,bed,canonicalName,catalogNumber,class,collectionCode,collectionID,collectionName,recordedBy,vernacularName,commonnames,continent,coordinateUncertaintyInMeters,country,isoCountryCode,county,datasetID,eventDate,dateModified,dataQualityScore,earliestAgeOrLowestStage,earliestEonOrLowestEonothem,earliestEpochOrLowestSeries,earliestEraOrLowestErathem,earliestPeriodOrLowestSystem,etag,family,fieldNumber,flags,formation,genus,geologicalContextID,geoPoint,group,hasImage,hasMedia,higherClassification,highestBiostratigraphicZone,individualCount,infraspecificEpithet,institutionCode,institutionID,institutionName,kingdom,latestAgeOrHighestStage,latestEonOrHighestEonothem,latestEpochOrHighestSeries,latestEraOrHighestErathem,latestPeriodOrHighestSystem,lithostratigraphicTerms,locality,lowestBiostratigraphicZone,maximumDepthInMeters,maximumElevationInMeters,mediarecords,member,minimumDepthInMeters,minimumElevationInMeters,municipality,occurrenceID,order,phylum,recordIds,recordNumber,recordset,scientificName,specificEpithet,startDayOfYear,stateProvince,taxonID,taxonomicStatus,taxonRank,typeStatus,uuid,verbatimEventDate,verbatimLocality,version,waterBody,species_name,x,y
,,preservedspecimen,,heuchera richardsonii,100260335,magnoliopsida,mo,http://biocol.org/urn:lsid:biocol.org:col:15859,,karen m. meyer|a. l. stahnke,,,north america,,united states,usa,crook,7ddf754f-d193-4cc9-b351-99906754a03b,,2016-03-09T09:12:45.040858+00:00,0.2608695652173913,,,,,,e8d51b2599de642c1207f0f254137c72beaeb17e,saxifragaceae,134,"['geopoint_datum_missing', 'dwc_taxonrank_added', 'dwc_multimedia_added', 'dwc_phylum_added', 'dwc_taxonid_replaced', 'idigbio_isocountrycode_added', 'dwc_taxonomicstatus_added', 'gbif_genericname_added', 'gbif_taxon_corrected', 'dwc_order_added', 'dwc_scientificnameauthorship_replaced', 'dwc_datasetid_added', 'gbif_canonicalname_added', 'gbif_reference_added', 'gbif_vernacularname_added', 'dwc_parentnameusageid_added', 'dwc_class_added']",,heuchera,,"{'lat': 44.4666389, 'lon': -104.4366666}",,false,false,,,4.0,hispidior,mo,,,plantae,,,,,,,"black hills national forest, bear lodge mountains. 6.2 miles north on forest service at 838 n of hwy 14, turn at forest road 839 pullout at ca. 1 mile.",,,,,,,1905.0,,urn:catalog:mo:tropicos:100260335,saxifragales,tracheophyta,['5386d272-06c6-4027-b5d5-d588c2afe5e5\\\\urn:catalog:mo:tropicos:100260335'],meyer 788,5386d272-06c6-4027-b5d5-d588c2afe5e5,"heuchera richardsonii var. hispidior rosend., butters & lakela",richardsonii,201,wyoming,3032681,accepted,species,,adefa8d6-8ad7-4b2e-b770-3193759128c2,,,,,"Heuchera richardsonii var. hispidior rosend., butters & lakela",-104.4366666,44.4666389
