Predictor variable,Categorical,Sample average
alt,false,908.7526315789473
alt,false,908.7526315789473
bio1,false,90.82105263157895
bio1,false,90.82105263157895
bio10,false,172.92631578947368
bio10,false,172.92631578947368
bio11,false,10.673684210526316
bio11,false,10.673684210526316
bio12,false,790.1
bio12,false,790.1
bio13,false,113.83157894736843
bio13,false,113.83157894736843
bio14,false,29.08421052631579
bio14,false,29.08421052631579
bio15,false,41.794736842105266
bio15,false,41.794736842105266
bio16,false,313.0105263157895
bio16,false,313.0105263157895
bio17,false,101.78947368421052
bio17,false,101.78947368421052
bio18,false,200.3
bio18,false,200.3
bio19,false,200.7263157894737
bio19,false,200.7263157894737
bio2,false,114.04736842105264
bio2,false,114.04736842105264
bio3,false,38.642105263157895
bio3,false,38.642105263157895
bio4,false,6360.0526315789475
bio4,false,6360.0526315789475
bio5,false,249.04736842105262
bio5,false,249.04736842105262
bio6,false,-46.11578947368421
bio6,false,-46.11578947368421
bio7,false,295.16315789473686
bio7,false,295.16315789473686
bio8,false,115.92105263157895
bio8,false,115.92105263157895
bio9,false,71.18947368421053
bio9,false,71.18947368421053
mask,true,50.0
