Predictor variable,Categorical,Sample average
alt,false,996.25
alt,false,996.25
bio1,false,135.5
bio1,false,135.5
bio10,false,208.75
bio10,false,208.75
bio11,false,74.0
bio11,false,74.0
bio12,false,503.75
bio12,false,503.75
bio13,false,92.75
bio13,false,92.75
bio14,false,2.0
bio14,false,2.0
bio15,false,78.0
bio15,false,78.0
bio16,false,262.25
bio16,false,262.25
bio17,false,22.0
bio17,false,22.0
bio18,false,38.0
bio18,false,38.0
bio19,false,243.0
bio19,false,243.0
bio2,false,151.5
bio2,false,151.5
bio3,false,50.5
bio3,false,50.5
bio4,false,5346.25
bio4,false,5346.25
bio5,false,304.5
bio5,false,304.5
bio6,false,6.75
bio6,false,6.75
bio7,false,297.75
bio7,false,297.75
bio8,false,79.5
bio8,false,79.5
bio9,false,184.75
bio9,false,184.75
mask,true,50.0
