X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
-117.67175,34.23358,train,0.03446518273823787,99.99998439446564,0.9364843102808525
-118.8785,34.627,train,0.020156475388128453,53.49294475573212,0.8005280331186331
-119.17975,34.5261,train,0.027750325915166345,76.36376330987825,0.8913284421982517
-117.40667,34.27083,train,0.024079770194931384,62.80234924337948,0.8542496715487906
-118.4847,35.0468,train,0.00580456679317102,21.245912747796748,0.3713871127312316
-118.94639,34.8615,train,0.004969171733944629,16.26819016062279,0.327952420351718
-119.0045,34.4664,train,0.004634987177768964,14.804210772787398,0.3097480545780825
-117.57722,34.20167,train,0.02726016449207505,70.84532749711994,0.8869836608863835
-118.12056,34.28472,train,0.028960781131808916,90.58708493081082,0.9013557547646284
-119.161,34.623,train,0.027896771988891348,79.15241363584217,0.8925938344988434
-118.69419,35.54489,train,0.005983577642261272,24.77756943959552,0.3803228392170359
-117.969,34.21781,train,0.028459191628935555,84.81959453416447,0.8973180656374118
-117.937008,34.338624,train,0.02900879789593418,93.48806023379133,0.9017338519286012
-117.750503,34.373337,train,0.023390108484153217,60.39450590506129,0.8459845253803249
-118.18515,34.26535,train,0.014752929129037605,46.00083357204258,0.6926951032701751
-116.6796,33.8147,train,0.008666863599232279,34.98331361778989,0.5000071189423217
-119.145232,34.81291,train,0.026232590682227018,65.42570101798083,0.8773032264137564
-119.595,34.7,train,0.030652943333980224,96.55352090218098,0.9138419361576867
-117.71,34.11,train,0.005662196134953205,18.939739728037758,0.36418846201482535
-119.417,34.478,train,0.006779133621385959,28.026086623263488,0.41852302088174187
-118.25724,34.35068,train,0.011945151486972293,43.271493938204635,0.6153238481146788
-119.1769,34.9227,train,0.01778092868731092,49.50535339178831,0.7587904624058904
