Predictor variable,Categorical,Sample average
alt,false,1164.3181818181818
alt,false,1164.3181818181818
bio1,false,131.4090909090909
bio1,false,131.4090909090909
bio10,false,209.54545454545453
bio10,false,209.54545454545453
bio11,false,66.9090909090909
bio11,false,66.9090909090909
bio12,false,556.4090909090909
bio12,false,556.4090909090909
bio13,false,106.22727272727273
bio13,false,106.22727272727273
bio14,false,1.5454545454545454
bio14,false,1.5454545454545454
bio15,false,86.18181818181819
bio15,false,86.18181818181819
bio16,false,301.6363636363636
bio16,false,301.6363636363636
bio17,false,11.0
bio17,false,11.0
bio18,false,22.136363636363637
bio18,false,22.136363636363637
bio19,false,290.6818181818182
bio19,false,290.6818181818182
bio2,false,135.8181818181818
bio2,false,135.8181818181818
bio3,false,45.68181818181818
bio3,false,45.68181818181818
bio4,false,5688.136363636364
bio4,false,5688.136363636364
bio5,false,298.3181818181818
bio5,false,298.3181818181818
bio6,false,4.181818181818182
bio6,false,4.181818181818182
bio7,false,294.1363636363636
bio7,false,294.1363636363636
bio8,false,71.27272727272727
bio8,false,71.27272727272727
bio9,false,204.0909090909091
bio9,false,204.0909090909091
mask,true,50.0
