Predictor variable,Categorical,Sample average
alt,false,1181.45
alt,false,1181.45
bio1,false,40.75
bio1,false,40.75
bio10,false,139.55
bio10,false,139.55
bio11,false,-58.2
bio11,false,-58.2
bio12,false,496.25
bio12,false,496.25
bio13,false,62.0
bio13,false,62.0
bio14,false,25.0
bio14,false,25.0
bio15,false,26.15
bio15,false,26.15
bio16,false,170.85
bio16,false,170.85
bio17,false,84.5
bio17,false,84.5
bio18,false,119.2
bio18,false,119.2
bio19,false,152.75
bio19,false,152.75
bio2,false,111.3
bio2,false,111.3
bio3,false,32.3
bio3,false,32.3
bio4,false,7736.45
bio4,false,7736.45
bio5,false,225.85
bio5,false,225.85
bio6,false,-113.35
bio6,false,-113.35
bio7,false,339.2
bio7,false,339.2
bio8,false,14.05
bio8,false,14.05
bio9,false,29.75
bio9,false,29.75
mask,true,50.0
