Predictor variable,Categorical,Sample average
alt,false,1111.8
alt,false,1111.8
bio1,false,151.5
bio1,false,151.5
bio10,false,234.8
bio10,false,234.8
bio11,false,78.8
bio11,false,78.8
bio12,false,425.1
bio12,false,425.1
bio13,false,72.3
bio13,false,72.3
bio14,false,2.3
bio14,false,2.3
bio15,false,67.5
bio15,false,67.5
bio16,false,207.4
bio16,false,207.4
bio17,false,26.1
bio17,false,26.1
bio18,false,43.8
bio18,false,43.8
bio19,false,200.6
bio19,false,200.6
bio2,false,160.9
bio2,false,160.9
bio3,false,47.8
bio3,false,47.8
bio4,false,6240.3
bio4,false,6240.3
bio5,false,338.8
bio5,false,338.8
bio6,false,5.5
bio6,false,5.5
bio7,false,333.3
bio7,false,333.3
bio8,false,83.8
bio8,false,83.8
bio9,false,204.0
bio9,false,204.0
mask,true,50.0
