Predictor variable,Categorical,Sample average
alt,false,2107.0
alt,false,2107.0
bio1,false,161.27272727272728
bio1,false,161.27272727272728
bio10,false,186.04545454545453
bio10,false,186.04545454545453
bio11,false,130.86363636363637
bio11,false,130.86363636363637
bio12,false,1018.3636363636364
bio12,false,1018.3636363636364
bio13,false,227.86363636363637
bio13,false,227.86363636363637
bio14,false,7.590909090909091
bio14,false,7.590909090909091
bio15,false,96.4090909090909
bio15,false,96.4090909090909
bio16,false,619.7727272727273
bio16,false,619.7727272727273
bio17,false,33.86363636363637
bio17,false,33.86363636363637
bio18,false,311.72727272727275
bio18,false,311.72727272727275
bio19,false,64.81818181818181
bio19,false,64.81818181818181
bio2,false,145.54545454545453
bio2,false,145.54545454545453
bio3,false,64.54545454545455
bio3,false,64.54545454545455
bio4,false,2143.7272727272725
bio4,false,2143.7272727272725
bio5,false,271.45454545454544
bio5,false,271.45454545454544
bio6,false,47.04545454545455
bio6,false,47.04545454545455
bio7,false,224.4090909090909
bio7,false,224.4090909090909
bio8,false,175.54545454545453
bio8,false,175.54545454545453
bio9,false,155.45454545454547
bio9,false,155.45454545454547
mask,true,50.0
