Predictor variable,Categorical,Sample average
alt,false,1021.9333333333333
alt,false,1021.9333333333333
bio1,false,92.54358974358975
bio1,false,92.54358974358975
bio10,false,182.25641025641025
bio10,false,182.25641025641025
bio11,false,8.282051282051283
bio11,false,8.282051282051283
bio12,false,650.8615384615384
bio12,false,650.8615384615384
bio13,false,105.55897435897435
bio13,false,105.55897435897435
bio14,false,13.523076923076923
bio14,false,13.523076923076923
bio15,false,55.276923076923076
bio15,false,55.276923076923076
bio16,false,292.6307692307692
bio16,false,292.6307692307692
bio17,false,53.292307692307695
bio17,false,53.292307692307695
bio18,false,67.86153846153846
bio18,false,67.86153846153846
bio19,false,268.26666666666665
bio19,false,268.26666666666665
bio2,false,137.12820512820514
bio2,false,137.12820512820514
bio3,false,40.738461538461536
bio3,false,40.738461538461536
bio4,false,6852.461538461538
bio4,false,6852.461538461538
bio5,false,283.45641025641027
bio5,false,283.45641025641027
bio6,false,-50.784615384615385
bio6,false,-50.784615384615385
bio7,false,334.24102564102566
bio7,false,334.24102564102566
bio8,false,30.53846153846154
bio8,false,30.53846153846154
bio9,false,161.16923076923078
bio9,false,161.16923076923078
mask,true,50.0
