Predictor variable,Categorical,Sample average
alt,false,1338.9
alt,false,1338.9
bio1,false,75.85
bio1,false,75.85
bio10,false,152.9
bio10,false,152.9
bio11,false,9.8
bio11,false,9.8
bio12,false,1045.05
bio12,false,1045.05
bio13,false,179.2
bio13,false,179.2
bio14,false,8.7
bio14,false,8.7
bio15,false,69.9
bio15,false,69.9
bio16,false,511.9
bio16,false,511.9
bio17,false,51.3
bio17,false,51.3
bio18,false,56.45
bio18,false,56.45
bio19,false,480.4
bio19,false,480.4
bio2,false,147.75
bio2,false,147.75
bio3,false,47.0
bio3,false,47.0
bio4,false,5746.9
bio4,false,5746.9
bio5,false,262.85
bio5,false,262.85
bio6,false,-48.1
bio6,false,-48.1
bio7,false,310.95
bio7,false,310.95
bio8,false,14.25
bio8,false,14.25
bio9,false,152.2
bio9,false,152.2
mask,true,50.0
