gbifID,abstract,accessRights,accrualMethod,accrualPeriodicity,accrualPolicy,alternative,audience,available,bibliographicCitation,conformsTo,contributor,coverage,created,creator,date,dateAccepted,dateCopyrighted,dateSubmitted,description,educationLevel,extent,format,hasFormat,hasPart,hasVersion,identifier,instructionalMethod,isFormatOf,isPartOf,isReferencedBy,isReplacedBy,isRequiredBy,isVersionOf,issued,language,license,mediator,medium,modified,provenance,publisher,references,relation,replaces,requires,rights,rightsHolder,source,spatial,subject,tableOfContents,temporal,title,type,valid,institutionID,collectionID,datasetID,institutionCode,collectionCode,datasetName,ownerInstitutionCode,basisOfRecord,informationWithheld,dataGeneralizations,dynamicProperties,occurrenceID,catalogNumber,recordNumber,recordedBy,recordedByID,individualCount,organismQuantity,organismQuantityType,sex,lifeStage,reproductiveCondition,behavior,establishmentMeans,degreeOfEstablishment,pathway,georeferenceVerificationStatus,occurrenceStatus,preparations,disposition,associatedOccurrences,associatedReferences,associatedSequences,associatedTaxa,otherCatalogNumbers,occurrenceRemarks,organismID,organismName,organismScope,associatedOrganisms,previousIdentifications,organismRemarks,materialSampleID,eventID,parentEventID,fieldNumber,eventDate,eventTime,startDayOfYear,endDayOfYear,year,month,day,verbatimEventDate,habitat,samplingProtocol,sampleSizeValue,sampleSizeUnit,samplingEffort,fieldNotes,eventRemarks,locationID,higherGeographyID,higherGeography,continent,waterBody,islandGroup,island,countryCode,stateProvince,county,municipality,locality,verbatimLocality,verbatimElevation,verticalDatum,verbatimDepth,minimumDistanceAboveSurfaceInMeters,maximumDistanceAboveSurfaceInMeters,locationAccordingTo,locationRemarks,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,pointRadiusSpatialFit,verbatimCoordinateSystem,verbatimSRS,footprintWKT,footprintSRS,footprintSpatialFit,georeferencedBy,georeferencedDate,georeferenceProtocol,georeferenceSources,georeferenceRemarks,geologicalContextID,earliestEonOrLowestEonothem,latestEonOrHighestEonothem,earliestEraOrLowestErathem,latestEraOrHighestErathem,earliestPeriodOrLowestSystem,latestPeriodOrHighestSystem,earliestEpochOrLowestSeries,latestEpochOrHighestSeries,earliestAgeOrLowestStage,latestAgeOrHighestStage,lowestBiostratigraphicZone,highestBiostratigraphicZone,lithostratigraphicTerms,group,formation,member,bed,identificationID,verbatimIdentification,identificationQualifier,typeStatus,identifiedBy,identifiedByID,dateIdentified,identificationReferences,identificationVerificationStatus,identificationRemarks,taxonID,scientificNameID,acceptedNameUsageID,parentNameUsageID,originalNameUsageID,nameAccordingToID,namePublishedInID,taxonConceptID,scientificName,acceptedNameUsage,parentNameUsage,originalNameUsage,nameAccordingTo,namePublishedIn,namePublishedInYear,higherClassification,kingdom,phylum,class,order,family,subfamily,genus,genericName,subgenus,infragenericEpithet,specificEpithet,infraspecificEpithet,cultivarEpithet,taxonRank,verbatimTaxonRank,vernacularName,nomenclaturalCode,taxonomicStatus,nomenclaturalStatus,taxonRemarks,datasetKey,publishingCountry,lastInterpreted,elevation,elevationAccuracy,depth,depthAccuracy,distanceAboveSurface,distanceAboveSurfaceAccuracy,issue,mediaType,hasCoordinate,hasGeospatialIssues,taxonKey,acceptedTaxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,subgenusKey,speciesKey,species,acceptedScientificName,verbatimScientificName,typifiedName,protocol,lastParsed,lastCrawled,repatriated,relativeOrganismQuantity,level0Gid,level0Name,level1Gid,level1Name,level2Gid,level2Name,level3Gid,level3Name,iucnRedListCategory,species_name,x,y
3758966407,,,,,,,,,,,,,,,,,,,,,,,,,,5298050,,,,,,,,,,CC_BY_NC_4_0,,,2022-03-04T13:37:51Z,,,https://cch2.org/portal/collections/individual/index.php?occid=5298050,,,,http://creativecommons.org/licenses/by-nc/4.0/,,,,,,,,,,,6a942843-3cb1-4643-a475-24df2d2ba49f,,CHSC,VascularPlants,,,PRESERVED_SPECIMEN,,,,d8f0b252-567f-46b6-aa72-ea533426e3ec,CHSC124198,13519,L. P. Janeway,,,,,,,,,,,,,PRESENT,,,,,,,,Uncommon.,,,,,,,,,,,2021-06-16T00:00:00,,167,,2021,6,16,16 June 2021,"Burned over mixed conifer forest plus Oregon oak; with white alder, Oregon ash, and big-leaf maple along the creek.",,,,,,,,,,,,,,US,California,Siskiyou,,"Klamath Ranges. Along CCC Road at Moore Gulch. Steep lower north-facing slopes deep in the canyon along the road. T47N, R7W, SE¼ of sec. 11. Hornbrook 7.5' quad.",,,,,,,,,41.933889,-122.617778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48435,,,,,,,,Heuchera micrantha var. erubescens (A.Br. & Bouché) Rosend.,,,,,,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Myrothamnanae|Saxifragales|Saxifragaceae|Heuchera|Heuchera micrantha,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,,Heuchera,Heuchera,,,micrantha,erubescens,,VARIETY,var.,,,ACCEPTED,,,ae33dc82-0bc2-43b5-b69b-65bf858f1e7a,US,2022-05-02T15:40:48.347Z,985.0,,,,,,AMBIGUOUS_INSTITUTION,,true,false,3755405,3755405,6,7707728,220,7219248,2402,3032645,,8365087,Heuchera micrantha,Heuchera micrantha var. erubescens (A.Br. & Bouché) Rosend.,Heuchera micrantha var. erubescens,,DWC_ARCHIVE,2022-05-02T15:40:48.347Z,2022-05-02T15:37:13.830Z,false,,USA,United States,USA.5_1,California,USA.5.47_1,Siskiyou,,,,Heuchera micrantha var. erubescens (a.br. & bouché) rosend.,-122.617778,41.933889
3320806329,,,,,,,,,,,,,,,,,,,,,,,,,,4514237,,,,,,,,,,CC_BY_NC_4_0,,,2022-02-09T13:11:03Z,,,https://cch2.org/portal/collections/individual/index.php?occid=4514237,,,,http://creativecommons.org/licenses/by-nc/4.0/,,,,,,,,,,,3818ca8b-b6a4-11e8-b408-001a64db2964,,PUA,,,,PRESERVED_SPECIMEN,,,,4654a7cb-9f14-4843-a64c-2acc5d8daa9d,,,Maralyn Renner,,,,,,,Flowers Only,,,,,,PRESENT,,,,,,,41903,,,,,,,,,,,,1980-07-24T00:00:00,,206,,1980,7,24,7/24/1980,Conifer Forest/Woodland; Mainly Evergreen Forest; Forest Floor Thin Litter; Herb Cover: 11 - 25%; Slope Position: Upper Third; Vertical Slope Shape: Smooth; Horizontal Slope Shape: Smooth; Soil Origin: Colluvial; Substrate: Ultramafic Intrusives; Soil Texture: Gravel,,,,,,,,,,,,,,US,California,Siskiyou,,Local landmark: Lily Pad Lake. Seiad Valley Quad.,,1798 m,,,,,,,41.920889,-123.186694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph M. Ditomaso,,,,,,48435,,,,,,,,Heuchera micrantha var. erubescens (A.Br. & Bouché) Rosend.,,,,,,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Myrothamnanae|Saxifragales|Saxifragaceae|Heuchera|Heuchera micrantha,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,,Heuchera,Heuchera,,,micrantha,erubescens,,VARIETY,var.,,,ACCEPTED,,,677aece2-a65b-4b78-b391-0f2e21a2b7ed,US,2022-05-02T15:38:40.750Z,1798.0,,,,,,GEODETIC_DATUM_ASSUMED_WGS84;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,,true,false,3755405,3755405,6,7707728,220,7219248,2402,3032645,,8365087,Heuchera micrantha,Heuchera micrantha var. erubescens (A.Br. & Bouché) Rosend.,Heuchera micrantha var. erubescens,,DWC_ARCHIVE,2022-05-02T15:38:40.750Z,2022-05-02T15:36:49.533Z,false,,USA,United States,USA.5_1,California,USA.5.47_1,Siskiyou,,,,Heuchera micrantha var. erubescens (a.br. & bouché) rosend.,-123.186694,41.920889
3320802827,,,,,,,,,,,,,,,,,,,,,,,,,,4489366,,,,,,,,,,CC_BY_NC_4_0,,,2022-02-09T13:14:21Z,,,https://cch2.org/portal/collections/individual/index.php?occid=4489366,,,,http://creativecommons.org/licenses/by-nc/4.0/,,,,,,,,,,,3818ca8b-b6a4-11e8-b408-001a64db2964,,PUA,,,,PRESERVED_SPECIMEN,,,,ea8bc670-aa7c-4849-8f87-3b9325a16b0e,,,Gilbert Jerome Muth,,,,,,,Fruits Only,,,,,,PRESENT,,,,,,,25319,,,,,,,,,,,,1979-07-18T00:00:00,,199,,1979,7,18,7/18/1979,Slope Position: Upper Third; Vertical Slope Shape: Smooth; Horizontal Slope Shape: Concave; Soil Origin: Colluvial; Substrate: Limestone/Dolomite/Marble; Soil Texture: Gravel,,,,,,,,,,,,,,US,California,Trinity,,Local landmark: Deep Hollow Creek. Kettenpom Quad.,,,,,,,,,40.235417,-123.348472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Walter Overton,,,,,,48435,,,,,,,,Heuchera micrantha var. erubescens (A.Br. & Bouché) Rosend.,,,,,,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Myrothamnanae|Saxifragales|Saxifragaceae|Heuchera|Heuchera micrantha,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,,Heuchera,Heuchera,,,micrantha,erubescens,,VARIETY,var.,,,ACCEPTED,,,677aece2-a65b-4b78-b391-0f2e21a2b7ed,US,2022-05-02T15:38:40.049Z,,,,,,,GEODETIC_DATUM_ASSUMED_WGS84;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,,true,false,3755405,3755405,6,7707728,220,7219248,2402,3032645,,8365087,Heuchera micrantha,Heuchera micrantha var. erubescens (A.Br. & Bouché) Rosend.,Heuchera micrantha var. erubescens,,DWC_ARCHIVE,2022-05-02T15:38:40.049Z,2022-05-02T15:36:49.533Z,false,,USA,United States,USA.5_1,California,USA.5.53_1,Trinity,,,,Heuchera micrantha var. erubescens (a.br. & bouché) rosend.,-123.348472,40.235417
3320802655,,,,,,,,,,,,,,,,,,,,,,,,,,4489316,,,,,,,,,,CC_BY_NC_4_0,,,2022-02-09T13:11:03Z,,,https://cch2.org/portal/collections/individual/index.php?occid=4489316,,,,http://creativecommons.org/licenses/by-nc/4.0/,,,,,,,,,,,3818ca8b-b6a4-11e8-b408-001a64db2964,,PUA,,,,PRESERVED_SPECIMEN,,,,63622062-10ec-4f67-827f-e085e9672956,,,Gilbert Jerome Muth,,,,,,,Fruits Only,,,,,,PRESENT,,,,,,,25319,,,,,,,,,,,,1979-07-18T00:00:00,,199,,1979,7,18,7/18/1979,Seep; Slope Position: Upper Third; Vertical Slope Shape: Smooth; Horizontal Slope Shape: Concave; Soil Origin: Colluvial; Substrate: Limestone/Dolomite/Marble; Soil Texture: Gravel,,,,,,,,,,,,,,US,California,Trinity,,Local landmark: Deep Hollow Creek. Kettenpom Quad.,,1067 m,,,,,,,40.235417,-123.348472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Walter Overton,,,,,,48435,,,,,,,,Heuchera micrantha var. erubescens (A.Br. & Bouché) Rosend.,,,,,,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Myrothamnanae|Saxifragales|Saxifragaceae|Heuchera|Heuchera micrantha,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,,Heuchera,Heuchera,,,micrantha,erubescens,,VARIETY,var.,,,ACCEPTED,,,677aece2-a65b-4b78-b391-0f2e21a2b7ed,US,2022-05-02T15:38:40.031Z,1067.0,,,,,,GEODETIC_DATUM_ASSUMED_WGS84;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,,true,false,3755405,3755405,6,7707728,220,7219248,2402,3032645,,8365087,Heuchera micrantha,Heuchera micrantha var. erubescens (A.Br. & Bouché) Rosend.,Heuchera micrantha var. erubescens,,DWC_ARCHIVE,2022-05-02T15:38:40.031Z,2022-05-02T15:36:49.533Z,false,,USA,United States,USA.5_1,California,USA.5.53_1,Trinity,,,,Heuchera micrantha var. erubescens (a.br. & bouché) rosend.,-123.348472,40.235417
3320800861,,,,,,,,,,,,,,,,,,,,,,,,,,4470190,,,,,,,,,,CC_BY_NC_4_0,,,2022-02-09T13:11:03Z,,,https://cch2.org/portal/collections/individual/index.php?occid=4470190,,,,http://creativecommons.org/licenses/by-nc/4.0/,,,,,,,,,,,3818ca8b-b6a4-11e8-b408-001a64db2964,,PUA,,,,PRESERVED_SPECIMEN,,,,015569c2-fa28-4a73-bc74-d100b8fdaefe,,,Linda M. Barker,,,,,,,,,,,,,PRESENT,,,,,,,41268,,,,,,,,,,,,1976-07-06T00:00:00,,188,,1976,7,6,7/6/1976,Conifer Forest/Woodland; Mainly Evergreen Woodland; Forest Edge; Soil Origin: Residual; Substrate: Ultramafic Intrusives,,,,,,,,,,,,,,US,California,Del Norte,,Local landmark: Patrick Creek. Gasquet Quad.,,427 m,,,,,,,41.91525,-123.854583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Linda M. Barker,,,,,,48435,,,,,,,,Heuchera micrantha var. erubescens (A.Br. & Bouché) Rosend.,,,,,,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Myrothamnanae|Saxifragales|Saxifragaceae|Heuchera|Heuchera micrantha,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,,Heuchera,Heuchera,,,micrantha,erubescens,,VARIETY,var.,,,ACCEPTED,,,677aece2-a65b-4b78-b391-0f2e21a2b7ed,US,2022-05-02T15:38:39.759Z,427.0,,,,,,GEODETIC_DATUM_ASSUMED_WGS84;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,,true,false,3755405,3755405,6,7707728,220,7219248,2402,3032645,,8365087,Heuchera micrantha,Heuchera micrantha var. erubescens (A.Br. & Bouché) Rosend.,Heuchera micrantha var. erubescens,,DWC_ARCHIVE,2022-05-02T15:38:39.759Z,2022-05-02T15:36:49.533Z,false,,USA,United States,USA.5_1,California,USA.5.8_1,Del Norte,,,,Heuchera micrantha var. erubescens (a.br. & bouché) rosend.,-123.854583,41.91525
3320794402,,,,,,,,,,,,,,,,,,,,,,,,,,4508614,,,,,,,,,,CC_BY_NC_4_0,,,2022-02-09T13:11:03Z,,,https://cch2.org/portal/collections/individual/index.php?occid=4508614,,,,http://creativecommons.org/licenses/by-nc/4.0/,,,,,,,,,,,3818ca8b-b6a4-11e8-b408-001a64db2964,,PUA,,,,PRESERVED_SPECIMEN,,,,e9fd302c-6bb7-4443-8f07-2709ab854097,,,Overton And Butler,,,,,,,Flowers Only,,,,,,PRESENT,,,,,,,21079,,,,,,,,,,,,1979-06-19T00:00:00,,170,,1979,6,19,6/19/1979,Ridge Top; Slope Position: Ridge Top; Vertical Slope Shape: Smooth; Horizontal Slope Shape: Convex; Soil Origin: Residual; Substrate: Pyroclastics; Soil Texture: Cobbles,,,,,,,,,,,,,,US,California,Del Norte,,Local landmark: Bear Basin Butte. Preston Peak Quad.,,1613 m,,,,,,,41.757917,-123.670889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G.L. Clifton,,,,,,48435,,,,,,,,Heuchera micrantha var. erubescens (A.Br. & Bouché) Rosend.,,,,,,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Myrothamnanae|Saxifragales|Saxifragaceae|Heuchera|Heuchera micrantha,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,,Heuchera,Heuchera,,,micrantha,erubescens,,VARIETY,var.,,,ACCEPTED,,,677aece2-a65b-4b78-b391-0f2e21a2b7ed,US,2022-05-02T15:38:38.592Z,1613.0,,,,,,GEODETIC_DATUM_ASSUMED_WGS84;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,,true,false,3755405,3755405,6,7707728,220,7219248,2402,3032645,,8365087,Heuchera micrantha,Heuchera micrantha var. erubescens (A.Br. & Bouché) Rosend.,Heuchera micrantha var. erubescens,,DWC_ARCHIVE,2022-05-02T15:38:38.592Z,2022-05-02T15:36:49.533Z,false,,USA,United States,USA.5_1,California,USA.5.47_1,Siskiyou,,,,Heuchera micrantha var. erubescens (a.br. & bouché) rosend.,-123.670889,41.757917
3320794044,,,,,,,,,,,,,,,,,,,,,,,,,,4484038,,,,,,,,,,CC_BY_NC_4_0,,,2022-02-09T13:14:21Z,,,https://cch2.org/portal/collections/individual/index.php?occid=4484038,,,,http://creativecommons.org/licenses/by-nc/4.0/,,,,,,,,,,,3818ca8b-b6a4-11e8-b408-001a64db2964,,PUA,,,,PRESERVED_SPECIMEN,,,,114cf200-41c9-4c9d-b0d5-33820d5098ca,,,Overton And Butler,,,,,,,Flowers Only,,,,,,PRESENT,,,,,,,25132,,,,,,,,,,,,1979-06-26T00:00:00,,177,,1979,6,26,6/26/1979,Slope Position: Lower Third; Vertical Slope Shape: Smooth; Horizontal Slope Shape: Concave; Soil Origin: Residual; Substrate: Basic Intrusives; Soil Texture: Cobbles,,,,,,,,,,,,,,US,California,Del Norte,,Local landmark: Boundary Trail. Ship Mt Quad.,,,,,,,,,41.518667,-123.859639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Walter Overton,,,,,,48435,,,,,,,,Heuchera micrantha var. erubescens (A.Br. & Bouché) Rosend.,,,,,,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Myrothamnanae|Saxifragales|Saxifragaceae|Heuchera|Heuchera micrantha,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,,Heuchera,Heuchera,,,micrantha,erubescens,,VARIETY,var.,,,ACCEPTED,,,677aece2-a65b-4b78-b391-0f2e21a2b7ed,US,2022-05-02T15:38:38.545Z,,,,,,,GEODETIC_DATUM_ASSUMED_WGS84;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,,true,false,3755405,3755405,6,7707728,220,7219248,2402,3032645,,8365087,Heuchera micrantha,Heuchera micrantha var. erubescens (A.Br. & Bouché) Rosend.,Heuchera micrantha var. erubescens,,DWC_ARCHIVE,2022-05-02T15:38:38.545Z,2022-05-02T15:36:49.533Z,false,,USA,United States,USA.5_1,California,USA.5.8_1,Del Norte,,,,Heuchera micrantha var. erubescens (a.br. & bouché) rosend.,-123.859639,41.518667
3320785264,,,,,,,,,,,,,,,,,,,,,,,,,,4503616,,,,,,,,,,CC_BY_NC_4_0,,,2022-02-09T13:11:03Z,,,https://cch2.org/portal/collections/individual/index.php?occid=4503616,,,,http://creativecommons.org/licenses/by-nc/4.0/,,,,,,,,,,,3818ca8b-b6a4-11e8-b408-001a64db2964,,PUA,,,,PRESERVED_SPECIMEN,,,,b8163893-3f8b-48b1-96e8-4874a71f86e7,,,Clifton & Ground,,,,,,,Flowers and Fruits,,,,,,PRESENT,,,,,,,15648,,,,,,,,,,,,1978-07-13T00:00:00,,194,,1978,7,13,7/13/1978,Cliff or Bluff Side; Slope Position: Upper Third; Vertical Slope Shape: Smooth; Horizontal Slope Shape: Smooth; Soil Origin: Colluvial; Substrate: Serpentine; Soil Texture: Very Gravelly,,,,,,,,,,,,,,US,California,Siskiyou,,Local landmark: Rough Creek. Dillon Mt Quad.,,1478 m,,,,,,,41.571806,-123.66725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clifton & Ground,,,,,,48435,,,,,,,,Heuchera micrantha var. erubescens (A.Br. & Bouché) Rosend.,,,,,,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Myrothamnanae|Saxifragales|Saxifragaceae|Heuchera|Heuchera micrantha,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,,Heuchera,Heuchera,,,micrantha,erubescens,,VARIETY,var.,,,ACCEPTED,,,677aece2-a65b-4b78-b391-0f2e21a2b7ed,US,2022-05-02T15:38:37.207Z,1478.0,,,,,,GEODETIC_DATUM_ASSUMED_WGS84;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,,true,false,3755405,3755405,6,7707728,220,7219248,2402,3032645,,8365087,Heuchera micrantha,Heuchera micrantha var. erubescens (A.Br. & Bouché) Rosend.,Heuchera micrantha var. erubescens,,DWC_ARCHIVE,2022-05-02T15:38:37.207Z,2022-05-02T15:36:49.533Z,false,,USA,United States,USA.5_1,California,USA.5.47_1,Siskiyou,,,,Heuchera micrantha var. erubescens (a.br. & bouché) rosend.,-123.66725,41.571806
3320784782,,,,,,,,,,,,,,,,,,,,,,,,,,4513304,,,,,,,,,,CC_BY_NC_4_0,,,2022-02-09T13:11:03Z,,,https://cch2.org/portal/collections/individual/index.php?occid=4513304,,,,http://creativecommons.org/licenses/by-nc/4.0/,,,,,,,,,,,3818ca8b-b6a4-11e8-b408-001a64db2964,,PUA,,,,PRESERVED_SPECIMEN,,,,da70b612-a803-47cd-a276-1e17bb742a4c,,,Gilbert Jerome Muth,,,,,,,,,,,,,PRESENT,,,,,,,7011,,,,,,,,,,,,1975-07-29T00:00:00,,210,,1975,7,29,7/29/1975,Mountain or Hillside Slopes; Soil Origin: Colluvial; Soil Texture: Very Cobbly,,,,,,,,,,,,,,US,California,Siskiyou,,Local landmark: Kangaroo Mountain. Seiad Valley Quad.,,1756 m,,,,,,,41.921667,-123.193333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gilbert Jerome Muth,,,,,,48435,,,,,,,,Heuchera micrantha var. erubescens (A.Br. & Bouché) Rosend.,,,,,,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Myrothamnanae|Saxifragales|Saxifragaceae|Heuchera|Heuchera micrantha,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,,Heuchera,Heuchera,,,micrantha,erubescens,,VARIETY,var.,,,ACCEPTED,,,677aece2-a65b-4b78-b391-0f2e21a2b7ed,US,2022-05-02T15:38:37.146Z,1756.0,,,,,,GEODETIC_DATUM_ASSUMED_WGS84;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,,true,false,3755405,3755405,6,7707728,220,7219248,2402,3032645,,8365087,Heuchera micrantha,Heuchera micrantha var. erubescens (A.Br. & Bouché) Rosend.,Heuchera micrantha var. erubescens,,DWC_ARCHIVE,2022-05-02T15:38:37.146Z,2022-05-02T15:36:49.533Z,false,,USA,United States,USA.5_1,California,USA.5.47_1,Siskiyou,,,,Heuchera micrantha var. erubescens (a.br. & bouché) rosend.,-123.193333,41.921667
3320780947,,,,,,,,,,,,,,,,,,,,,,,,,,4493241,,,,,,,,,,CC_BY_NC_4_0,,,2022-02-09T13:11:03Z,,,https://cch2.org/portal/collections/individual/index.php?occid=4493241,,,,http://creativecommons.org/licenses/by-nc/4.0/,,,,,,,,,,,3818ca8b-b6a4-11e8-b408-001a64db2964,,PUA,,,,PRESERVED_SPECIMEN,,,,de1afb7d-fb91-43eb-94c9-cd3dee5254d7,,,G.L. Clifton,,,,,,,,,,,,,PRESENT,,,,,,,7164,,,,,,,,,,,,1975-07-28T00:00:00,,209,,1975,7,28,7/28/1975,Stream Side; Soil Origin: Colluvial; Soil Texture: Gravel,,,,,,,,,,,,,,US,California,Siskiyou,,Local landmark: Cook And Green Pass. Seiad Valley Quad.,,1219 m,,,,,,,41.928333,-123.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G.L. Clifton,,,,,,48435,,,,,,,,Heuchera micrantha var. erubescens (A.Br. & Bouché) Rosend.,,,,,,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Myrothamnanae|Saxifragales|Saxifragaceae|Heuchera|Heuchera micrantha,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,,Heuchera,Heuchera,,,micrantha,erubescens,,VARIETY,var.,,,ACCEPTED,,,677aece2-a65b-4b78-b391-0f2e21a2b7ed,US,2022-05-02T15:38:36.613Z,1219.0,,,,,,GEODETIC_DATUM_ASSUMED_WGS84;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,,true,false,3755405,3755405,6,7707728,220,7219248,2402,3032645,,8365087,Heuchera micrantha,Heuchera micrantha var. erubescens (A.Br. & Bouché) Rosend.,Heuchera micrantha var. erubescens,,DWC_ARCHIVE,2022-05-02T15:38:36.613Z,2022-05-02T15:36:49.533Z,false,,USA,United States,USA.5_1,California,USA.5.47_1,Siskiyou,,,,Heuchera micrantha var. erubescens (a.br. & bouché) rosend.,-123.13,41.928333
