gbifID,abstract,accessRights,accrualMethod,accrualPeriodicity,accrualPolicy,alternative,audience,available,bibliographicCitation,conformsTo,contributor,coverage,created,creator,date,dateAccepted,dateCopyrighted,dateSubmitted,description,educationLevel,extent,format,hasFormat,hasPart,hasVersion,identifier,instructionalMethod,isFormatOf,isPartOf,isReferencedBy,isReplacedBy,isRequiredBy,isVersionOf,issued,language,license,mediator,medium,modified,provenance,publisher,references,relation,replaces,requires,rights,rightsHolder,source,spatial,subject,tableOfContents,temporal,title,type,valid,institutionID,collectionID,datasetID,institutionCode,collectionCode,datasetName,ownerInstitutionCode,basisOfRecord,informationWithheld,dataGeneralizations,dynamicProperties,occurrenceID,catalogNumber,recordNumber,recordedBy,recordedByID,individualCount,organismQuantity,organismQuantityType,sex,lifeStage,reproductiveCondition,behavior,establishmentMeans,degreeOfEstablishment,pathway,georeferenceVerificationStatus,occurrenceStatus,preparations,disposition,associatedOccurrences,associatedReferences,associatedSequences,associatedTaxa,otherCatalogNumbers,occurrenceRemarks,organismID,organismName,organismScope,associatedOrganisms,previousIdentifications,organismRemarks,materialSampleID,eventID,parentEventID,fieldNumber,eventDate,eventTime,startDayOfYear,endDayOfYear,year,month,day,verbatimEventDate,habitat,samplingProtocol,sampleSizeValue,sampleSizeUnit,samplingEffort,fieldNotes,eventRemarks,locationID,higherGeographyID,higherGeography,continent,waterBody,islandGroup,island,countryCode,stateProvince,county,municipality,locality,verbatimLocality,verbatimElevation,verticalDatum,verbatimDepth,minimumDistanceAboveSurfaceInMeters,maximumDistanceAboveSurfaceInMeters,locationAccordingTo,locationRemarks,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,pointRadiusSpatialFit,verbatimCoordinateSystem,verbatimSRS,footprintWKT,footprintSRS,footprintSpatialFit,georeferencedBy,georeferencedDate,georeferenceProtocol,georeferenceSources,georeferenceRemarks,geologicalContextID,earliestEonOrLowestEonothem,latestEonOrHighestEonothem,earliestEraOrLowestErathem,latestEraOrHighestErathem,earliestPeriodOrLowestSystem,latestPeriodOrHighestSystem,earliestEpochOrLowestSeries,latestEpochOrHighestSeries,earliestAgeOrLowestStage,latestAgeOrHighestStage,lowestBiostratigraphicZone,highestBiostratigraphicZone,lithostratigraphicTerms,group,formation,member,bed,identificationID,verbatimIdentification,identificationQualifier,typeStatus,identifiedBy,identifiedByID,dateIdentified,identificationReferences,identificationVerificationStatus,identificationRemarks,taxonID,scientificNameID,acceptedNameUsageID,parentNameUsageID,originalNameUsageID,nameAccordingToID,namePublishedInID,taxonConceptID,scientificName,acceptedNameUsage,parentNameUsage,originalNameUsage,nameAccordingTo,namePublishedIn,namePublishedInYear,higherClassification,kingdom,phylum,class,order,family,subfamily,genus,genericName,subgenus,infragenericEpithet,specificEpithet,infraspecificEpithet,cultivarEpithet,taxonRank,verbatimTaxonRank,vernacularName,nomenclaturalCode,taxonomicStatus,nomenclaturalStatus,taxonRemarks,datasetKey,publishingCountry,lastInterpreted,elevation,elevationAccuracy,depth,depthAccuracy,distanceAboveSurface,distanceAboveSurfaceAccuracy,issue,mediaType,hasCoordinate,hasGeospatialIssues,taxonKey,acceptedTaxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,subgenusKey,speciesKey,species,acceptedScientificName,verbatimScientificName,typifiedName,protocol,lastParsed,lastCrawled,repatriated,relativeOrganismQuantity,level0Gid,level0Name,level1Gid,level1Name,level2Gid,level2Name,level3Gid,level3Name,iucnRedListCategory,species_name,x,y
3320770990,,,,,,,,,,,,,,,,,,,,,,,,,,4526045,,,,,,,,,,CC_BY_NC_4_0,,,2022-02-09T13:11:03Z,,,https://cch2.org/portal/collections/individual/index.php?occid=4526045,,,,http://creativecommons.org/licenses/by-nc/4.0/,,,,,,,,,,,3818ca8b-b6a4-11e8-b408-001a64db2964,,PUA,,,,PRESERVED_SPECIMEN,,,,6db06c91-7725-4406-8b88-a2e56b0b3387,,,G.L. Clifton,,,,,,,Flowers Only,,,,,,PRESENT,,,,,,,68114,,,,,,,,,,,,1988-08-13T00:00:00,,226,,1988,8,13,8/13/1988,Crevice; Slope Position: Middle Third; Vertical Slope Shape: Smooth; Horizontal Slope Shape: Smooth; Soil Origin: Residual; Substrate: Granite Diorite; Soil Texture: Boulders,,,,,,,,,,,,,,US,California,San Bernardino,,Local landmark: Jepson Peak. San Gorgonio Mtn. Quad.,,3072 m,,,,,,,34.108639,-116.843361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G.L. Clifton,,,,,,22949,,,,,,,,Heuchera alpestris Rosend. & Lakela,,,,,,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Myrothamnanae|Saxifragales|Saxifragaceae|Heuchera,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,,Heuchera,Heuchera,,,alpestris,,,SPECIES,,,,ACCEPTED,,,677aece2-a65b-4b78-b391-0f2e21a2b7ed,US,2022-05-02T15:38:34.563Z,3072.0,,,,,,GEODETIC_DATUM_ASSUMED_WGS84;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,,true,false,3032677,3032677,6,7707728,220,7219248,2402,3032645,,3032677,Heuchera alpestris,Heuchera alpestris Rosend. & Lakela,Heuchera alpestris,,DWC_ARCHIVE,2022-05-02T15:38:34.563Z,2022-05-02T15:36:49.533Z,false,,USA,United States,USA.5_1,California,USA.5.36_1,San Bernardino,,,NE,Heuchera alpestris rosend. & lakela,-116.843361,34.108639
3125084178,,,,,,,,,,,,,,,,,,,,,,,,,,545245,,,,,,,,,,CC_BY_NC_4_0,,,2022-04-25T14:52:05Z,,,https://cch2.org/portal/collections/individual/index.php?occid=545245,,,,http://creativecommons.org/licenses/by-nc/4.0/,,,,,,,,,,,0945030a-f625-4b95-9f48-e5cb7d6eb879,,SD,,,,PRESERVED_SPECIMEN,,,,2E74B269-1E56-4844-94FC-D841F9553DD5,,14650,Reid Moran,,,,,,,UNK,,,,,,PRESENT,,,,,,,SD67117,common on rocks few in flower,,,,,,,,,,,1967-11-12T00:00:00,,316,,1967,11,12,11/12/1967,,,,,,,,,,,,,,,US,California,San Bernardino,,near the summit of Mt. San Gorgonio,,,,,,,,,34.1001,-116.8279,,,,,,,,,n/a,,,Coordinates from label,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22949,,,,,,,,Heuchera alpestris Rosend. & Lakela,,,,,,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Myrothamnanae|Saxifragales|Saxifragaceae|Heuchera,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,,Heuchera,Heuchera,,,alpestris,,,SPECIES,,,,ACCEPTED,,,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07,US,2022-05-02T15:59:42.260Z,3450.0,,,,,,COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,,true,false,3032677,3032677,6,7707728,220,7219248,2402,3032645,,3032677,Heuchera alpestris,Heuchera alpestris Rosend. & Lakela,Heuchera alpestris,,DWC_ARCHIVE,2022-05-02T15:59:42.260Z,2022-05-02T15:54:20.043Z,false,,USA,United States,USA.5_1,California,USA.5.36_1,San Bernardino,,,NE,Heuchera alpestris rosend. & lakela,-116.8279,34.1001
2450412254,,,,,,,,,,,,,,,,,,,,,,,,,,3720221,,,,,,,,,,CC_BY_NC_4_0,,,2021-03-26T14:58:19Z,,,https://cch2.org/portal/collections/individual/index.php?occid=3720221,,,,http://creativecommons.org/licenses/by-nc/4.0/,,,,,,,,,,,9a7f2f77-3288-4d40-8baa-2f55b8450b7f,,CSLA,,,,PRESERVED_SPECIMEN,,,,2f149d39-9a5d-4383-9ab2-69951ecf6b90,CSLA016640,426,Dieter H. Wilken; Richard M. Straw,,,,,,,,,,,,reviewed - high confidence,PRESENT,,,,,,,,,,,,,,,,,,,1965-08-03T00:00:00,,215,,1965,8,3,3 Aug 1965,On open talus slopes and in crevices.,,,,,,,,,,,,,,US,California,San Bernardino,,"Slopes of Mt. San Gorgonio, San Bernardino Mtns.",,"11,000 ft.",,,,,,,34.099,-116.825,800.0,,,,,,,,JeannieGregory (2021-03-26 14:58:19),,,georef batch tool 2021-03-26; Google Earth,point at summit San Gorgonio Mountain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22949,,,,,,,,Heuchera alpestris Rosend. & Lakela,,,,,,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Myrothamnanae|Saxifragales|Saxifragaceae|Heuchera,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,,Heuchera,Heuchera,,,alpestris,,,SPECIES,,,,ACCEPTED,,,49e223ed-ab24-478f-b5e8-4a15af5a8f6c,US,2022-05-02T15:39:18.043Z,,,,,,,COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,StillImage,true,false,3032677,3032677,6,7707728,220,7219248,2402,3032645,,3032677,Heuchera alpestris,Heuchera alpestris Rosend. & Lakela,Heuchera alpestris,,DWC_ARCHIVE,2022-05-02T15:39:18.043Z,2022-05-02T15:37:12.428Z,false,,USA,United States,USA.5_1,California,USA.5.36_1,San Bernardino,,,NE,Heuchera alpestris rosend. & lakela,-116.825,34.099
2450410617,,,,,,,,,,,,,,,,,,,,,,,,,,3720222,,,,,,,,,,CC_BY_NC_4_0,,,2021-03-26T15:01:42Z,,,https://cch2.org/portal/collections/individual/index.php?occid=3720222,,,,http://creativecommons.org/licenses/by-nc/4.0/,,,,,,,,,,,9a7f2f77-3288-4d40-8baa-2f55b8450b7f,,CSLA,,,,PRESERVED_SPECIMEN,,,,3621dc8a-7f1f-4bd8-91f5-88eac0ee9453,CSLA016641,1128,Dieter H. Wilken,,,,,,,,,,,,reviewed - high confidence,PRESENT,,,,,,,,,,,,,,,,,,,1966-09-04T00:00:00,,247,,1966,9,4,4 Sep 1966,"On gravelly soil at edge of moist banks. WIth Poa, Festuca and Oxyria.",,,,,,,,,,,,,,US,California,San Bernardino,,"Trail Fk. Springs north of Anderson Pk., San Bernardino Mtns.",,"10,500 ft.",,,,,,,34.13,-116.8942,100.0,,,,,,,,JeannieGregory (2021-03-26 15:01:42),,,georef batch tool 2021-03-26; Google Earth,point at Trail Fork Springs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22949,,,,,,,,Heuchera alpestris Rosend. & Lakela,,,,,,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Myrothamnanae|Saxifragales|Saxifragaceae|Heuchera,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,,Heuchera,Heuchera,,,alpestris,,,SPECIES,,,,ACCEPTED,,,49e223ed-ab24-478f-b5e8-4a15af5a8f6c,US,2022-05-02T15:39:18.047Z,152.0,,,,,,COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,StillImage,true,false,3032677,3032677,6,7707728,220,7219248,2402,3032645,,3032677,Heuchera alpestris,Heuchera alpestris Rosend. & Lakela,Heuchera alpestris,,DWC_ARCHIVE,2022-05-02T15:39:18.047Z,2022-05-02T15:37:12.428Z,false,,USA,United States,USA.5_1,California,USA.5.36_1,San Bernardino,,,NE,Heuchera alpestris rosend. & lakela,-116.8942,34.13
2450410560,,,,,,,,,,,,,,,,,,,,,,,,,,3720209,,,,,,,,,,CC_BY_NC_4_0,,,2021-03-25T14:54:19Z,,,https://cch2.org/portal/collections/individual/index.php?occid=3720209,,,,http://creativecommons.org/licenses/by-nc/4.0/,,,,,,,,,,,9a7f2f77-3288-4d40-8baa-2f55b8450b7f,,CSLA,,,,PRESERVED_SPECIMEN,,,,f27c8a59-2751-4811-b9dd-ab48b95d2c19,CSLA016628,433,Dieter. H. Wilken; Richard M. Straw; Yimuo Chi,,,,,,,,,,,,reviewed - high confidence,PRESENT,,,,,,,,,,,,,,,,,,,1965-08-03T00:00:00,,215,,1965,8,3,3 Aug 1965,In crevices.,,,,,,,,,,,,,,US,California,San Bernardino,,"Summit of Mt. Charleston [Charlton Peak], San Bernardino Mtns.",,"10,800 ft.",,,,,,,34.1144,-116.8539,200.0,,,,,,,,JeannieGregory (2021-03-25 14:54:19),,,georef batch tool 2021-03-25; Google Earth,point at summit of Charlton Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22949,,,,,,,,Heuchera alpestris Rosend. & Lakela,,,,,,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Myrothamnanae|Saxifragales|Saxifragaceae|Heuchera,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,,Heuchera,Heuchera,,,alpestris,,,SPECIES,,,,ACCEPTED,,,49e223ed-ab24-478f-b5e8-4a15af5a8f6c,US,2022-05-02T15:39:17.953Z,244.0,,,,,,COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,StillImage,true,false,3032677,3032677,6,7707728,220,7219248,2402,3032645,,3032677,Heuchera alpestris,Heuchera alpestris Rosend. & Lakela,Heuchera alpestris,,DWC_ARCHIVE,2022-05-02T15:39:17.953Z,2022-05-02T15:37:12.428Z,false,,USA,United States,USA.5_1,California,USA.5.36_1,San Bernardino,,,NE,Heuchera alpestris rosend. & lakela,-116.8539,34.1144
2430394577,,,,,,,,,,,,,,,,,,,,,,,,,,859245,,,,,,,,,,CC_BY_NC_4_0,,,2022-03-04T14:33:47Z,,,https://cch2.org/portal/collections/individual/index.php?occid=859245,,,,http://creativecommons.org/licenses/by-nc/4.0/,,,,,,,,,,,3818e1d3-b6a4-11e8-b408-001a64db2964,,RSA,POM,,,PRESERVED_SPECIMEN,,,,53a14d79-f1aa-4f83-9048-01f534ee0fe2,RSA0005896,6205,P. A. Munz,,,,,,,,,,,,,PRESENT,herbarium sheet,,,,,,POM accession: 12358,,,,,,,,,,,,1922-08-23T00:00:00,,235,,1922,8,23,,about rocks,,,,,,,,,,,,,,US,California,San Bernardino,,Mt. San Gorgonio,,11000ft.,,,,,,,34.103134,-116.829465,900.0,,,,,,,,Rancho Santa Ana (no. 7),,,Geolocate (copied from UC219546),Thu Feb 27 11:00:27 2014; georef from 2006-2015 archive backup file,,,,,,,,,,,,,,,,,,,,,,ISOTYPE,,,,,,,22949,,,,,,,,Heuchera alpestris Rosend. & Lakela,,,,,,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Myrothamnanae|Saxifragales|Saxifragaceae|Heuchera,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,,Heuchera,Heuchera,,,alpestris,,,SPECIES,,,,ACCEPTED,,,9781ce05-2379-4a10-ab3b-c91346510df8,US,2022-05-02T18:06:34.030Z,3354.0,0.0,,,,,INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH,StillImage,true,false,3032677,3032677,6,7707728,220,7219248,2402,3032645,,3032677,Heuchera alpestris,Heuchera alpestris Rosend. & Lakela,Heuchera alpestris,,DWC_ARCHIVE,2022-05-02T18:06:34.030Z,2022-05-02T17:46:00.182Z,false,,USA,United States,USA.5_1,California,USA.5.36_1,San Bernardino,,,NE,Heuchera alpestris rosend. & lakela,-116.829465,34.103134
2430370660,,,,,,,,,,,,,,,,,,,,,,,,,,786094,,,,,,,,,,CC_BY_NC_4_0,,,2022-03-04T14:33:47Z,,,https://cch2.org/portal/collections/individual/index.php?occid=786094,,,,http://creativecommons.org/licenses/by-nc/4.0/,,,,,,,,,,,3818e1d3-b6a4-11e8-b408-001a64db2964,,RSA,RSA,,,PRESERVED_SPECIMEN,,,,466827f5-ad2b-4ad4-b3bd-45db6f57d510,,3791,M. B. Dunkle,,,,,,,flowers,,,,,,PRESENT,herbarium sheet,,,,,,RSA accession: 467318,Under side of rocks.,,,,,,,,,,,1933-09-03T00:00:00,,246,,1933,9,3,,Among rocks,,,,,,,,,,,,,,US,California,San Bernardino,,San Gorgonio Peak.,,11500ft.,,,,,,,34.099152,-116.824873,850.0,,,,,,,,Rancho Santa Ana (no. 7),,,Geolocate (copied from LA206941),Thu Feb 27 09:12:22 2014; georef from 2006-2015 archive backup file,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22949,,,,,,,,Heuchera alpestris Rosend. & Lakela,,,,,,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Myrothamnanae|Saxifragales|Saxifragaceae|Heuchera,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,,Heuchera,Heuchera,,,alpestris,,,SPECIES,,,,ACCEPTED,,,9781ce05-2379-4a10-ab3b-c91346510df8,US,2022-05-02T18:06:31.397Z,3506.0,,,,,,INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,,true,false,3032677,3032677,6,7707728,220,7219248,2402,3032645,,3032677,Heuchera alpestris,Heuchera alpestris Rosend. & Lakela,Heuchera alpestris,,DWC_ARCHIVE,2022-05-02T18:06:31.397Z,2022-05-02T17:46:00.182Z,false,,USA,United States,USA.5_1,California,USA.5.36_1,San Bernardino,,,NE,Heuchera alpestris rosend. & lakela,-116.824873,34.099152
2430039001,,,,,,,,,,,,,,,,,,,,,,,,,,1008547,,,,,,,,,,CC_BY_NC_4_0,,,2022-03-04T14:33:47Z,,,https://cch2.org/portal/collections/individual/index.php?occid=1008547,,,,http://creativecommons.org/licenses/by-nc/4.0/,,,,,,,,,,,3818e1d3-b6a4-11e8-b408-001a64db2964,,RSA,RSA,,,PRESERVED_SPECIMEN,,,,8c7cb194-1812-4e8f-80fb-216522d7a766,,2330,Doris Bowers,,,,,,,,,,,,,PRESENT,herbarium sheet,,,,,,RSA accession: 788175,Common Name: Alum Root,,,,,,,,,,,1975-09-21T00:00:00,,264,,1975,9,21,,,,,,,,,,,,,,,,US,California,San Bernardino,,Trail between Mineshaft Flat and North Fork Meadow,,9000ft.,,,,,,,34.103454,-116.809086,700.0,,,,,,,,Rancho Santa Ana (no. 7),,,Geolocate,Wed Mar 5 11:48:23 2014; georef from 2006-2015 archive backup file,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22949,,,,,,,,Heuchera alpestris Rosend. & Lakela,,,,,,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Myrothamnanae|Saxifragales|Saxifragaceae|Heuchera,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,,Heuchera,Heuchera,,,alpestris,,,SPECIES,,,,ACCEPTED,,,9781ce05-2379-4a10-ab3b-c91346510df8,US,2022-05-02T18:07:15.029Z,2744.0,,,,,,INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,,true,false,3032677,3032677,6,7707728,220,7219248,2402,3032645,,3032677,Heuchera alpestris,Heuchera alpestris Rosend. & Lakela,Heuchera alpestris,,DWC_ARCHIVE,2022-05-02T18:07:15.029Z,2022-05-02T17:46:00.182Z,false,,USA,United States,USA.5_1,California,USA.5.36_1,San Bernardino,,,NE,Heuchera alpestris rosend. & lakela,-116.809086,34.103454
2422484278,,,,,,,,,,,,,,,,,,,,,,,,,,1657440,,,,,,,,,,CC_BY_NC_4_0,,,2022-02-20T02:36:00Z,,,https://cch2.org/portal/collections/individual/index.php?occid=1657440,,,,http://creativecommons.org/licenses/by-nc/4.0/,,,,,,,,,,,3818c5b4-b6a4-11e8-b408-001a64db2964,,UCR,,,,PRESERVED_SPECIMEN,,,,UCR-BPS-238296,UCR0048500,6227,"Sarah J. De Groot; Duncan S. Bell, Tom Kerrins-Torres",,,,,,,Fruiting,,,,,,PRESENT,,,,,,,UCR-238296,,,,,,,,,,,,2009-07-22T00:00:00,,203,,2009,7,22,2009-7-22,"Slope 30° facing 10 ° east, limestone outcrop, with Pinus flexilis, Abies concolor, Galium angustifolium, Cercocarpus ledifolius, etc.",,,,,,,,,,,,,,US,California,San Bernardino,,west ridge of Sugarloaf Mountain,,,,,,,,,34.20586,-116.82367,,,,,,,,,,,,Collector GPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22949,,,,,,,,Heuchera alpestris Rosend. & Lakela,,,,,,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Myrothamnanae|Saxifragales|Saxifragaceae|Heuchera,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,,Heuchera,Heuchera,,,alpestris,,,SPECIES,,,,ACCEPTED,,,e523cf2d-4fc2-48d8-aa75-80ecbc90b3f5,US,2022-04-26T17:34:05.965Z,2748.0,,,,,,GEODETIC_DATUM_ASSUMED_WGS84;AMBIGUOUS_INSTITUTION,StillImage,true,false,3032677,3032677,6,7707728,220,7219248,2402,3032645,,3032677,Heuchera alpestris,Heuchera alpestris Rosend. & Lakela,Heuchera alpestris,,DWC_ARCHIVE,2022-04-26T17:34:05.965Z,2022-04-19T20:17:34.309Z,false,,USA,United States,USA.5_1,California,USA.5.36_1,San Bernardino,,,NE,Heuchera alpestris rosend. & lakela,-116.82367,34.20586
2422342566,,,,,,,,,,,,,,,,,,,,,,,,,,1500886,,,,,,,,,,CC_BY_NC_4_0,,,2022-02-20T02:36:34Z,,,https://cch2.org/portal/collections/individual/index.php?occid=1500886,,,,http://creativecommons.org/licenses/by-nc/4.0/,,,,,,,,,,,3818c5b4-b6a4-11e8-b408-001a64db2964,,UCR,,,,PRESERVED_SPECIMEN,,,,UCR-BPS-9226,UCR0048501,427,Dieter H. Wilken; R.M. Straw,,,,,,,Fertile,,,,,,PRESENT,,,,,,,UCR-9226,Flowers cream to reddish. In shaded crevices and open talus.,,,,,,,,,,,1965-08-03T00:00:00,,215,,1965,8,3,1965-8-3,,,,,,,,,,,,,,,US,California,San Bernardino,,slope of Mt. San Gorgonio,,,,,,,,,34.10056,-116.8425,,,,,,,,,,,,TopoZoneACS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22949,,,,,,,,Heuchera alpestris Rosend. & Lakela,,,,,,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Myrothamnanae|Saxifragales|Saxifragaceae|Heuchera,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,,Heuchera,Heuchera,,,alpestris,,,SPECIES,,,,ACCEPTED,,,e523cf2d-4fc2-48d8-aa75-80ecbc90b3f5,US,2022-04-26T17:34:04.193Z,3354.0,,,,,,GEODETIC_DATUM_ASSUMED_WGS84;AMBIGUOUS_INSTITUTION,StillImage,true,false,3032677,3032677,6,7707728,220,7219248,2402,3032645,,3032677,Heuchera alpestris,Heuchera alpestris Rosend. & Lakela,Heuchera alpestris,,DWC_ARCHIVE,2022-04-26T17:34:04.193Z,2022-04-19T20:17:34.309Z,false,,USA,United States,USA.5_1,California,USA.5.36_1,San Bernardino,,,NE,Heuchera alpestris rosend. & lakela,-116.8425,34.10056
