gbifID,abstract,accessRights,accrualMethod,accrualPeriodicity,accrualPolicy,alternative,audience,available,bibliographicCitation,conformsTo,contributor,coverage,created,creator,date,dateAccepted,dateCopyrighted,dateSubmitted,description,educationLevel,extent,format,hasFormat,hasPart,hasVersion,identifier,instructionalMethod,isFormatOf,isPartOf,isReferencedBy,isReplacedBy,isRequiredBy,isVersionOf,issued,language,license,mediator,medium,modified,provenance,publisher,references,relation,replaces,requires,rights,rightsHolder,source,spatial,subject,tableOfContents,temporal,title,type,valid,institutionID,collectionID,datasetID,institutionCode,collectionCode,datasetName,ownerInstitutionCode,basisOfRecord,informationWithheld,dataGeneralizations,dynamicProperties,occurrenceID,catalogNumber,recordNumber,recordedBy,recordedByID,individualCount,organismQuantity,organismQuantityType,sex,lifeStage,reproductiveCondition,behavior,establishmentMeans,degreeOfEstablishment,pathway,georeferenceVerificationStatus,occurrenceStatus,preparations,disposition,associatedOccurrences,associatedReferences,associatedSequences,associatedTaxa,otherCatalogNumbers,occurrenceRemarks,organismID,organismName,organismScope,associatedOrganisms,previousIdentifications,organismRemarks,materialSampleID,eventID,parentEventID,fieldNumber,eventDate,eventTime,startDayOfYear,endDayOfYear,year,month,day,verbatimEventDate,habitat,samplingProtocol,sampleSizeValue,sampleSizeUnit,samplingEffort,fieldNotes,eventRemarks,locationID,higherGeographyID,higherGeography,continent,waterBody,islandGroup,island,countryCode,stateProvince,county,municipality,locality,verbatimLocality,verbatimElevation,verticalDatum,verbatimDepth,minimumDistanceAboveSurfaceInMeters,maximumDistanceAboveSurfaceInMeters,locationAccordingTo,locationRemarks,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,pointRadiusSpatialFit,verbatimCoordinateSystem,verbatimSRS,footprintWKT,footprintSRS,footprintSpatialFit,georeferencedBy,georeferencedDate,georeferenceProtocol,georeferenceSources,georeferenceRemarks,geologicalContextID,earliestEonOrLowestEonothem,latestEonOrHighestEonothem,earliestEraOrLowestErathem,latestEraOrHighestErathem,earliestPeriodOrLowestSystem,latestPeriodOrHighestSystem,earliestEpochOrLowestSeries,latestEpochOrHighestSeries,earliestAgeOrLowestStage,latestAgeOrHighestStage,lowestBiostratigraphicZone,highestBiostratigraphicZone,lithostratigraphicTerms,group,formation,member,bed,identificationID,verbatimIdentification,identificationQualifier,typeStatus,identifiedBy,identifiedByID,dateIdentified,identificationReferences,identificationVerificationStatus,identificationRemarks,taxonID,scientificNameID,acceptedNameUsageID,parentNameUsageID,originalNameUsageID,nameAccordingToID,namePublishedInID,taxonConceptID,scientificName,acceptedNameUsage,parentNameUsage,originalNameUsage,nameAccordingTo,namePublishedIn,namePublishedInYear,higherClassification,kingdom,phylum,class,order,family,subfamily,genus,genericName,subgenus,infragenericEpithet,specificEpithet,infraspecificEpithet,cultivarEpithet,taxonRank,verbatimTaxonRank,vernacularName,nomenclaturalCode,taxonomicStatus,nomenclaturalStatus,taxonRemarks,datasetKey,publishingCountry,lastInterpreted,elevation,elevationAccuracy,depth,depthAccuracy,distanceAboveSurface,distanceAboveSurfaceAccuracy,issue,mediaType,hasCoordinate,hasGeospatialIssues,taxonKey,acceptedTaxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,subgenusKey,speciesKey,species,acceptedScientificName,verbatimScientificName,typifiedName,protocol,lastParsed,lastCrawled,repatriated,relativeOrganismQuantity,level0Gid,level0Name,level1Gid,level1Name,level2Gid,level2Name,level3Gid,level3Name,iucnRedListCategory,species_name,x,y
2450410625,,,,,,,,,,,,,,,,,,,,,,,,,,3720186,,,,,,,,,,CC_BY_NC_4_0,,,2021-04-05T15:59:15Z,,,https://cch2.org/portal/collections/individual/index.php?occid=3720186,,,,http://creativecommons.org/licenses/by-nc/4.0/,,,,,,,,,,,9a7f2f77-3288-4d40-8baa-2f55b8450b7f,,CSLA,,,,PRESERVED_SPECIMEN,,,,52c24302-5106-4198-9284-fbaab459b0ad,CSLA016606,620,Gary D. Wallace,,,,,,,,,,,,reviewed - high confidence,PRESENT,,,,,,,,growing abundantly in rocky areas in shade; perennial herb with elongated caudices and white flowers,,,,,,,,,,,1966-06-17T00:00:00,,168,,1966,6,17,,in rocky areas in shade,,,,,,,,,,,,,,US,California,Tuolumne,,"8 mi. W of Sonora Pass, Toiyabe National Forest.",,,,,,,,,38.3163,-119.7436,800.0,,,,,,,,JeannieGregory (2021-04-05 15:59:15),,,georef batch tool 2021-04-05; Google Earth,point at 8 roadmiles W of Sonora Pass along Mono Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48463,,,,,,,,"Heuchera rubescens var. rydbergiana Rosend., Butters & Lakela",,,,,,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Myrothamnanae|Saxifragales|Saxifragaceae|Heuchera|Heuchera rubescens,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,,Heuchera,Heuchera,,,rubescens,rydbergiana,,VARIETY,var.,,,ACCEPTED,,,49e223ed-ab24-478f-b5e8-4a15af5a8f6c,US,2022-05-02T15:39:18.069Z,2926.0,,,,,,COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,StillImage,true,false,3754511,3754511,6,7707728,220,7219248,2402,3032645,,3032671,Heuchera rubescens,"Heuchera rubescens var. rydbergiana Rosend., Butters & Lakela",Heuchera rubescens var. rydbergiana,,DWC_ARCHIVE,2022-05-02T15:39:18.069Z,2022-05-02T15:37:12.428Z,false,,USA,United States,USA.5_1,California,USA.5.55_1,Tuolumne,,,,"Heuchera rubescens var. rydbergiana rosend., butters & lakela",-119.7436,38.3163
2422470792,,,,,,,,,,,,,,,,,,,,,,,,,,1644142,,,,,,,,,,CC_BY_NC_4_0,,,2022-02-20T02:35:57Z,,,https://cch2.org/portal/collections/individual/index.php?occid=1644142,,,,http://creativecommons.org/licenses/by-nc/4.0/,,,,,,,,,,,3818c5b4-b6a4-11e8-b408-001a64db2964,,UCR,,,,PRESERVED_SPECIMEN,,,,UCR-BPS-226305,UCR0048457,15644,Jim André; Tasha La Doux,,,,,,,Flowering,,,,,,PRESENT,,,,,,,UCR-226305,Occasional.,,,,,,,,,,,2008-07-27T00:00:00,,209,,2008,7,27,2008-7-27,"Steep rocky slopes, with Pinus contorta murrayana, P. albicaulis, Holodiscus microphyllus, Koeleria macrantha.",,,,,,,,,,,,,,US,California,Inyo,,"Big Pine Canyon, North Fork watershed, north end of Third Lake",,,,,,,,,37.12297,-118.49463,,,,,,,,,,,,Collector GPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48463,,,,,,,,"Heuchera rubescens var. rydbergiana Rosend., Butters & Lakela",,,,,,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Myrothamnanae|Saxifragales|Saxifragaceae|Heuchera|Heuchera rubescens,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,,Heuchera,Heuchera,,,rubescens,rydbergiana,,VARIETY,var.,,,ACCEPTED,,,e523cf2d-4fc2-48d8-aa75-80ecbc90b3f5,US,2022-04-26T17:34:09.171Z,3000.0,,,,,,GEODETIC_DATUM_ASSUMED_WGS84;AMBIGUOUS_INSTITUTION,StillImage,true,false,3754511,3754511,6,7707728,220,7219248,2402,3032645,,3032671,Heuchera rubescens,"Heuchera rubescens var. rydbergiana Rosend., Butters & Lakela",Heuchera rubescens var. rydbergiana,,DWC_ARCHIVE,2022-04-26T17:34:09.171Z,2022-04-19T20:17:34.309Z,false,,USA,United States,USA.5_1,California,USA.5.14_1,Inyo,,,,"Heuchera rubescens var. rydbergiana rosend., butters & lakela",-118.49463,37.12297
51850011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CC0_1_0,,,,,,,,,,,,,,,,,,,,,,,OSC,ORE,,,PRESERVED_SPECIMEN,,,,,ORE42138,,Thomas Howell,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,1887-07-09T00:00:00,,,,1887,7,9,,,,,,,,,,,,NORTH_AMERICA,,,,US,Oregon,[Jackson or Josephine],,Siskiyou Mountains.,,,,,,,,,42.0255,-123.0167,739000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chambers, H.",,2007-01-01T00:00:00,,,,,,,,,,,,"Heuchera rubescens var. rydbergiana Rosend., Butters & Lakela",,,,,,,,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,,Heuchera,Heuchera,,,rubescens,rydbergiana,,VARIETY,,,,ACCEPTED,,,84aa5ee4-f762-11e1-a439-00145eb45e9a,US,2022-04-26T10:51:21.637Z,,,,,,,GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH,,true,false,3754511,3754511,6,7707728,220,7219248,2402,3032645,,3032671,Heuchera rubescens,"Heuchera rubescens var. rydbergiana Rosend., Butters & Lakela",Heuchera rubescens var. rydbergiana,,DIGIR,2022-04-26T10:51:21.637Z,2022-04-22T06:42:35.313Z,false,,USA,United States,USA.38_1,Oregon,USA.38.15_1,Jackson,,,,"Heuchera rubescens var. rydbergiana rosend., butters & lakela",-123.0167,42.0255
