gbifID,abstract,accessRights,accrualMethod,accrualPeriodicity,accrualPolicy,alternative,audience,available,bibliographicCitation,conformsTo,contributor,coverage,created,creator,date,dateAccepted,dateCopyrighted,dateSubmitted,description,educationLevel,extent,format,hasFormat,hasPart,hasVersion,identifier,instructionalMethod,isFormatOf,isPartOf,isReferencedBy,isReplacedBy,isRequiredBy,isVersionOf,issued,language,license,mediator,medium,modified,provenance,publisher,references,relation,replaces,requires,rights,rightsHolder,source,spatial,subject,tableOfContents,temporal,title,type,valid,institutionID,collectionID,datasetID,institutionCode,collectionCode,datasetName,ownerInstitutionCode,basisOfRecord,informationWithheld,dataGeneralizations,dynamicProperties,occurrenceID,catalogNumber,recordNumber,recordedBy,recordedByID,individualCount,organismQuantity,organismQuantityType,sex,lifeStage,reproductiveCondition,behavior,establishmentMeans,degreeOfEstablishment,pathway,georeferenceVerificationStatus,occurrenceStatus,preparations,disposition,associatedOccurrences,associatedReferences,associatedSequences,associatedTaxa,otherCatalogNumbers,occurrenceRemarks,organismID,organismName,organismScope,associatedOrganisms,previousIdentifications,organismRemarks,materialSampleID,eventID,parentEventID,fieldNumber,eventDate,eventTime,startDayOfYear,endDayOfYear,year,month,day,verbatimEventDate,habitat,samplingProtocol,sampleSizeValue,sampleSizeUnit,samplingEffort,fieldNotes,eventRemarks,locationID,higherGeographyID,higherGeography,continent,waterBody,islandGroup,island,countryCode,stateProvince,county,municipality,locality,verbatimLocality,verbatimElevation,verticalDatum,verbatimDepth,minimumDistanceAboveSurfaceInMeters,maximumDistanceAboveSurfaceInMeters,locationAccordingTo,locationRemarks,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,pointRadiusSpatialFit,verbatimCoordinateSystem,verbatimSRS,footprintWKT,footprintSRS,footprintSpatialFit,georeferencedBy,georeferencedDate,georeferenceProtocol,georeferenceSources,georeferenceRemarks,geologicalContextID,earliestEonOrLowestEonothem,latestEonOrHighestEonothem,earliestEraOrLowestErathem,latestEraOrHighestErathem,earliestPeriodOrLowestSystem,latestPeriodOrHighestSystem,earliestEpochOrLowestSeries,latestEpochOrHighestSeries,earliestAgeOrLowestStage,latestAgeOrHighestStage,lowestBiostratigraphicZone,highestBiostratigraphicZone,lithostratigraphicTerms,group,formation,member,bed,identificationID,verbatimIdentification,identificationQualifier,typeStatus,identifiedBy,identifiedByID,dateIdentified,identificationReferences,identificationVerificationStatus,identificationRemarks,taxonID,scientificNameID,acceptedNameUsageID,parentNameUsageID,originalNameUsageID,nameAccordingToID,namePublishedInID,taxonConceptID,scientificName,acceptedNameUsage,parentNameUsage,originalNameUsage,nameAccordingTo,namePublishedIn,namePublishedInYear,higherClassification,kingdom,phylum,class,order,family,subfamily,genus,genericName,subgenus,infragenericEpithet,specificEpithet,infraspecificEpithet,cultivarEpithet,taxonRank,verbatimTaxonRank,vernacularName,nomenclaturalCode,taxonomicStatus,nomenclaturalStatus,taxonRemarks,datasetKey,publishingCountry,lastInterpreted,elevation,elevationAccuracy,depth,depthAccuracy,distanceAboveSurface,distanceAboveSurfaceAccuracy,issue,mediaType,hasCoordinate,hasGeospatialIssues,taxonKey,acceptedTaxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,subgenusKey,speciesKey,species,acceptedScientificName,verbatimScientificName,typifiedName,protocol,lastParsed,lastCrawled,repatriated,relativeOrganismQuantity,level0Gid,level0Name,level1Gid,level1Name,level2Gid,level2Name,level3Gid,level3Name,iucnRedListCategory,species_name,x,y
1039015924,,"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj",,,,,,,Heuchera pilosella (YU.069019),,,,,,,,,,,,,,,,,urn:uuid:e92a9df1-c5ab-4470-be04-54a67c7be56d,,,,,,,,,en,CC0_1_0,,,2021-02-17T21:45:44Z,,,http://collections.peabody.yale.edu/search/Record/YU.069019,,,,,Yale Peabody Museum of Natural History,,,,,,,PhysicalObject,,,,1,YPM,YU,,YPM,PRESERVED_SPECIMEN,,,"{ ""irn"""": """"1546287"""", """"media"""": """"423581:02a2613d-39a8-46c9-ae18-3e934023281b"""", """"mm_repository_id"""": """"423581"""", """"solr_long_lat"""": """"-120.4039917,35.33917236"""" }""",urn:uuid:e92a9df1-c5ab-4470-be04-54a67c7be56d,YU.069019,124,Edward Palmer,,1,,,,,,,,,,,PRESENT,,in collection,,ISOTYPE. Note: North American Flora 22: 112. 1905.|,,,,YU number 69019; lot count 1,,,,,Heuchera pilosella|Heuchera pilosissima,,,,,,1876-01-01T00:00:00,,,,1876,,,,,,,,,,,,,North America; USA; California; San Luis Obispo County; San Luis Obispo,NORTH_AMERICA,,,,US,California,San Luis Obispo County,San Luis Obispo,,,,,,,,,,35.339172,-120.403992,101440.0,,,,,,,,,2015,digital resource,VertNet,"provisional matching georeference from VertNet, 5 Feb 2015, LFG",,,,,,,,,,,,,,,,,,,,,,ISOTYPE,,,,,,North American Flora 22: 112. 1905.,,,,,,,,,Heuchera pilosella Rydb.,,,,,,,Plantae; Tracheophyta; Saxifragales; Saxifragaceae,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,,Heuchera,Heuchera,,,pilosella,,,SPECIES,,angiosperms; tracheophytes; plants,ICBN,ACCEPTED,,Animals and Plants: Plants,963f12d0-f762-11e1-a439-00145eb45e9a,US,2022-05-31T01:08:11.530Z,,,,,,,COORDINATE_ROUNDED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,StillImage,true,false,3754953,3754953,6,7707728,220,7219248,2402,3032645,,3754953,Heuchera pilosella,Heuchera pilosella Rydb.,Heuchera pilosella,,DWC_ARCHIVE,2022-05-31T01:08:11.530Z,2022-05-31T01:01:33.968Z,false,,USA,United States,USA.5_1,California,USA.5.40_1,San Luis Obispo,,,NE,Heuchera pilosella rydb.,-120.403992,35.339172
