X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
-79.202538,38.98761,train,0.009917298708365208,57.949291678444936,0.6519361775709979
-79.495325,38.563451,train,0.023434734874712416,79.41323856415072,0.9174090155944011
-79.77936229,38.741448,train,0.017518373574366388,71.03816048722688,0.8449880684711067
-79.07992182,39.004845,train,0.009721957946890163,56.95753596200085,0.6446250450100282
-78.30135667,40.02438667,train,0.006723674187868712,36.917241985596526,0.5110589748973744
-79.467308,38.874203,train,0.015631316460332778,65.82741681576307,0.8105136302611387
-79.18181,38.594238,train,0.014267627948440002,62.73549680760359,0.7809200420390656
-78.516128,39.88338,train,0.00834646995614125,47.84000861710272,0.5886070739143014
-78.734779,39.395243,train,0.029408535347443098,90.06610211831268,0.9562633485511961
-77.98523611,40.44461944,train,0.004504261916852636,20.573332649750625,0.38080197736571175
-79.583016,38.335642,train,0.03548329862063008,99.9999975808326,0.9770864548886102
-79.21121,38.355764,train,0.03039663334947385,93.1056931399346,0.9606287439825466
-78.396954,39.531205,train,0.004734941568593197,22.896095235708426,0.3958171482945605
-79.5336594,38.5537286,train,0.033460134233295205,96.45173017705874,0.9715818689371334
-79.496682,38.424038,train,0.02646284224818925,84.42414114829378,0.9401609564065679
-79.532828,38.699836,train,0.027012064542662906,87.12496548201476,0.9435581023687506
-79.156905,39.383779,train,0.008826477063254805,50.443484155677375,0.6090937136811687
