Predictor variable,Categorical,Sample average
alt,false,1249.0
alt,false,1249.0
bio1,false,142.0
bio1,false,142.0
bio10,false,223.66666666666666
bio10,false,223.66666666666666
bio11,false,72.33333333333333
bio11,false,72.33333333333333
bio12,false,483.6666666666667
bio12,false,483.6666666666667
bio13,false,82.66666666666667
bio13,false,82.66666666666667
bio14,false,2.3333333333333335
bio14,false,2.3333333333333335
bio15,false,70.33333333333333
bio15,false,70.33333333333333
bio16,false,237.33333333333334
bio16,false,237.33333333333334
bio17,false,28.666666666666668
bio17,false,28.666666666666668
bio18,false,46.666666666666664
bio18,false,46.666666666666664
bio19,false,230.66666666666666
bio19,false,230.66666666666666
bio2,false,160.66666666666666
bio2,false,160.66666666666666
bio3,false,48.666666666666664
bio3,false,48.666666666666664
bio4,false,6074.666666666667
bio4,false,6074.666666666667
bio5,false,328.3333333333333
bio5,false,328.3333333333333
bio6,false,0.0
bio6,false,0.0
bio7,false,328.3333333333333
bio7,false,328.3333333333333
bio8,false,78.33333333333333
bio8,false,78.33333333333333
bio9,false,197.0
bio9,false,197.0
mask,true,50.0
