X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
-86.35,33.26667,train,1.718423999189885E-4,35.656984745145046,0.5186384456061168
-82.8208333333,41.65,train,5.120659008900605E-4,79.76840115027923,0.8868095061579917
-85.81123,36.08085,train,4.77175112866438E-5,3.8258642487411225,0.18374081921373375
-81.1691666667,40.4952777778,train,2.920673856026205E-4,60.26667877355782,0.7113836547611923
-73.50944,41.67583,train,1.2127943667795787E-4,22.564228747566908,0.40310063287008724
-82.441508,35.271228,train,0.001597396138103788,99.043922984199,0.9988822413697914
-88.8,34.707,train,1.0257466948198822E-4,17.068643753264546,0.3536561918767368
-73.21305,41.47361,train,5.283461071713788E-4,80.62429599335044,0.8943845244402119
-77.23896,38.98322,train,3.0628359537636954E-4,62.50319182483982,0.7283233218699273
-82.308611,37.294028,train,6.0585035815781625E-5,6.722798381113444,0.22722760285201626
-82.617,41.8,train,5.201774134035938E-4,80.09353017380172,0.8906492952696211
-82.0963888889,41.4211111111,train,4.6089084449105086E-4,77.41721978343217,0.859275183307031
-93.584153,36.678587,train,3.3690872288600715E-4,66.01152490088288,0.7615136283218875
-89.40816667,33.38383333,train,1.277557590951237E-4,24.652176313513262,0.41932351771117427
-82.4936111111,40.9736111111,train,1.825931256314632E-4,38.63702374486738,0.5401604496879377
-90.46667,38.3,train,0.0010525872069879485,94.51925011644347,0.9886488383695976
-91.68611,37.56916,train,5.238764368152851E-4,80.34297380384766,0.892356807592628
-93.24371,35.22192,train,2.1926164099296875E-4,47.50813716859925,0.6065852663797149
-77.0728,38.8967,train,2.117071606532117E-4,45.44627917273084,0.5937347179662769
-88.3109,33.8945,train,2.5028484440888974E-4,53.922062702183524,0.6552325411139339
-84.7,36.36667,train,5.2174464534971456E-5,4.797010019380631,0.19907367727491831
-88.3292,37.60163,train,1.0572253415453858E-4,17.897182967491016,0.3622550899919601
-90.62694,37.61861,train,4.724624978187814E-4,78.14790288987231,0.866035813561137
-83.45,34.5,train,2.68589098038642E-4,56.81739077342616,0.6810637684445164
-91.84472,39.30138,train,1.6537651990761198E-4,34.09581978562463,0.5052121953902479
-81.529059,36.288667,train,5.929325205416783E-4,83.99520255132067,0.9197610095060843
-83.0491666667,38.8408333333,train,1.6868364863318496E-4,34.91325681096844,0.5121255118395277
-93.75416,36.54805,train,2.806800494301496E-4,58.46998969081825,0.6970560217697018
-83.50888,35.60055,train,3.765192850646379E-4,70.67929683844788,0.7985016094888521
-90.54666,37.0975,train,4.668687806084412E-4,77.86600360667073,0.8628092837621355
-77.5206,39.1639,train,2.980955950317708E-4,61.192129756359826,0.7186920147948135
-73.27194,41.17583,train,5.257057242943394E-4,80.52402327043123,0.8931913487594714
-92.875,37.83333,train,3.8455827327476633E-4,71.38841481705111,0.8052770130793144
-91.06666,37.13333,train,0.001268876656258851,97.05789894084035,0.9954774548306424
-77.4442,39.0711,train,3.480820517345958E-4,67.54701409310312,0.7725857861588865
-90.22555,37.82888,train,4.463847444222542E-4,76.50701710288148,0.8503161612457727
-90.50111,37.18,train,0.0015471990713068272,98.88419147259705,0.9986161097498443
-91.87638,36.60222,train,6.176746794578392E-4,85.12184627028813,0.927778392246201
-77.7133,38.8236,train,2.1111283862688463E-4,45.34798080433318,0.5927061122105095
-82.5530555556,39.6580555556,train,2.0088317773359087E-4,42.90644105522901,0.5745875911114731
-90.62361,38.54444,train,6.331027066703674E-4,85.52309321894161,0.9323668828712669
-90.25,38.6,train,6.104661290178442E-4,84.8678035007453,0.9255290255306002
-76.7122222,37.9444444,train,5.150021499210403E-5,4.637965964337391,0.19677274138060097
-77.82,40.91944,train,1.9836210420096117E-4,42.52571090144884,0.5699998895111499
-81.5086111111,41.2408333333,train,4.0561132148593786E-4,73.42641975508667,0.8219608061207981
-82.332615,35.500396,train,0.0014297849316795715,98.28196164916768,0.9977193519212753
-79.02965,35.98344,train,2.610389255453561E-4,55.70316698358712,0.6706520317342275
-86.83334,34.16667,train,2.540243415661401E-4,54.65114051480332,0.66067452636956
-73.20416,41.58277,train,7.328952318476891E-4,89.38869622081344,0.9557652258745192
-80.020833,35.738333,train,2.2748903037265132E-4,49.73713979790794,0.620118507196437
-88.561,34.682,train,1.0931842736432703E-4,18.945659996745796,0.3719379577831108
-73.083,41.3264,train,2.9507635117446735E-4,60.75776957249575,0.7150550348343674
-90.34472,37.64555,train,6.863218166114962E-4,87.50207268855057,0.9460710845720607
-91.49916,37.12666,train,7.70265826333177E-4,90.25501487404048,0.9622679137744604
-86.39861,33.97194,train,1.9684239639755998E-4,42.14213693469457,0.5672105481029706
-82.869151,35.737329,train,6.898631720925557E-4,87.77755509127101,0.946877561011932
-86.28638,33.72833,train,1.7431566380158152E-4,36.41620756095628,0.5236772445681255
