Predictor variable,Categorical,Sample average
alt,false,1375.916535433071
alt,false,1375.916535433071
bio1,false,44.94015748031496
bio1,false,44.94015748031496
bio10,false,143.9275590551181
bio10,false,143.9275590551181
bio11,false,-51.173228346456696
bio11,false,-51.173228346456696
bio12,false,579.5244094488189
bio12,false,579.5244094488189
bio13,false,77.98740157480314
bio13,false,77.98740157480314
bio14,false,24.929133858267715
bio14,false,24.929133858267715
bio15,false,32.414173228346456
bio15,false,32.414173228346456
bio16,false,215.955905511811
bio16,false,215.955905511811
bio17,false,88.6267716535433
bio17,false,88.6267716535433
bio18,false,114.99055118110236
bio18,false,114.99055118110236
bio19,false,186.9228346456693
bio19,false,186.9228346456693
bio2,false,130.45984251968503
bio2,false,130.45984251968503
bio3,false,35.94488188976378
bio3,false,35.94488188976378
bio4,false,7641.294488188976
bio4,false,7641.294488188976
bio5,false,245.88031496062993
bio5,false,245.88031496062993
bio6,false,-110.7007874015748
bio6,false,-110.7007874015748
bio7,false,356.5811023622047
bio7,false,356.5811023622047
bio8,false,5.089763779527559
bio8,false,5.089763779527559
bio9,false,86.06614173228347
bio9,false,86.06614173228347
mask,true,50.0
