Predictor variable,Categorical,Sample average
alt,false,1492.5625
alt,false,1492.5625
bio1,false,135.25
bio1,false,135.25
bio10,false,229.3125
bio10,false,229.3125
bio11,false,49.75
bio11,false,49.75
bio12,false,537.75
bio12,false,537.75
bio13,false,78.75
bio13,false,78.75
bio14,false,9.8125
bio14,false,9.8125
bio15,false,45.25
bio15,false,45.25
bio16,false,190.75
bio16,false,190.75
bio17,false,47.1875
bio17,false,47.1875
bio18,false,154.25
bio18,false,154.25
bio19,false,161.1875
bio19,false,161.1875
bio2,false,166.4375
bio2,false,166.4375
bio3,false,46.1875
bio3,false,46.1875
bio4,false,7076.875
bio4,false,7076.875
bio5,false,328.125
bio5,false,328.125
bio6,false,-29.4375
bio6,false,-29.4375
bio7,false,357.5625
bio7,false,357.5625
bio8,false,201.6875
bio8,false,201.6875
bio9,false,162.875
bio9,false,162.875
mask,true,50.0
