Predictor variable,Categorical,Sample average
alt,false,465.58093525179856
alt,false,465.58093525179856
bio1,false,68.56654676258992
bio1,false,68.56654676258992
bio10,false,202.95503597122303
bio10,false,202.95503597122303
bio11,false,-79.83453237410072
bio11,false,-79.83453237410072
bio12,false,706.0737410071943
bio12,false,706.0737410071943
bio13,false,99.72122302158273
bio13,false,99.72122302158273
bio14,false,22.18345323741007
bio14,false,22.18345323741007
bio15,false,47.69604316546763
bio15,false,47.69604316546763
bio16,false,275.4982014388489
bio16,false,275.4982014388489
bio17,false,80.19964028776978
bio17,false,80.19964028776978
bio18,false,263.8884892086331
bio18,false,263.8884892086331
bio19,false,80.57553956834532
bio19,false,80.57553956834532
bio2,false,125.5089928057554
bio2,false,125.5089928057554
bio3,false,28.097122302158272
bio3,false,28.097122302158272
bio4,false,10931.480215827338
bio4,false,10931.480215827338
bio5,false,285.4910071942446
bio5,false,285.4910071942446
bio6,false,-156.65107913669064
bio6,false,-156.65107913669064
bio7,false,442.14208633093523
bio7,false,442.14208633093523
bio8,false,186.14208633093526
bio8,false,186.14208633093526
bio9,false,-75.62050359712231
bio9,false,-75.62050359712231
mask,true,50.0
