X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
-105.2463,33.6126,train,0.04193409223517278,46.78755097856022,0.7043119795105992
-105.809432,33.374246,train,0.044112330226900656,51.19903486300049,0.7224466032251805
-105.478066,33.433675,train,0.038523903551000584,22.465403851993862,0.6735122449719368
-105.7354,33.4974,train,0.04634861138983787,55.833856583809506,0.73990804634088
-105.734641,33.398739,train,0.04907668660320268,65.61514429361905,0.75972900973323
-105.735952,33.455435,train,0.06275517385879807,93.48795725083907,0.8385297489111585
-105.853331,33.406705,train,0.05129545213938751,75.74562944435242,0.7747303220787107
-105.673041,33.331749,train,0.041761132934062084,42.5951282695764,0.7028222411818796
-105.363596,33.60675,train,0.06257156041365639,87.21330971960708,0.8376659818863736
-105.51133,33.61358,train,0.03376664198814909,7.904347638678462,0.6251143844269271
-105.820301,33.392852,train,0.06511149232606356,99.99997879465883,0.8492150000776841
-105.771411,33.403412,train,0.052103570058975805,80.95598429034627,0.7799582456402441
-105.74,32.95,train,0.04873836623880612,60.70760112531216,0.7573554156240054
-105.7,33.4,train,0.04012007908460019,34.32436445955496,0.6883086427454553
-105.68,33.35,train,0.03970028058953365,30.31247344482008,0.6844834119397044
-105.77,33.46,train,0.05000936481473833,70.61608646420642,0.7661529622615157
-105.633037,33.39078,train,0.0368715247813087,18.61301573391807,0.6574545022302014
